trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.5310657936374941,20230817:190245.491873,20230817:190255.317500
1,whites_separate,Left,0.5,True,0.4697950559874059,20230817:190255.318819,20230817:190337.910373
2,checkerboard_separate,Right,0.5,True,0.46357225644256617,20230817:190337.911507,20230817:190405.167862
3,bullseye_high_freq,Left,0.49,True,0.36738327169734186,20230817:190405.169149,20230817:190418.800393
4,sbc,Right,0.51,True,0.4280555389084171,20230817:190418.801535,20230817:190429.045555
5,catch_trial_white_3,Left,0.5,False,0.3719278365604946,20230817:190429.046407,20230817:190436.993833
6,sbc_separate,Right,0.5,True,0.39006033787447325,20230817:190436.994977,20230817:190507.045229
7,whites,Right,0.49,False,0.4120491205370608,20230817:190507.046365,20230817:190524.283794
8,checkerboard,Right,0.49,True,0.38816506816930024,20230817:190524.284902,20230817:190535.556766
9,strip,Left,0.51,True,0.42669933484157174,20230817:190535.557892,20230817:190542.367620
10,catch_trial_black_3,Right,0.5,False,0.5179127259589232,20230817:190542.368722,20230817:190549.769020
11,checkerboard_separate,Left,0.5,False,0.4095805836151264,20230817:190549.770195,20230817:190600.081865
12,sbc_separate,Left,0.5,False,0.44393422508815494,20230817:190600.082993,20230817:190617.243755
13,checkerboard,Left,0.49,True,0.4088957197277091,20230817:190617.244887,20230817:190629.533377
14,bullseye_low_separate,Right,0.51,True,0.4190566217276269,20230817:190629.534484,20230817:190637.405480
15,catch_trial_white_3,Right,0.5,False,0.39396788525890225,20230817:190653.864351,20230817:190735.703738
16,sbc,Left,0.51,False,0.4192410517125229,20230817:190735.704947,20230817:190745.313552
17,bullseye_high_freq,Right,0.49,False,0.4382209521498258,20230817:190745.314723,20230817:190758.780835
18,bullseye_low_separate,Left,0.51,False,0.4197467399693098,20230817:190758.782007,20230817:190813.712195
19,whites,Left,0.49,False,0.413338093667186,20230817:190813.713410,20230817:190835.773712
20,strip,Right,0.51,True,0.5193938637049708,20230817:190835.774895,20230817:190901.064471
21,whites_separate,Right,0.5,False,0.4931320200379586,20230817:190901.065817,20230817:190908.012707
