trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,4,20230817:190911.569162,20230817:190919.462858
1,sbc,True,0.49,3,20230817:190919.464304,20230817:190933.987271
2,catch_trial_white_4,False,nan,4,20230817:190933.988399,20230817:190938.000217
3,sbc_separate,False,0.51,3,20230817:190938.001299,20230817:190952.351381
4,catch_trial_white_3,False,nan,2,20230817:190952.352523,20230817:190959.715455
5,whites,True,0.5,4,20230817:190959.716564,20230817:191010.445152
6,catch_trial_black_4,False,nan,4,20230817:191010.446283,20230817:191013.937807
7,bullseye_high_freq,True,0.5,3,20230817:191013.938939,20230817:191017.913567
8,catch_trial_white_2,False,nan,2,20230817:191017.914928,20230817:191022.346448
9,strip,True,0.49,2,20230817:191022.347589,20230817:191032.394705
10,catch_trial_black_3,False,nan,3,20230817:191032.395846,20230817:191037.320830
11,checkerboard,False,0.5,3,20230817:191037.321916,20230817:191040.357949
12,catch_trial_black_5,False,nan,4,20230817:191040.359089,20230817:191042.383446
13,whites,False,0.5,2,20230817:191042.384700,20230817:191051.131939
14,catch_trial_black_2,False,nan,2,20230817:191051.133058,20230817:191055.718648
15,checkerboard,True,0.5,3,20230817:191055.719792,20230817:191103.298371
16,catch_trial_white_1,False,nan,1,20230817:191103.299738,20230817:191106.564306
17,checkerboard_separate,True,0.51,4,20230817:191106.565424,20230817:191116.589472
18,catch_trial_black_1,False,nan,2,20230817:191116.590625,20230817:191119.089427
19,whites_separate,True,0.51,3,20230817:191119.090539,20230817:191127.538575
20,bullseye_low_separate,False,0.49,3,20230817:191127.539730,20230817:191131.686443
21,whites_separate,False,0.51,2,20230817:191131.687569,20230817:191139.394543
22,checkerboard_separate,False,0.51,3,20230817:191139.395691,20230817:191146.314858
23,bullseye_high_freq,False,0.5,3,20230817:191146.315999,20230817:191149.651160
24,sbc_separate,True,0.51,3,20230817:191149.652339,20230817:191151.656809
25,bullseye_low_separate,True,0.49,3,20230817:191151.657918,20230817:191153.593972
26,strip,False,0.49,4,20230817:191153.638135,20230817:191204.317233
27,sbc,False,0.49,4,20230817:191204.318369,20230817:191210.805019
