trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_4,False,nan,4,20230817:191212.315896,20230817:191217.394839
1,strip,False,0.5,4,20230817:191217.396376,20230817:191222.922035
2,catch_trial_black_3,False,nan,3,20230817:191222.923136,20230817:191225.327705
3,bullseye_low_separate,False,0.5,3,20230817:191225.328807,20230817:191242.297629
4,catch_trial_white_5,False,nan,4,20230817:191242.298790,20230817:191244.014176
5,checkerboard,False,0.51,4,20230817:191244.014602,20230817:191249.438932
6,catch_trial_white_3,False,nan,3,20230817:191249.440341,20230817:191251.481953
7,sbc,True,0.5,3,20230817:191251.483041,20230817:191255.475977
8,catch_trial_white_2,False,nan,2,20230817:191255.477108,20230817:191257.583264
9,whites,False,0.51,3,20230817:191257.584670,20230817:191305.274012
10,catch_trial_white_4,False,nan,4,20230817:191305.275120,20230817:191307.228156
11,whites_separate,True,0.49,4,20230817:191307.229278,20230817:191311.572535
12,catch_trial_black_2,False,nan,3,20230817:191311.573637,20230817:191313.635543
13,sbc,False,0.5,3,20230817:191313.636659,20230817:191320.651402
14,catch_trial_black_1,False,nan,3,20230817:191320.652542,20230817:191323.008003
15,bullseye_high_freq,True,0.51,3,20230817:191323.009108,20230817:191324.319519
16,catch_trial_white_1,False,nan,2,20230817:191324.320622,20230817:191327.311479
17,checkerboard_separate,False,0.49,3,20230817:191327.312751,20230817:191333.139708
18,catch_trial_black_5,False,nan,4,20230817:191333.140846,20230817:191339.226342
19,sbc_separate,True,0.49,3,20230817:191339.227499,20230817:191344.256499
20,strip,True,0.5,3,20230817:191344.307325,20230817:191350.597998
21,sbc_separate,False,0.49,3,20230817:191350.599117,20230817:191351.611840
22,bullseye_low_separate,True,0.5,3,20230817:191351.612969,20230817:191352.455671
23,whites_separate,False,0.49,3,20230817:191352.456779,20230817:191358.428814
24,checkerboard_separate,True,0.49,3,20230817:191358.429940,20230817:191400.191027
25,whites,True,0.51,3,20230817:191400.192178,20230817:191407.422389
26,checkerboard,True,0.51,2,20230817:191407.423739,20230817:191413.108782
27,bullseye_high_freq,False,0.51,3,20230817:191413.109903,20230817:191415.249826
