trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_3,False,nan,1,20230811:164324.638791,20230811:164330.958012
1,whites,False,0.5,1,20230811:164330.959593,20230811:164357.023022
2,catch_trial_black_2,False,nan,1,20230811:164357.024209,20230811:164410.637573
3,checkerboard,True,0.5,3,20230811:164410.638921,20230811:164429.610157
4,catch_trial_black_1,False,nan,1,20230811:164429.611317,20230811:164434.487498
5,bullseye_high_freq,True,0.5,3,20230811:164434.488655,20230811:164447.867402
6,catch_trial_black_5,False,nan,5,20230811:164447.868593,20230811:164450.089902
7,whites_separate,False,0.51,1,20230811:164450.091093,20230811:164453.105550
8,catch_trial_white_4,False,nan,3,20230811:164453.106699,20230811:164455.294175
9,whites,True,0.5,4,20230811:164455.295301,20230811:164505.606484
10,catch_trial_white_2,False,nan,2,20230811:164505.607588,20230811:164511.747071
11,sbc,True,0.49,3,20230811:164511.796135,20230811:164515.088991
12,catch_trial_black_3,False,nan,3,20230811:164515.090299,20230811:164518.226652
13,sbc,False,0.49,3,20230811:164518.262361,20230811:164523.429269
14,catch_trial_white_1,False,nan,5,20230811:164523.478562,20230811:164525.817968
15,strip,True,0.49,5,20230811:164525.819098,20230811:164528.109383
16,catch_trial_white_5,False,nan,5,20230811:164528.110779,20230811:164545.571368
17,bullseye_high_freq,False,0.5,3,20230811:164545.572517,20230811:164553.651578
18,catch_trial_black_4,False,nan,4,20230811:164553.652717,20230811:164559.787679
19,bullseye_low_separate,True,0.49,3,20230811:164559.788827,20230811:164607.449138
20,whites_separate,True,0.51,4,20230811:164607.450391,20230811:164610.781418
21,checkerboard_separate,True,0.51,3,20230811:164610.782935,20230811:164618.743990
22,checkerboard,False,0.5,4,20230811:164618.745119,20230811:164622.327669
23,sbc_separate,True,0.51,3,20230811:164622.328783,20230811:164631.115114
24,bullseye_low_separate,False,0.49,3,20230811:164631.116313,20230811:164635.623088
25,checkerboard_separate,False,0.51,3,20230811:164635.624253,20230811:164643.054528
26,strip,False,0.49,5,20230811:164643.055648,20230811:164646.950713
27,sbc_separate,False,0.51,3,20230811:164646.951828,20230811:164655.483181
