trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_1,False,nan,2,20230904:151140.735362,20230904:151200.871124
1,whites,True,0.5,3,20230904:151200.872539,20230904:151203.454735
2,catch_trial_black_2,False,nan,2,20230904:151203.455891,20230904:151208.123154
3,sbc,True,0.49,3,20230904:151208.124296,20230904:151210.032895
4,catch_trial_black_4,False,nan,3,20230904:151210.034035,20230904:151212.698359
5,whites_separate,False,0.51,4,20230904:151212.699652,20230904:151216.944390
6,catch_trial_white_2,False,nan,5,20230904:151216.945591,20230904:151224.010410
7,bullseye_high_freq,False,0.5,3,20230904:151224.011481,20230904:151226.793340
8,catch_trial_black_3,False,nan,3,20230904:151226.794487,20230904:151229.143411
9,checkerboard,False,0.5,3,20230904:151229.181917,20230904:151231.694956
10,catch_trial_black_1,False,nan,2,20230904:151231.696064,20230904:151233.543392
11,sbc_separate,False,0.51,3,20230904:151233.544807,20230904:151235.995310
12,catch_trial_white_5,False,nan,4,20230904:151235.996419,20230904:151238.545497
13,strip,False,0.49,3,20230904:151238.546601,20230904:151242.534020
14,catch_trial_white_3,False,nan,3,20230904:151242.536402,20230904:151244.808545
15,checkerboard,True,0.5,2,20230904:151244.809687,20230904:151256.400113
16,catch_trial_white_4,False,nan,3,20230904:151256.401278,20230904:151300.051602
17,whites_separate,True,0.51,4,20230904:151300.052743,20230904:151324.219644
18,catch_trial_black_5,False,nan,3,20230904:151324.220791,20230904:151325.449421
19,bullseye_low_separate,False,0.49,2,20230904:151325.450521,20230904:151331.804413
20,bullseye_high_freq,True,0.5,4,20230904:151331.805539,20230904:151335.344250
21,bullseye_low_separate,True,0.49,4,20230904:151335.345395,20230904:151339.829975
22,checkerboard_separate,False,0.51,3,20230904:151339.831096,20230904:151346.407887
23,whites,False,0.5,4,20230904:151346.409043,20230904:151350.144003
24,sbc_separate,True,0.51,3,20230904:151350.177234,20230904:151351.967960
25,sbc,False,0.49,3,20230904:151352.019481,20230904:151355.726688
26,strip,True,0.49,2,20230904:151355.727806,20230904:151406.949068
27,checkerboard_separate,True,0.51,2,20230904:151406.950206,20230904:151410.321997
