trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.7288765933223166,20230904:151753.812707,20230904:151806.062236
1,checkerboard,Right,0.5,True,0.44067749283727264,20230904:151806.063566,20230904:151822.667663
2,sbc,Left,0.49,True,0.2949690981744987,20230904:151822.668834,20230904:151831.202290
3,whites,Left,0.5,True,0.43955586695943916,20230904:151831.203404,20230904:151832.778505
4,sbc_separate,Left,0.51,False,0.7075356817930145,20230904:151832.779637,20230904:151839.195233
5,catch_trial_white_3,Right,0.5,False,0.38967638534104165,20230904:151839.196378,20230904:151841.083257
6,whites,Right,0.5,True,0.6094518857067659,20230904:151841.084370,20230904:151842.344134
7,bullseye_high_freq,Left,0.5,True,0.5042265719509943,20230904:151842.345278,20230904:151847.199706
8,checkerboard_separate,Right,0.51,True,0.44218125492773463,20230904:151847.200880,20230904:151852.795089
9,whites_separate,Right,0.51,True,0.49186204776142667,20230904:151852.829593,20230904:151859.169058
10,catch_trial_white_3,Left,0.5,False,0.34557059287125325,20230904:151859.170170,20230904:151903.850280
11,sbc,Right,0.49,False,0.6539054901920978,20230904:151903.851401,20230904:151907.714198
12,strip,Left,0.49,False,0.47586214952101563,20230904:151907.715335,20230904:151911.464638
13,bullseye_low_separate,Left,0.49,True,0.41772569376931923,20230904:151911.465774,20230904:151912.861176
14,whites_separate,Left,0.51,True,0.5968555999569737,20230904:151912.895433,20230904:151916.149896
15,catch_trial_black_3,Right,0.5,False,0.7522970145630836,20230904:151916.151016,20230904:151919.358969
16,sbc_separate,Right,0.51,True,0.48000869546638575,20230904:151919.360024,20230904:151923.545653
17,strip,Right,0.49,True,0.355650318205035,20230904:151923.546787,20230904:151926.668867
18,checkerboard_separate,Left,0.51,False,0.4703281613485922,20230904:151926.669990,20230904:151929.924174
19,bullseye_high_freq,Right,0.5,True,0.4609306256305826,20230904:151929.925442,20230904:151933.829078
20,bullseye_low_separate,Right,0.49,True,0.39956386492740464,20230904:151933.830203,20230904:151939.237102
21,checkerboard,Left,0.5,False,0.4999999999999996,20230904:151939.269305,20230904:151952.103128
