trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_2,False,nan,2,20230810:120041.457364,20230810:120115.031829
1,bullseye_high_freq,True,0.5,3,20230810:120115.033469,20230810:120133.506278
2,catch_trial_black_3,False,nan,3,20230810:120133.507372,20230810:120137.732585
3,bullseye_low_separate,False,0.49,3,20230810:120137.733679,20230810:120142.797386
4,catch_trial_white_5,False,nan,5,20230810:120142.798481,20230810:120146.774898
5,whites_separate,True,0.51,5,20230810:120146.775998,20230810:120156.159879
6,catch_trial_white_4,False,nan,4,20230810:120156.161003,20230810:120203.239678
7,bullseye_high_freq,False,0.5,4,20230810:120203.240784,20230810:120214.716758
8,catch_trial_white_2,False,nan,1,20230810:120214.717875,20230810:120218.359207
9,strip,False,0.49,4,20230810:120218.360317,20230810:120300.202468
10,catch_trial_black_1,False,nan,1,20230810:120300.203595,20230810:120304.745926
11,checkerboard_separate,True,0.51,3,20230810:120304.747034,20230810:120316.107140
12,catch_trial_black_5,False,nan,5,20230810:120316.108271,20230810:120319.144000
13,bullseye_low_separate,True,0.49,3,20230810:120319.145137,20230810:120329.042811
14,catch_trial_black_4,False,nan,5,20230810:120329.043912,20230810:120336.666439
15,sbc_separate,True,0.51,3,20230810:120336.667571,20230810:120340.130243
16,catch_trial_white_3,False,nan,3,20230810:120340.131379,20230810:120342.978954
17,sbc,True,0.49,3,20230810:120342.980367,20230810:120411.725693
18,catch_trial_white_1,False,nan,1,20230810:120411.726784,20230810:120414.034718
19,sbc,False,0.49,3,20230810:120414.035832,20230810:120428.048176
20,strip,True,0.49,1,20230810:120428.049262,20230810:120432.912196
21,sbc_separate,False,0.51,3,20230810:120432.913291,20230810:120436.522555
22,checkerboard,True,0.5,1,20230810:120436.523671,20230810:120445.051725
23,whites,False,0.5,2,20230810:120445.052873,20230810:120503.193739
24,whites_separate,False,0.51,2,20230810:120503.194844,20230810:120512.091388
25,checkerboard_separate,False,0.51,4,20230810:120512.092509,20230810:120535.389464
26,checkerboard,False,0.5,5,20230810:120535.390307,20230810:120542.432786
27,whites,True,0.5,4,20230810:120542.434475,20230810:120556.289468
