trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Right,0.5,False,0.4644501080338937,20230810:115618.091637,20230810:115635.334739
1,whites_separate,Right,0.5,True,0.44102471527409026,20230810:115635.336123,20230810:115645.427690
2,bullseye_high_freq,Left,0.49,False,0.48755910325296725,20230810:115645.428856,20230810:115652.641452
3,bullseye_low_separate,Left,0.51,False,0.5299999999999996,20230810:115652.642609,20230810:115708.441514
4,strip,Right,0.51,False,0.5169391684437684,20230810:115708.442629,20230810:115720.197192
5,catch_trial_black_3,Right,0.5,False,0.5541794648557363,20230810:115720.198300,20230810:115736.069996
6,checkerboard,Left,0.49,False,0.4569579545144401,20230810:115736.071126,20230810:115749.993697
7,bullseye_high_freq,Right,0.49,False,0.48476540444961647,20230810:115749.994838,20230810:115807.365030
8,whites_separate,Left,0.5,True,0.48199246978454857,20230810:115807.366168,20230810:115820.110051
9,whites,Left,0.49,False,0.5004338963263438,20230810:115820.111206,20230810:115832.272994
10,catch_trial_white_3,Left,0.5,False,0.4303058145052403,20230810:115832.274123,20230810:115842.020606
11,bullseye_low_separate,Right,0.51,True,0.4607885845172682,20230810:115842.021884,20230810:115853.795049
12,checkerboard,Right,0.49,True,0.517463199590898,20230810:115853.796195,20230810:115905.611659
13,whites,Right,0.49,False,0.43853369825879424,20230810:115905.612795,20230810:115918.639125
14,sbc_separate,Right,0.5,True,0.452932373633667,20230810:115918.640561,20230810:115930.827106
15,catch_trial_black_3,Left,0.5,False,0.5490994083544123,20230810:115930.828311,20230810:115944.099744
16,strip,Left,0.51,True,0.492045904626109,20230810:115944.100883,20230810:115953.201508
17,sbc,Right,0.51,False,0.5667434482021778,20230810:115953.202637,20230810:120004.810785
18,sbc_separate,Left,0.5,False,0.5195946988738737,20230810:120004.811930,20230810:120012.487202
19,checkerboard_separate,Right,0.5,False,0.46127162951619477,20230810:120012.488385,20230810:120020.198176
20,sbc,Left,0.51,False,0.4970163228412548,20230810:120020.199296,20230810:120026.398573
21,checkerboard_separate,Left,0.5,True,0.47632045614957774,20230810:120026.399719,20230810:120038.956702
