trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_2,False,nan,1,20230904:191223.222250,20230904:191226.362240
1,bullseye_high_freq,False,0.51,2,20230904:191226.363575,20230904:191228.320365
2,catch_trial_white_4,False,nan,4,20230904:191228.321485,20230904:191229.461136
3,whites_separate,False,0.49,2,20230904:191229.462235,20230904:191231.053088
4,catch_trial_black_3,False,nan,5,20230904:191231.054392,20230904:191233.569948
5,checkerboard_separate,False,0.49,4,20230904:191233.571114,20230904:191235.144245
6,catch_trial_white_1,False,nan,1,20230904:191235.145707,20230904:191236.674822
7,bullseye_high_freq,True,0.51,2,20230904:191236.676227,20230904:191237.975240
8,catch_trial_black_1,False,nan,1,20230904:191237.976363,20230904:191240.100226
9,whites,False,0.51,2,20230904:191240.101352,20230904:191241.626672
10,catch_trial_white_5,False,nan,5,20230904:191241.627785,20230904:191243.206990
11,strip,True,0.5,2,20230904:191243.208097,20230904:191245.966043
12,catch_trial_black_4,False,nan,5,20230904:191246.027260,20230904:191247.600182
13,whites,True,0.51,4,20230904:191247.601317,20230904:191253.336729
14,catch_trial_black_2,False,nan,1,20230904:191253.337887,20230904:191255.880033
15,checkerboard_separate,True,0.49,2,20230904:191255.881183,20230904:191258.504544
16,catch_trial_black_5,False,nan,4,20230904:191258.543374,20230904:191301.720711
17,sbc_separate,True,0.49,4,20230904:191301.721834,20230904:191304.624507
18,catch_trial_white_3,False,nan,2,20230904:191304.625640,20230904:191310.268885
19,sbc,True,0.5,2,20230904:191310.269925,20230904:191312.189741
20,bullseye_low_separate,True,0.5,2,20230904:191312.190873,20230904:191313.669157
21,checkerboard,True,0.51,1,20230904:191313.670281,20230904:191315.857035
22,sbc_separate,False,0.49,2,20230904:191315.892508,20230904:191317.883448
23,strip,False,0.5,2,20230904:191317.884561,20230904:191319.782465
24,bullseye_low_separate,False,0.5,2,20230904:191319.783585,20230904:191321.942013
25,whites_separate,True,0.49,5,20230904:191321.943148,20230904:191323.939814
26,checkerboard,False,0.51,4,20230904:191323.940994,20230904:191325.450739
27,sbc,False,0.5,4,20230904:191325.452035,20230904:191327.613052
