trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_1,False,nan,1,20230904:190403.415938,20230904:190417.654816
1,checkerboard,False,0.5,3,20230904:190417.656116,20230904:190430.964123
2,catch_trial_white_5,False,nan,5,20230904:190430.965244,20230904:190441.492345
3,strip,True,0.49,2,20230904:190441.493469,20230904:190448.362778
4,catch_trial_white_3,False,nan,3,20230904:190448.363883,20230904:190454.173294
5,checkerboard,True,0.5,2,20230904:190454.208738,20230904:190458.870669
6,catch_trial_white_4,False,nan,5,20230904:190458.871766,20230904:190501.601791
7,checkerboard_separate,True,0.51,2,20230904:190501.603194,20230904:190507.558786
8,catch_trial_black_2,False,nan,3,20230904:190507.559892,20230904:190517.151557
9,bullseye_low_separate,False,0.49,4,20230904:190517.152648,20230904:190520.294474
10,catch_trial_black_5,False,nan,5,20230904:190520.295569,20230904:190523.142675
11,checkerboard_separate,False,0.51,4,20230904:190523.182655,20230904:190526.310792
12,catch_trial_black_3,False,nan,4,20230904:190526.311908,20230904:190534.687794
13,sbc,True,0.49,2,20230904:190534.689084,20230904:190539.689660
14,catch_trial_white_2,False,nan,1,20230904:190539.739821,20230904:190542.854529
15,bullseye_high_freq,False,0.5,2,20230904:190542.855621,20230904:190550.708731
16,catch_trial_black_1,False,nan,1,20230904:190550.709848,20230904:190556.654928
17,sbc_separate,False,0.51,2,20230904:190556.656026,20230904:190600.732002
18,catch_trial_black_4,False,nan,4,20230904:190600.733135,20230904:190603.072538
19,whites_separate,False,0.51,2,20230904:190603.073657,20230904:190630.867437
20,whites_separate,True,0.51,4,20230904:190658.237512,20230904:190715.014325
21,strip,False,0.49,5,20230904:190715.015511,20230904:190718.991946
22,bullseye_high_freq,True,0.5,2,20230904:190718.992380,20230904:190720.761847
23,sbc,False,0.49,4,20230904:190720.762329,20230904:190723.984928
24,whites,True,0.5,4,20230904:190723.986109,20230904:190725.900326
25,sbc_separate,True,0.51,4,20230904:190725.934622,20230904:190729.538731
26,whites,False,0.5,2,20230904:190729.539923,20230904:190732.783361
27,bullseye_low_separate,True,0.49,2,20230904:190732.784561,20230904:190734.737644
