trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_1,False,nan,1,20230904:191055.629428,20230904:191103.710420
1,checkerboard,False,0.5,4,20230904:191103.711832,20230904:191106.115817
2,catch_trial_black_4,False,nan,5,20230904:191106.116676,20230904:191108.796217
3,sbc,True,0.49,2,20230904:191108.832031,20230904:191110.398797
4,catch_trial_black_5,False,nan,5,20230904:191110.399950,20230904:191111.863600
5,bullseye_low_separate,False,0.49,4,20230904:191111.864806,20230904:191113.688937
6,catch_trial_black_2,False,nan,2,20230904:191113.690066,20230904:191115.065692
7,sbc_separate,True,0.51,4,20230904:191115.066865,20230904:191118.956398
8,catch_trial_white_5,False,nan,5,20230904:191118.957553,20230904:191120.881980
9,whites,False,0.5,2,20230904:191120.931006,20230904:191127.085547
10,catch_trial_white_3,False,nan,1,20230904:191127.086659,20230904:191130.356385
11,whites_separate,False,0.51,2,20230904:191130.357531,20230904:191132.886549
12,catch_trial_black_3,False,nan,5,20230904:191132.887719,20230904:191138.803725
13,checkerboard,True,0.5,2,20230904:191138.805115,20230904:191140.213222
14,catch_trial_white_1,False,nan,1,20230904:191140.214334,20230904:191141.992860
15,whites,True,0.5,2,20230904:191141.993954,20230904:191144.194616
16,catch_trial_white_4,False,nan,5,20230904:191144.195769,20230904:191146.294657
17,bullseye_high_freq,True,0.5,4,20230904:191146.295771,20230904:191148.588048
18,catch_trial_white_2,False,nan,1,20230904:191148.589204,20230904:191151.835028
19,sbc,False,0.49,4,20230904:191151.836331,20230904:191154.259512
20,whites_separate,True,0.51,4,20230904:191154.260616,20230904:191158.671696
21,checkerboard_separate,False,0.51,4,20230904:191158.672863,20230904:191201.234415
22,bullseye_high_freq,False,0.5,2,20230904:191201.235715,20230904:191204.880101
23,bullseye_low_separate,True,0.49,2,20230904:191204.881261,20230904:191207.073892
24,strip,False,0.49,4,20230904:191207.074922,20230904:191212.044403
25,sbc_separate,False,0.51,2,20230904:191212.045544,20230904:191216.683447
26,strip,True,0.49,1,20230904:191216.684588,20230904:191219.125654
27,checkerboard_separate,True,0.51,2,20230904:191219.126787,20230904:191221.477990
