trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_4,False,nan,5,20230904:190935.133619,20230904:190937.786203
1,bullseye_low_separate,True,0.51,1,20230904:190937.787589,20230904:190939.784244
2,catch_trial_black_3,False,nan,4,20230904:190939.785445,20230904:190941.135564
3,strip,False,0.51,5,20230904:190941.136734,20230904:190943.094451
4,catch_trial_white_3,False,nan,2,20230904:190943.095153,20230904:190945.021099
5,checkerboard,True,0.49,2,20230904:190945.052802,20230904:190948.225630
6,catch_trial_black_1,False,nan,1,20230904:190948.226754,20230904:190950.639255
7,checkerboard_separate,False,0.5,4,20230904:190950.640348,20230904:190954.688332
8,catch_trial_black_2,False,nan,2,20230904:190954.689462,20230904:190958.050127
9,bullseye_low_separate,False,0.51,4,20230904:190958.051249,20230904:191000.450729
10,catch_trial_white_5,False,nan,5,20230904:191000.451836,20230904:191003.354288
11,strip,True,0.51,2,20230904:191003.385252,20230904:191005.028482
12,catch_trial_black_5,False,nan,5,20230904:191005.029610,20230904:191006.503218
13,whites_separate,True,0.5,4,20230904:191006.504322,20230904:191008.287232
14,catch_trial_white_1,False,nan,1,20230904:191008.288363,20230904:191010.488934
15,sbc_separate,True,0.5,2,20230904:191010.490045,20230904:191012.465654
16,catch_trial_white_4,False,nan,4,20230904:191012.466819,20230904:191013.768840
17,bullseye_high_freq,False,0.49,2,20230904:191013.769938,20230904:191019.523181
18,catch_trial_white_2,False,nan,1,20230904:191019.524300,20230904:191021.181173
19,sbc,True,0.51,2,20230904:191021.182297,20230904:191023.208720
20,sbc_separate,False,0.5,2,20230904:191023.209861,20230904:191028.173785
21,whites,False,0.49,2,20230904:191028.174894,20230904:191030.214536
22,whites,True,0.49,2,20230904:191030.215651,20230904:191032.100458
23,checkerboard_separate,True,0.5,2,20230904:191032.101586,20230904:191033.731176
24,sbc,False,0.51,4,20230904:191033.775370,20230904:191036.455266
25,bullseye_high_freq,True,0.49,2,20230904:191036.456533,20230904:191038.484495
26,checkerboard,False,0.49,4,20230904:191038.485109,20230904:191039.968729
27,whites_separate,False,0.5,2,20230904:191039.969869,20230904:191041.753183
