trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Left,0.5,False,0.44551807491769324,20230904:185926.600160,20230904:185934.007411
1,whites_separate,Right,0.5,True,0.47080097963659634,20230904:185934.008827,20230904:185938.926730
2,checkerboard_separate,Left,0.5,False,0.49492791229410343,20230904:185938.927785,20230904:185947.720778
3,whites,Right,0.49,True,0.4937997930856363,20230904:185947.721941,20230904:185955.284643
4,sbc,Right,0.51,True,0.5541200297045259,20230904:185955.285777,20230904:190003.076533
5,catch_trial_white_3,Right,0.5,False,0.40874114095807607,20230904:190003.077651,20230904:190008.551450
6,bullseye_low_separate,Right,0.51,False,0.4965264428192459,20230904:190008.589344,20230904:190020.838002
7,strip,Left,0.51,True,0.45831865999111293,20230904:190020.839161,20230904:190028.879603
8,bullseye_high_freq,Left,0.49,False,0.5003455817669586,20230904:190028.880731,20230904:190034.699833
9,checkerboard,Left,0.49,False,0.4154270573635135,20230904:190034.701278,20230904:190048.426944
10,catch_trial_black_3,Right,0.5,False,0.5717153161601971,20230904:190048.428060,20230904:190054.657339
11,sbc_separate,Right,0.5,False,0.4036976948641667,20230904:190054.658617,20230904:190100.312425
12,strip,Right,0.51,False,0.5526699357000309,20230904:190100.313872,20230904:190112.273523
13,bullseye_high_freq,Right,0.49,True,0.39812835852576917,20230904:190112.274792,20230904:190135.340648
14,whites_separate,Left,0.5,False,0.44999999999999996,20230904:190135.341800,20230904:190153.613927
15,catch_trial_black_3,Left,0.5,False,0.5528251976406111,20230904:190153.615086,20230904:190215.271593
16,sbc_separate,Left,0.5,True,0.533968746812384,20230904:190215.272751,20230904:190221.351281
17,bullseye_low_separate,Left,0.51,False,0.5262066577555524,20230904:190221.352401,20230904:190247.172072
18,checkerboard_separate,Right,0.5,True,0.5190089679427667,20230904:190247.173214,20230904:190253.625422
19,checkerboard,Right,0.49,False,0.5813908842162773,20230904:190253.626571,20230904:190258.291150
20,whites,Left,0.49,False,0.46473980234930995,20230904:190258.292270,20230904:190304.303591
21,sbc,Left,0.51,True,0.42173970286679263,20230904:190304.304733,20230904:190311.991661
