trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Left,0.5,False,0.39925927500768116,20230904:184404.819775,20230904:184427.175719
1,checkerboard_separate,Right,0.51,True,0.4207294617806094,20230904:184427.177164,20230904:184450.095301
2,strip,Left,0.49,True,0.5553499910058228,20230904:184450.095891,20230904:184503.187965
3,sbc,Right,0.49,False,0.5930509745338274,20230904:184503.189175,20230904:184513.455626
4,sbc_separate,Right,0.51,False,0.4233896933601605,20230904:184513.456963,20230904:184537.111272
5,catch_trial_black_3,Left,0.5,False,0.690162199716615,20230904:184537.112456,20230904:184549.466697
6,whites_separate,Right,0.51,True,0.5529682856696909,20230904:184549.467501,20230904:184559.437547
7,sbc_separate,Left,0.51,False,0.46986213490165946,20230904:184559.438778,20230904:184602.723465
8,bullseye_high_freq,Right,0.5,False,0.4716376733910181,20230904:184602.724646,20230904:184611.290616
9,checkerboard,Left,0.5,True,0.4859163581375355,20230904:184611.291766,20230904:184625.156396
10,catch_trial_white_3,Right,0.5,False,0.4702278332686772,20230904:184625.159510,20230904:184635.305875
11,whites_separate,Left,0.51,True,0.5282443166435254,20230904:184635.307049,20230904:184642.571267
12,whites,Left,0.5,False,0.47348466663006156,20230904:184642.572422,20230904:184705.680508
13,checkerboard_separate,Left,0.51,True,0.5101662532126455,20230904:184705.681979,20230904:184715.519481
14,checkerboard,Right,0.5,True,0.521571405348734,20230904:184715.520637,20230904:184724.621070
15,catch_trial_black_3,Right,0.5,False,0.6206826241847817,20230904:184724.622208,20230904:184733.551432
16,sbc,Left,0.49,True,0.3859187633477053,20230904:184733.552583,20230904:184742.617810
17,bullseye_low_separate,Left,0.49,True,0.37,20230904:184742.618946,20230904:184820.137283
18,whites,Right,0.5,True,0.4439902545044313,20230904:184820.138452,20230904:184847.683564
19,strip,Right,0.49,True,0.40688928479842257,20230904:184847.684739,20230904:184851.677406
20,bullseye_low_separate,Right,0.49,True,0.43746499008127193,20230904:184851.678553,20230904:184856.218177
21,bullseye_high_freq,Left,0.5,False,0.4927754559992474,20230904:184856.219576,20230904:184905.416960
