trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Right,0.5,False,0.5168183194579731,20230810:113558.386306,20230810:113607.737368
1,sbc,Left,0.51,False,0.43929372231443486,20230810:113607.738720,20230810:113615.516265
2,checkerboard,Right,0.49,False,0.5004769950803613,20230810:113615.517418,20230810:113617.954129
3,strip,Left,0.51,False,0.5817030075164299,20230810:113617.955270,20230810:113624.782279
4,bullseye_low_separate,Left,0.51,False,0.5903011497953424,20230810:113624.783787,20230810:113629.457921
5,catch_trial_black_3,Right,0.5,False,0.5428658758657178,20230810:113629.458753,20230810:113634.967110
6,bullseye_high_freq,Left,0.49,False,0.5687200256324008,20230810:113634.968250,20230810:113642.524143
7,whites,Right,0.49,False,0.6077305263761895,20230810:113642.525561,20230810:113703.797976
8,checkerboard,Left,0.49,False,0.5069346483506739,20230810:113703.799095,20230810:113724.436774
9,whites_separate,Left,0.5,True,0.539768142394489,20230810:113724.437906,20230810:113728.038028
10,catch_trial_white_3,Left,0.5,False,0.6094375371000313,20230810:113728.039141,20230810:113733.115422
11,bullseye_low_separate,Right,0.51,False,0.5457795012330073,20230810:113733.116580,20230810:113739.928201
12,bullseye_high_freq,Right,0.49,False,0.6136423945712387,20230810:113739.929317,20230810:113749.369291
13,whites,Left,0.49,False,0.5489207572255181,20230810:113749.370402,20230810:113801.291857
14,sbc_separate,Left,0.5,True,0.592053385245174,20230810:113801.293007,20230810:113807.921425
15,catch_trial_black_3,Left,0.5,False,0.5708379789010256,20230810:113807.922831,20230810:113809.629567
16,checkerboard_separate,Left,0.5,True,0.563570786451054,20230810:113809.630677,20230810:113814.967949
17,sbc_separate,Right,0.5,False,0.6502519263907964,20230810:113814.969117,20230810:113822.233948
18,whites_separate,Right,0.5,False,0.5732811302869887,20230810:113822.235098,20230810:113836.062711
19,strip,Right,0.51,True,0.5557265245947418,20230810:113836.063844,20230810:113848.448196
20,checkerboard_separate,Right,0.5,True,0.46737110410855287,20230810:113848.449612,20230810:113857.575563
21,sbc,Right,0.51,False,0.6144337244482674,20230810:113857.576733,20230810:113908.026681
