trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,5,20230810:112159.955983,20230810:112201.560216
1,checkerboard_separate,True,0.5,1,20230810:112201.561538,20230810:112204.141798
2,catch_trial_black_2,False,nan,1,20230810:112204.142891,20230810:112206.722516
3,bullseye_low_separate,False,0.51,4,20230810:112206.758086,20230810:112211.316278
4,catch_trial_white_3,False,nan,1,20230810:112211.317377,20230810:112214.273654
5,checkerboard,True,0.49,2,20230810:112214.274777,20230810:112219.678975
6,catch_trial_black_1,False,nan,1,20230810:112219.740804,20230810:112225.196417
7,strip,True,0.51,3,20230810:112225.197265,20230810:112232.002177
8,catch_trial_black_4,False,nan,5,20230810:112232.003445,20230810:112234.129939
9,bullseye_low_separate,True,0.51,3,20230810:112234.131074,20230810:112237.790692
10,catch_trial_white_1,False,nan,1,20230810:112237.839827,20230810:112239.515258
11,sbc,True,0.51,3,20230810:112239.516375,20230810:112241.867769
12,catch_trial_white_4,False,nan,5,20230810:112241.868906,20230810:112243.917621
13,whites_separate,True,0.5,3,20230810:112243.918748,20230810:112258.217714
14,catch_trial_white_2,False,nan,2,20230810:112258.218855,20230810:112303.815338
15,checkerboard_separate,False,0.5,4,20230810:112303.871820,20230810:112311.326868
16,catch_trial_black_5,False,nan,5,20230810:112311.327997,20230810:112313.640249
17,checkerboard,False,0.49,5,20230810:112313.641358,20230810:112323.135363
18,catch_trial_black_3,False,nan,1,20230810:112323.136524,20230810:112325.698615
19,sbc_separate,True,0.5,3,20230810:112325.699759,20230810:112330.415205
20,whites_separate,False,0.5,3,20230810:112330.416361,20230810:112332.275465
21,bullseye_high_freq,True,0.49,2,20230810:112332.276584,20230810:112334.644558
22,sbc,False,0.51,4,20230810:112334.645687,20230810:112344.281694
23,whites,False,0.49,3,20230810:112344.282808,20230810:112351.554947
24,bullseye_high_freq,False,0.49,5,20230810:112351.556130,20230810:112357.190092
25,strip,False,0.51,4,20230810:112357.191218,20230810:112402.671908
26,whites,True,0.49,3,20230810:112402.702338,20230810:112405.346028
27,sbc_separate,False,0.5,2,20230810:112405.347156,20230810:112415.857691
