trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,5,20230810:111614.064521,20230810:111741.674505
1,sbc,True,0.49,3,20230810:111741.675873,20230810:111747.419474
2,catch_trial_white_4,False,nan,5,20230810:111747.420653,20230810:111751.839417
3,whites,False,0.5,3,20230810:111751.840593,20230810:111755.722163
4,catch_trial_black_5,False,nan,5,20230810:111755.723291,20230810:111759.221562
5,checkerboard_separate,False,0.51,3,20230810:111759.222681,20230810:111805.376936
6,catch_trial_black_2,False,nan,1,20230810:111805.378097,20230810:111809.352960
7,sbc,False,0.49,5,20230810:111809.354137,20230810:111814.893123
8,catch_trial_white_3,False,nan,4,20230810:111814.894275,20230810:111818.853515
9,bullseye_high_freq,False,0.5,3,20230810:111818.854628,20230810:111822.117445
10,catch_trial_black_3,False,nan,4,20230810:111822.118562,20230810:111824.871028
11,sbc_separate,True,0.51,3,20230810:111824.902292,20230810:111830.843755
12,catch_trial_black_4,False,nan,5,20230810:111830.844868,20230810:111833.198006
13,checkerboard,True,0.5,2,20230810:111833.199106,20230810:111841.565149
14,catch_trial_white_2,False,nan,1,20230810:111841.566253,20230810:111845.077818
15,strip,False,0.49,3,20230810:111845.078926,20230810:111850.058587
16,catch_trial_white_1,False,nan,1,20230810:111850.059697,20230810:111852.674188
17,checkerboard,False,0.5,4,20230810:111852.675288,20230810:111858.277492
18,catch_trial_black_1,False,nan,1,20230810:111858.278621,20230810:111900.214756
19,whites_separate,False,0.51,3,20230810:111900.216006,20230810:111912.617016
20,bullseye_high_freq,True,0.5,3,20230810:111912.618124,20230810:111922.808698
21,whites,True,0.5,3,20230810:111922.810038,20230810:111927.696571
22,bullseye_low_separate,False,0.49,4,20230810:111927.697715,20230810:111936.227103
23,whites_separate,True,0.51,2,20230810:111936.228245,20230810:111942.350763
24,strip,True,0.49,2,20230810:111942.351902,20230810:111950.922860
25,sbc_separate,False,0.51,3,20230810:111950.923993,20230810:111954.071612
26,checkerboard_separate,True,0.51,3,20230810:111954.072903,20230810:111958.588198
27,bullseye_low_separate,True,0.49,3,20230810:111958.589340,20230810:112001.098994
