trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Left,0.5,False,0.465102423349414,20230810:112417.686265,20230810:112502.075176
1,checkerboard_separate,Right,0.51,True,0.4679696139094168,20230810:112502.076548,20230810:112550.204150
2,strip,Right,0.49,True,0.4826882110905361,20230810:112550.204751,20230810:112608.022655
3,checkerboard,Left,0.5,True,0.5029324853326101,20230810:112608.023788,20230810:112615.671351
4,sbc_separate,Left,0.51,True,0.5685309547986674,20230810:112615.672497,20230810:112630.196373
5,catch_trial_white_3,Right,0.5,False,0.49925001982243644,20230810:112630.197536,20230810:112646.405816
6,bullseye_high_freq,Right,0.5,True,0.5120708631998754,20230810:112646.406964,20230810:112702.175441
7,bullseye_low_separate,Left,0.49,False,0.5429549492113898,20230810:112702.176548,20230810:112724.533428
8,checkerboard_separate,Left,0.51,True,0.5280527442768818,20230810:112724.534584,20230810:112739.359099
9,whites_separate,Left,0.51,True,0.5984875474412368,20230810:112739.360262,20230810:112746.513339
10,catch_trial_black_3,Left,0.5,False,0.5441790416795801,20230810:112746.514491,20230810:112807.162168
11,whites_separate,Right,0.51,True,0.5540681771688909,20230810:112807.163312,20230810:112819.608838
12,whites,Right,0.5,False,0.6871217234662297,20230810:112819.609970,20230810:112822.015592
13,strip,Left,0.49,False,0.4324172940915858,20230810:112822.016746,20230810:112845.730600
14,whites,Left,0.5,False,0.49999999999999956,20230810:112845.731756,20230810:112913.811931
15,catch_trial_black_3,Right,0.5,False,0.5059948673897654,20230810:112913.813099,20230810:112918.616962
16,sbc,Left,0.49,False,0.37644572890941896,20230810:112918.618102,20230810:112930.534634
17,bullseye_low_separate,Right,0.49,False,0.5525246922840652,20230810:112930.535776,20230810:112940.756884
18,checkerboard,Right,0.5,True,0.5485430722223091,20230810:112940.758038,20230810:112958.806939
19,bullseye_high_freq,Left,0.5,False,0.4598705913598288,20230810:112958.808111,20230810:113008.232476
20,sbc,Right,0.49,False,0.5023511766132502,20230810:113008.233641,20230810:113023.016287
21,sbc_separate,Right,0.51,False,0.4980409457318725,20230810:113023.017451,20230810:113031.481102
