trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_1,False,nan,1,20230904:193917.360780,20230904:193922.201767
1,whites,True,0.51,1,20230904:193922.241255,20230904:193924.799610
2,catch_trial_black_1,False,nan,3,20230904:193924.800847,20230904:193928.283445
3,checkerboard_separate,False,0.49,3,20230904:193928.284569,20230904:193929.707694
4,catch_trial_black_5,False,nan,3,20230904:193929.708868,20230904:193932.968018
5,bullseye_low_separate,True,0.5,2,20230904:193932.969133,20230904:193938.775076
6,catch_trial_white_5,False,nan,5,20230904:193938.776180,20230904:193942.013397
7,strip,True,0.5,1,20230904:193942.014523,20230904:193945.831447
8,catch_trial_black_3,False,nan,5,20230904:193945.832549,20230904:193951.045042
9,bullseye_high_freq,True,0.51,1,20230904:193951.131753,20230904:193959.825322
10,catch_trial_white_4,False,nan,5,20230904:193959.826448,20230904:194003.387060
11,checkerboard,True,0.51,1,20230904:194003.388407,20230904:194005.437708
12,catch_trial_black_2,False,nan,3,20230904:194005.438809,20230904:194008.147887
13,sbc,True,0.5,3,20230904:194008.149023,20230904:194018.540351
14,catch_trial_white_3,False,nan,2,20230904:194018.541471,20230904:194026.487599
15,checkerboard,False,0.51,5,20230904:194026.488718,20230904:194030.104089
16,catch_trial_black_4,False,nan,3,20230904:194030.105220,20230904:194031.416057
17,strip,False,0.5,4,20230904:194031.417190,20230904:194034.490770
18,catch_trial_white_2,False,nan,3,20230904:194034.491871,20230904:194040.448396
19,whites,False,0.51,3,20230904:194040.449521,20230904:194041.799259
20,sbc,False,0.5,3,20230904:194041.800369,20230904:194043.896047
21,sbc_separate,True,0.49,3,20230904:194043.897455,20230904:194044.943366
22,bullseye_high_freq,False,0.51,4,20230904:194044.944475,20230904:194053.911332
23,bullseye_low_separate,False,0.5,4,20230904:194053.912436,20230904:194055.994999
24,sbc_separate,False,0.49,4,20230904:194055.996115,20230904:194100.197710
25,whites_separate,False,0.49,2,20230904:194100.198750,20230904:194106.234662
26,checkerboard_separate,True,0.49,3,20230904:194106.236062,20230904:194109.431337
27,whites_separate,True,0.49,3,20230904:194109.432758,20230904:194115.907133
