trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.5672755672957152,20230904:194408.015071,20230904:194427.078821
1,bullseye_high_freq,Right,0.5,True,0.5099999999999996,20230904:194427.080142,20230904:194443.986437
2,strip,Left,0.49,False,0.2171729572504693,20230904:194443.987557,20230904:194450.824258
3,bullseye_high_freq,Left,0.5,True,0.46318358406449134,20230904:194450.825429,20230904:194503.838123
4,sbc_separate,Left,0.51,True,0.602162570836091,20230904:194503.839246,20230904:194510.347684
5,catch_trial_black_3,Right,0.5,False,0.48499566065789174,20230904:194510.348833,20230904:194516.301876
6,whites_separate,Left,0.51,False,0.5807406662450132,20230904:194516.332761,20230904:194527.090083
7,sbc,Left,0.49,True,0.44598979530430066,20230904:194527.091197,20230904:194535.494435
8,whites_separate,Right,0.51,True,0.4336462303198289,20230904:194535.495743,20230904:194540.295872
9,checkerboard_separate,Right,0.51,False,0.46643373613916234,20230904:194540.297009,20230904:194546.168676
10,catch_trial_white_3,Right,0.5,False,0.4327675073409326,20230904:194546.169849,20230904:194555.115778
11,checkerboard_separate,Left,0.51,False,0.4242195233805981,20230904:194555.116943,20230904:194557.298663
12,bullseye_low_separate,Right,0.49,False,0.35,20230904:194557.299770,20230904:194605.327187
13,checkerboard,Right,0.5,False,0.5171600393137793,20230904:194605.328312,20230904:194611.635471
14,sbc,Right,0.49,False,0.5513306256367303,20230904:194611.636785,20230904:194615.840441
15,catch_trial_white_3,Left,0.5,False,0.3739138710669409,20230904:194615.841565,20230904:194625.526480
16,bullseye_low_separate,Left,0.49,False,0.4564801224219368,20230904:194625.527522,20230904:194633.763397
17,whites,Right,0.5,True,0.4499999999999996,20230904:194633.764520,20230904:194643.570351
18,sbc_separate,Right,0.51,True,0.42921203200178204,20230904:194643.571492,20230904:194647.793111
19,whites,Left,0.5,False,0.5077746387798703,20230904:194647.794417,20230904:194654.660990
20,checkerboard,Left,0.5,False,0.44999999999999996,20230904:194654.662115,20230904:194705.320241
21,strip,Right,0.49,False,0.46198176251938844,20230904:194705.321415,20230904:194709.298757
