trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Right,0.5,False,0.34700577527325405,20230904:195024.518971,20230904:195032.738863
1,sbc,Left,0.51,True,0.4115997656947974,20230904:195032.740201,20230904:195041.338249
2,checkerboard_separate,Left,0.5,True,0.48783260800668604,20230904:195041.339377,20230904:195044.912087
3,whites,Right,0.49,False,0.503584869971912,20230904:195044.913233,20230904:195047.568792
4,bullseye_high_freq,Left,0.49,False,0.44482170903621576,20230904:195047.569908,20230904:195058.951227
5,catch_trial_black_3,Right,0.5,False,0.5216973543350288,20230904:195058.952349,20230904:195103.894567
6,sbc_separate,Right,0.5,False,0.6133288388472924,20230904:195103.895681,20230904:195111.238918
7,whites_separate,Right,0.5,True,0.5464373244993069,20230904:195111.240034,20230904:195118.574038
8,strip,Left,0.51,False,0.5154873780054865,20230904:195118.575177,20230904:195125.566710
9,checkerboard_separate,Right,0.5,True,0.3809847213118034,20230904:195125.567849,20230904:195130.439633
10,catch_trial_white_3,Left,0.5,False,0.4691275336915754,20230904:195130.440761,20230904:195136.734915
11,bullseye_low_separate,Left,0.51,True,0.4438685372439076,20230904:195136.736022,20230904:195144.489042
12,bullseye_low_separate,Right,0.51,False,0.46727939722156414,20230904:195144.490165,20230904:195149.741861
13,sbc_separate,Left,0.5,True,0.36356688541060406,20230904:195149.779954,20230904:195155.000275
14,checkerboard,Left,0.49,True,0.4021567510848852,20230904:195155.071418,20230904:195158.393843
15,catch_trial_black_3,Left,0.5,False,0.5499999999999999,20230904:195158.394945,20230904:195209.715328
16,whites_separate,Left,0.5,True,0.44090924056855557,20230904:195209.716633,20230904:195213.850811
17,bullseye_high_freq,Right,0.49,True,0.5052491311926134,20230904:195213.851831,20230904:195220.083754
18,strip,Right,0.51,True,0.5799415624324018,20230904:195220.085267,20230904:195225.497089
19,checkerboard,Right,0.49,False,0.5542987790392726,20230904:195225.544982,20230904:195228.726694
20,sbc,Right,0.51,False,0.5499999999999999,20230904:195228.727800,20230904:195239.500433
21,whites,Left,0.49,True,0.5232763384633581,20230904:195239.501592,20230904:195246.356831
