trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0.6137466870752254,20230817:194829.400369,20230817:194852.781203
1,sbc_separate,Left,0.5,True,0.39999999999999963,20230817:194852.782559,20230817:194939.549516
2,bullseye_high_freq,Left,0.49,True,0.4015044091044916,20230817:194939.550679,20230817:194959.444148
3,bullseye_low_separate,Left,0.51,False,0.4999999999999996,20230817:194959.445283,20230817:195020.813460
4,whites,Left,0.49,True,0.48529574339347287,20230817:195020.814602,20230817:195037.215386
5,catch_trial_white_3,Right,0.5,False,0.4150125360336258,20230817:195037.216527,20230817:195051.239202
6,sbc,Left,0.51,True,0.4095946958500634,20230817:195051.240372,20230817:195103.916984
7,strip,Right,0.51,True,0.49095245938462534,20230817:195103.918144,20230817:195116.068118
8,whites,Right,0.49,True,0.5499999999999999,20230817:195116.069399,20230817:195135.538027
9,checkerboard,Left,0.49,True,0.4126969587154622,20230817:195135.539167,20230817:195147.365209
10,catch_trial_white_3,Left,0.5,False,0.40277014956520807,20230817:195147.366389,20230817:195151.621507
11,sbc,Right,0.51,True,0.46805606557773655,20230817:195151.622664,20230817:195201.317701
12,checkerboard_separate,Left,0.5,True,0.3951280308431685,20230817:195201.319123,20230817:195236.186915
13,whites_separate,Left,0.5,True,0.4905023825042611,20230817:195236.187794,20230817:195303.977184
14,checkerboard,Right,0.49,False,0.4640061114936597,20230817:195303.978348,20230817:195351.968758
15,catch_trial_black_3,Left,0.5,False,0.5033272749292101,20230817:195351.969929,20230817:195401.210126
16,checkerboard_separate,Right,0.5,False,0.4542332577621449,20230817:195401.211280,20230817:195415.158339
17,sbc_separate,Right,0.5,True,0.45793887616863455,20230817:195415.159514,20230817:195426.004395
18,bullseye_low_separate,Right,0.51,True,0.438143892676508,20230817:195426.005545,20230817:195442.682409
19,whites_separate,Right,0.5,True,0.5101446699833443,20230817:195442.683614,20230817:195447.121122
20,strip,Left,0.51,False,0.49891954100904495,20230817:195447.122254,20230817:195453.567781
21,bullseye_high_freq,Right,0.49,True,0.46690488119148316,20230817:195453.568931,20230817:195511.522829
