trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_3,False,nan,1,20230817:195537.594421,20230817:195559.719871
1,whites_separate,False,0.51,1,20230817:195559.721200,20230817:195612.269286
2,catch_trial_white_2,False,nan,1,20230817:195612.270443,20230817:195616.736890
3,sbc_separate,True,0.51,5,20230817:195616.738024,20230817:195624.959434
4,catch_trial_white_5,False,nan,5,20230817:195624.960550,20230817:195627.605421
5,whites_separate,True,0.51,5,20230817:195627.606521,20230817:195656.366215
6,catch_trial_black_2,False,nan,1,20230817:195656.367352,20230817:195701.203056
7,checkerboard_separate,True,0.51,1,20230817:195701.204452,20230817:195705.530859
8,catch_trial_white_1,False,nan,1,20230817:195705.532024,20230817:195707.655697
9,sbc,True,0.49,1,20230817:195707.656840,20230817:195812.636235
10,catch_trial_black_1,False,nan,1,20230817:195812.637370,20230817:195815.533114
11,whites,False,0.5,1,20230817:195815.534228,20230817:195822.318884
12,catch_trial_white_4,False,nan,5,20230817:195822.320024,20230817:195828.170836
13,bullseye_high_freq,False,0.5,5,20230817:195828.171964,20230817:195836.705425
14,catch_trial_black_4,False,nan,5,20230817:195836.706621,20230817:195838.330436
15,checkerboard,True,0.5,1,20230817:195838.331558,20230817:195843.240117
16,catch_trial_black_3,False,nan,5,20230817:195843.241245,20230817:195846.738913
17,checkerboard_separate,False,0.51,5,20230817:195846.740038,20230817:195850.255917
18,catch_trial_black_5,False,nan,5,20230817:195850.257026,20230817:195853.006158
19,sbc_separate,False,0.51,1,20230817:195853.007284,20230817:195856.453873
20,checkerboard,False,0.5,5,20230817:195856.455006,20230817:195858.109740
21,sbc,False,0.49,5,20230817:195858.110858,20230817:195901.173831
22,whites,True,0.5,1,20230817:195901.174928,20230817:195903.008932
23,bullseye_low_separate,False,0.49,5,20230817:195903.010043,20230817:195904.390183
24,bullseye_high_freq,True,0.5,1,20230817:195904.391571,20230817:195906.087463
25,bullseye_low_separate,True,0.49,1,20230817:195906.088587,20230817:195907.908368
26,strip,False,0.49,5,20230817:195907.909492,20230817:195909.799561
27,strip,True,0.49,1,20230817:195909.800910,20230817:195910.985515
