trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0.48682334262271243,20230817:191904.408588,20230817:191910.829896
1,checkerboard,Left,0.51,False,0.4402593873991366,20230817:191910.831211,20230817:191915.525313
2,strip,Right,0.5,True,0.4499999999999996,20230817:191915.526430,20230817:191924.118991
3,bullseye_high_freq,Left,0.51,False,0.4878602546613217,20230817:191924.120149,20230817:191930.410248
4,checkerboard_separate,Right,0.49,True,0.43792221253584573,20230817:191930.411395,20230817:191937.756140
5,catch_trial_white_3,Right,0.5,False,0.3827940234502992,20230817:191937.757283,20230817:191942.352799
6,bullseye_low_separate,Right,0.5,True,0.3325561882463013,20230817:191942.353919,20230817:191947.140352
7,bullseye_low_separate,Left,0.5,False,0.4717159296005878,20230817:191947.141398,20230817:191951.129109
8,checkerboard_separate,Left,0.49,False,0.3979158671984709,20230817:191951.130251,20230817:192000.035523
9,whites_separate,Right,0.49,False,0.47080581105390634,20230817:192000.036688,20230817:192005.172224
10,catch_trial_black_3,Left,0.5,False,0.597064770922283,20230817:192005.206605,20230817:192010.372016
11,whites,Right,0.51,True,0.4213112931561819,20230817:192010.423130,20230817:192016.140679
12,strip,Left,0.5,True,0.36124040990330253,20230817:192016.141804,20230817:192019.021512
13,checkerboard,Right,0.51,False,0.39477303579304246,20230817:192019.022629,20230817:192022.215957
14,bullseye_high_freq,Right,0.51,True,0.35,20230817:192022.217083,20230817:192029.466334
15,catch_trial_white_3,Left,0.5,False,0.4704302051074725,20230817:192029.467512,20230817:192031.608236
16,sbc,Right,0.5,False,0.5235195043567584,20230817:192031.609372,20230817:192038.523090
17,whites_separate,Left,0.49,True,0.39999999999999963,20230817:192038.524260,20230817:192045.981417
18,sbc_separate,Left,0.49,False,0.4129390141695607,20230817:192045.982568,20230817:192051.774888
19,whites,Left,0.51,True,0.4499999999999996,20230817:192051.813193,20230817:192059.697163
20,sbc_separate,Right,0.49,False,0.40851660596267436,20230817:192059.698319,20230817:192106.735477
21,sbc,Left,0.5,False,0.4262332283303849,20230817:192106.736615,20230817:192111.306181
