trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,2,20230817:192506.346519,20230817:192507.591972
1,sbc_separate,True,0.5,2,20230817:192507.593306,20230817:192510.192479
2,catch_trial_black_3,False,nan,3,20230817:192510.193635,20230817:192511.823388
3,whites,True,0.49,4,20230817:192511.824361,20230817:192513.004871
4,catch_trial_white_2,False,nan,4,20230817:192513.006117,20230817:192514.181507
5,whites,False,0.49,4,20230817:192514.182906,20230817:192516.256032
6,catch_trial_white_4,False,nan,2,20230817:192516.257186,20230817:192517.601790
7,checkerboard_separate,True,0.5,4,20230817:192517.602613,20230817:192520.613522
8,catch_trial_white_1,False,nan,5,20230817:192520.614671,20230817:192522.896030
9,strip,True,0.51,4,20230817:192522.897140,20230817:192525.842341
10,catch_trial_black_5,False,nan,2,20230817:192525.893634,20230817:192527.641261
11,checkerboard,True,0.49,4,20230817:192527.642352,20230817:192530.487941
12,catch_trial_black_1,False,nan,5,20230817:192530.489046,20230817:192532.107794
13,sbc_separate,False,0.5,4,20230817:192532.108915,20230817:192535.365434
14,catch_trial_black_4,False,nan,2,20230817:192535.366542,20230817:192537.366795
15,bullseye_high_freq,False,0.49,2,20230817:192537.367921,20230817:192539.655930
16,catch_trial_white_3,False,nan,3,20230817:192539.657026,20230817:192541.248800
17,sbc,False,0.51,2,20230817:192541.249900,20230817:192544.479950
18,catch_trial_black_2,False,nan,4,20230817:192544.481078,20230817:192546.342587
19,checkerboard,False,0.49,1,20230817:192546.375481,20230817:192548.169581
20,checkerboard_separate,False,0.5,2,20230817:192548.170675,20230817:192550.785838
21,bullseye_high_freq,True,0.49,3,20230817:192550.786947,20230817:192553.397548
22,whites_separate,True,0.5,2,20230817:192553.398660,20230817:192554.652704
23,sbc,True,0.51,3,20230817:192554.653754,20230817:192556.332879
24,bullseye_low_separate,False,0.51,4,20230817:192556.333980,20230817:192557.814684
25,whites_separate,False,0.5,4,20230817:192557.815812,20230817:192559.702042
26,bullseye_low_separate,True,0.51,3,20230817:192559.703148,20230817:192601.179878
27,strip,False,0.51,1,20230817:192601.180979,20230817:192604.241521
