trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Right,0.5,False,1,20230904:175637.288132,20230904:175643.045135
1,sbc_separate,Left,0.5,False,1,20230904:175643.046467,20230904:175647.275160
2,bullseye_low_separate,Right,0.51,False,0,20230904:175647.276282,20230904:175653.000676
3,bullseye_high_freq,Right,0.49,True,0,20230904:175653.001832,20230904:175700.238792
4,checkerboard,Left,0.49,True,1,20230904:175700.239952,20230904:175705.310667
5,catch_trial_white_3,Left,0.5,False,1,20230904:175705.340921,20230904:175708.808184
6,whites_separate,Left,0.5,True,0,20230904:175708.809333,20230904:175720.656162
7,whites_separate,Right,0.5,False,1,20230904:175720.657325,20230904:175725.776563
8,sbc,Left,0.51,False,1,20230904:175725.777717,20230904:175730.940576
9,whites,Left,0.49,True,0,20230904:175730.972890,20230904:175735.786215
10,catch_trial_black_3,Right,0.5,False,0,20230904:175735.787655,20230904:175741.823474
11,sbc,Right,0.51,False,0,20230904:175741.824544,20230904:175748.479353
12,checkerboard,Right,0.49,True,0,20230904:175748.480493,20230904:175754.492021
13,sbc_separate,Right,0.5,True,0,20230904:175754.493172,20230904:175758.601087
14,checkerboard_separate,Left,0.5,True,1,20230904:175758.602228,20230904:175803.730797
15,catch_trial_black_3,Left,0.5,False,0,20230904:175803.731950,20230904:175807.373264
16,whites,Right,0.49,True,1,20230904:175807.374395,20230904:175815.764058
17,bullseye_low_separate,Left,0.51,False,1,20230904:175815.765263,20230904:175827.751771
18,strip,Left,0.51,False,1,20230904:175827.752933,20230904:175833.152920
19,strip,Right,0.51,False,0,20230904:175833.202822,20230904:175838.458345
20,checkerboard_separate,Right,0.5,True,0,20230904:175838.511262,20230904:175843.965868
21,bullseye_high_freq,Left,0.49,True,1,20230904:175844.011044,20230904:175850.393181
