trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0,20230904:175354.697263,20230904:175359.852302
1,sbc_separate,Right,0.49,False,1,20230904:175359.853675,20230904:175409.427111
2,bullseye_low_separate,Left,0.5,False,1,20230904:175409.428248,20230904:175415.880109
3,bullseye_low_separate,Right,0.5,True,0,20230904:175415.881263,20230904:175420.896302
4,bullseye_high_freq,Left,0.51,True,1,20230904:175420.932288,20230904:175426.174173
5,catch_trial_black_3,Left,0.5,False,0,20230904:175426.232360,20230904:175433.502428
6,checkerboard_separate,Right,0.49,False,0,20230904:175433.503575,20230904:175440.910835
7,checkerboard,Left,0.51,True,1,20230904:175440.911969,20230904:175447.513408
8,checkerboard_separate,Left,0.49,True,1.0,20230904:175447.514563,20230904:175456.018248
9,bullseye_high_freq,Right,0.51,True,0,20230904:175456.019461,20230904:175504.221310
10,catch_trial_white_3,Right,0.5,False,1,20230904:175504.222462,20230904:175507.680563
11,sbc_separate,Left,0.49,False,1,20230904:175507.681722,20230904:175518.055867
12,strip,Left,0.5,False,1,20230904:175518.057030,20230904:175525.460810
13,whites,Right,0.51,False,1,20230904:175525.461946,20230904:175530.882764
14,sbc,Right,0.5,False,0,20230904:175530.955992,20230904:175534.916569
15,catch_trial_white_3,Left,0.5,False,1,20230904:175534.917731,20230904:175541.783107
16,checkerboard,Right,0.51,False,0,20230904:175541.784251,20230904:175551.905528
17,whites_separate,Left,0.49,True,0,20230904:175551.906656,20230904:175559.373634
18,whites_separate,Right,0.49,False,1.0,20230904:175559.374784,20230904:175611.191121
19,sbc,Left,0.5,True,1,20230904:175611.192270,20230904:175619.688801
20,strip,Right,0.5,True,0,20230904:175619.689751,20230904:175628.763178
21,whites,Left,0.51,True,0,20230904:175628.764331,20230904:175634.582665
