trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_4,False,nan,5,20230904:175851.824715,20230904:175858.168765
1,bullseye_low_separate,True,0.49,3,20230904:175858.170094,20230904:175904.432531
2,catch_trial_black_5,False,nan,1,20230904:175904.433656,20230904:175907.205421
3,whites_separate,True,0.51,4,20230904:175907.206514,20230904:175926.547521
4,catch_trial_white_1,False,nan,3,20230904:175926.548667,20230904:175932.351671
5,bullseye_high_freq,True,0.5,2,20230904:175932.352821,20230904:175942.529769
6,catch_trial_black_2,False,nan,3,20230904:175942.530890,20230904:175946.778088
7,whites,True,0.5,4,20230904:175946.779196,20230904:175952.238164
8,catch_trial_white_2,False,nan,3,20230904:175952.239449,20230904:175954.751219
9,bullseye_low_separate,False,0.49,4,20230904:175954.752310,20230904:180000.837417
10,catch_trial_black_1,False,nan,3,20230904:180000.838906,20230904:180003.559926
11,checkerboard_separate,True,0.51,3,20230904:180003.561059,20230904:180010.226902
12,catch_trial_black_3,False,nan,3,20230904:180010.228008,20230904:180012.576829
13,sbc_separate,True,0.51,1,20230904:180012.577937,20230904:180015.440167
14,catch_trial_black_4,False,nan,3,20230904:180015.481698,20230904:180016.481261
15,bullseye_high_freq,False,0.5,2,20230904:180016.482367,20230904:180018.349235
16,catch_trial_white_3,False,nan,3,20230904:180018.350276,20230904:180020.596000
17,sbc,True,0.49,5,20230904:180020.656267,20230904:180024.468889
18,catch_trial_white_5,False,nan,3,20230904:180024.469991,20230904:180026.726414
19,whites,False,0.5,4,20230904:180026.727835,20230904:180031.142350
20,sbc_separate,False,0.51,5,20230904:180031.143471,20230904:180033.746644
21,strip,True,0.49,4,20230904:180033.747918,20230904:180041.384014
22,strip,False,0.49,3,20230904:180041.385217,20230904:180046.361904
23,sbc,False,0.49,1,20230904:180046.362607,20230904:180050.129935
24,checkerboard,False,0.5,3,20230904:180050.131069,20230904:180056.130484
25,checkerboard,True,0.5,3,20230904:180056.131869,20230904:180057.916876
26,checkerboard_separate,False,0.51,3,20230904:180057.917608,20230904:180059.675838
27,whites_separate,False,0.51,3,20230904:180059.676978,20230904:180102.471012
