trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.6040935226063502,20230904:153933.083960,20230904:153937.148083
1,checkerboard_separate,Left,0.5,True,0.5032576563891079,20230904:153937.149458,20230904:153940.670122
2,strip,Left,0.51,True,0.5126754704163095,20230904:153940.671226,20230904:153945.731608
3,bullseye_low_separate,Right,0.51,False,0.43831469983245985,20230904:153945.732754,20230904:153947.773393
4,sbc,Left,0.51,True,0.5113825307249287,20230904:153947.774553,20230904:153950.296841
5,catch_trial_white_3,Left,0.5,False,0.3139507639116344,20230904:153950.297947,20230904:153952.036199
6,sbc,Right,0.51,True,0.6655172127873633,20230904:153952.037322,20230904:153955.174151
7,strip,Right,0.51,True,0.5499999999999996,20230904:153955.175271,20230904:154001.354380
8,whites,Left,0.49,True,0.40551973636484606,20230904:154001.355699,20230904:154004.842292
9,whites_separate,Right,0.5,False,0.4619153827587606,20230904:154004.843512,20230904:154007.142531
10,catch_trial_white_3,Right,0.5,False,0.5492187872963138,20230904:154007.143818,20230904:154009.539114
11,sbc_separate,Left,0.5,True,0.40044308267151607,20230904:154009.540230,20230904:154014.943066
12,whites,Right,0.49,True,0.45803275187397213,20230904:154014.944212,20230904:154018.733847
13,checkerboard,Left,0.49,True,0.3851899862117477,20230904:154018.734950,20230904:154021.901082
14,whites_separate,Left,0.5,False,0.43697898612748975,20230904:154021.902201,20230904:154024.029224
15,catch_trial_black_3,Right,0.5,False,0.43563575904303387,20230904:154024.030356,20230904:154027.462982
16,bullseye_low_separate,Left,0.51,False,0.5196947150986696,20230904:154027.464111,20230904:154030.406157
17,sbc_separate,Right,0.5,False,0.5429842619615388,20230904:154030.407361,20230904:154032.971867
18,checkerboard_separate,Right,0.5,True,0.4379576606210333,20230904:154033.006340,20230904:154036.044013
19,bullseye_high_freq,Right,0.49,True,0.34335471813563373,20230904:154036.045180,20230904:154038.821266
20,bullseye_high_freq,Left,0.49,True,0.4597680549181749,20230904:154038.822410,20230904:154042.607521
21,checkerboard,Right,0.49,True,0.4595044580533344,20230904:154042.608672,20230904:154044.058354
