trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_3,False,nan,4,20230904:152948.472298,20230904:153000.741975
1,bullseye_high_freq,True,0.5,2,20230904:153000.743364,20230904:153012.667435
2,catch_trial_white_5,False,nan,1,20230904:153012.668596,20230904:153017.008338
3,bullseye_low_separate,False,0.49,1,20230904:153017.009498,20230904:153025.097718
4,catch_trial_black_4,False,nan,5,20230904:153025.098569,20230904:153031.176788
5,whites_separate,True,0.51,4,20230904:153031.177917,20230904:153043.295827
6,catch_trial_black_1,False,nan,1,20230904:153043.297008,20230904:153049.909680
7,sbc_separate,False,0.51,5,20230904:153049.910848,20230904:153058.839456
8,catch_trial_white_4,False,nan,1,20230904:153058.840644,20230904:153107.141407
9,whites,True,0.5,3,20230904:153107.142521,20230904:153116.149218
10,catch_trial_black_2,False,nan,3,20230904:153116.150330,20230904:153118.110627
11,sbc,True,0.49,5,20230904:153118.111721,20230904:153121.642199
12,catch_trial_white_3,False,nan,1,20230904:153121.676028,20230904:153137.454392
13,bullseye_low_separate,True,0.49,5,20230904:153137.455499,20230904:153142.601126
14,catch_trial_white_2,False,nan,5,20230904:153142.666671,20230904:153148.679363
15,checkerboard_separate,False,0.51,1,20230904:153148.680491,20230904:153153.651619
16,catch_trial_white_1,False,nan,5,20230904:153153.652955,20230904:153155.613652
17,checkerboard,True,0.5,5,20230904:153155.614755,20230904:153158.754231
18,catch_trial_black_5,False,nan,1,20230904:153158.755348,20230904:153202.494620
19,sbc,False,0.49,3,20230904:153202.495733,20230904:153204.509380
20,checkerboard_separate,True,0.51,1,20230904:153204.510411,20230904:153209.660950
21,whites_separate,False,0.51,1,20230904:153209.662123,20230904:153215.667230
22,sbc_separate,True,0.51,2,20230904:153215.668389,20230904:153221.687378
23,checkerboard,False,0.5,5,20230904:153221.688509,20230904:153233.068952
24,bullseye_high_freq,False,0.5,5,20230904:153233.070380,20230904:153237.667582
25,strip,False,0.49,5,20230904:153237.668739,20230904:153240.417316
26,strip,True,0.49,2,20230904:153240.418703,20230904:153244.755933
27,whites,False,0.5,1,20230904:153244.757239,20230904:153250.622668
