trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_3_black_right,False,nan,nan,0.4337177391469807,20230808:145015.413788,20230808:145028.658691
1,bullseye_high_freq,Left,0.51,True,0.4669095802323919,20230808:145028.660072,20230808:145043.611668
2,checkerboard,Left,0.51,True,0.4822951811618034,20230808:145043.612867,20230808:145050.489979
3,checkerboard_separate,Right,0.49,True,0.4851658663273591,20230808:145050.491116,20230808:145058.022763
4,strip,Left,0.5,False,0.5024151921203843,20230808:145058.023928,20230808:145105.337829
5,catch_trial_3_black_left,False,nan,nan,0.4673381504387359,20230808:145105.338991,20230808:145115.181344
6,checkerboard,Right,0.51,False,0.6,20230808:145115.182475,20230808:145123.387045
7,sbc_separate,Right,0.49,False,0.46993739085112535,20230808:145123.388237,20230808:145140.574999
8,sbc,Right,0.5,False,0.5412712453249758,20230808:145140.576159,20230808:145147.593402
9,whites_separate,Right,0.49,False,0.5988810082585507,20230808:145147.594556,20230808:145205.948720
10,catch_trial_3_white_left,False,nan,nan,0.2501551405330191,20230808:145205.949863,20230808:145207.640132
11,sbc_separate,Left,0.49,False,0.531057622479756,20230808:145207.641260,20230808:145209.709974
12,whites,Right,0.51,False,0.5112082085740738,20230808:145209.711296,20230808:145213.107013
13,strip,Right,0.5,False,0.47186943777940754,20230808:145213.108204,20230808:145236.614874
14,bullseye_low_separate,Left,0.5,False,0.4471151796442737,20230808:145236.616038,20230808:145244.115903
15,catch_trial_3_white_right,False,nan,nan,0.19745459292734863,20230808:145244.117064,20230808:145257.596648
16,whites,Left,0.51,False,0.5551184995449243,20230808:145257.597766,20230808:145310.491868
17,sbc,Left,0.5,False,0.5373489583444703,20230808:145310.492993,20230808:145316.668020
18,whites_separate,Left,0.49,True,0.4480679111999729,20230808:145316.669159,20230808:145333.919943
19,checkerboard_separate,Left,0.49,False,0.5011918442580954,20230808:145333.921083,20230808:145340.054169
20,bullseye_high_freq,Right,0.51,False,0.5645632920217197,20230808:145340.055590,20230808:145345.273310
21,bullseye_low_separate,Right,0.5,False,0.43525124716850194,20230808:145345.327516,20230808:145402.976732
