trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_5_white_both,False,nan,5,20230808:145928.175432,20230808:145929.932030
1,checkerboard_separate,True,0.49,1,20230808:145929.963316,20230808:145932.544142
2,catch_trial_3_black_both,False,nan,3,20230808:145932.545277,20230808:145934.584788
3,sbc,True,0.5,2,20230808:145934.585904,20230808:145936.331521
4,catch_trial_4_white_both,False,nan,4,20230808:145936.332657,20230808:145938.523201
5,sbc_separate,True,0.49,3,20230808:145938.524371,20230808:145947.557255
6,catch_trial_1_black_both,False,nan,2,20230808:145947.558360,20230808:145949.364187
7,sbc,False,0.5,4,20230808:145949.365221,20230808:145951.557290
8,catch_trial_3_white_both,False,nan,3,20230808:145951.558657,20230808:145955.317902
9,whites,True,0.51,2,20230808:145955.319035,20230808:145959.711241
10,catch_trial_2_white_both,False,nan,1,20230808:145959.712418,20230808:150001.412127
11,bullseye_low_separate,True,0.5,2,20230808:150001.413229,20230808:150003.133397
12,catch_trial_2_black_both,False,nan,2,20230808:150003.134514,20230808:150005.787459
13,bullseye_low_separate,False,0.5,5,20230808:150005.788577,20230808:150007.757602
14,catch_trial_4_black_both,False,nan,5,20230808:150007.758718,20230808:150010.664324
15,whites,False,0.51,2,20230808:150010.665455,20230808:150013.551298
16,catch_trial_5_black_both,False,nan,5,20230808:150013.552427,20230808:150017.105860
17,whites_separate,True,0.49,2,20230808:150017.106996,20230808:150019.919317
18,catch_trial_1_white_both,False,nan,2,20230808:150019.920616,20230808:150021.547194
19,whites_separate,False,0.49,2,20230808:150021.548336,20230808:150024.293382
20,strip,True,0.5,1,20230808:150024.294502,20230808:150026.937660
21,checkerboard,False,0.51,5,20230808:150026.938809,20230808:150028.270650
22,checkerboard_separate,False,0.49,5,20230808:150028.271804,20230808:150029.985772
23,sbc_separate,False,0.49,1,20230808:150029.986903,20230808:150033.873869
24,bullseye_high_freq,False,0.51,5,20230808:150033.875000,20230808:150034.978834
25,bullseye_high_freq,True,0.51,1,20230808:150034.979972,20230808:150036.242238
26,checkerboard,True,0.51,1,20230808:150036.243358,20230808:150038.085231
27,strip,False,0.5,5,20230808:150038.086363,20230808:150039.067243
