trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_1_white_both,False,nan,1,20230808:145739.743478,20230808:145743.550015
1,bullseye_low_separate,True,0.49,2,20230808:145743.551348,20230808:145754.935429
2,catch_trial_1_black_both,False,nan,1,20230808:145754.936562,20230808:145757.449994
3,sbc_separate,False,0.51,2,20230808:145757.451138,20230808:145803.376471
4,catch_trial_4_black_both,False,nan,5,20230808:145803.377606,20230808:145805.212201
5,checkerboard,False,0.5,5,20230808:145805.213182,20230808:145808.099800
6,catch_trial_3_black_both,False,nan,3,20230808:145808.100910,20230808:145810.763886
7,bullseye_low_separate,False,0.49,4,20230808:145810.765094,20230808:145814.797297
8,catch_trial_5_white_both,False,nan,4,20230808:145814.798408,20230808:145817.251662
9,whites,False,0.5,2,20230808:145817.252801,20230808:145834.056744
10,catch_trial_5_black_both,False,nan,5,20230808:145834.057879,20230808:145838.628750
11,sbc,True,0.49,2,20230808:145838.629839,20230808:145844.294660
12,catch_trial_4_white_both,False,nan,3,20230808:145844.295816,20230808:145846.125825
13,checkerboard,True,0.5,1,20230808:145846.126942,20230808:145847.534238
14,catch_trial_3_white_both,False,nan,3,20230808:145847.535380,20230808:145849.257098
15,checkerboard_separate,False,0.51,5,20230808:145849.258237,20230808:145852.255137
16,catch_trial_2_white_both,False,nan,2,20230808:145852.256295,20230808:145854.154965
17,checkerboard_separate,True,0.51,2,20230808:145854.156108,20230808:145855.421968
18,catch_trial_2_black_both,False,nan,2,20230808:145855.423112,20230808:145859.874633
19,strip,True,0.49,2,20230808:145859.875756,20230808:145902.355261
20,bullseye_high_freq,True,0.5,1,20230808:145902.356404,20230808:145904.061995
21,sbc_separate,True,0.51,4,20230808:145904.063148,20230808:145911.227895
22,sbc,False,0.49,4,20230808:145911.229041,20230808:145912.711377
23,whites,True,0.5,2,20230808:145912.712506,20230808:145918.118997
24,strip,False,0.49,4,20230808:145918.120185,20230808:145919.923819
25,bullseye_high_freq,False,0.5,4,20230808:145919.924967,20230808:145922.792709
26,whites_separate,False,0.51,2,20230808:145922.794056,20230808:145924.884082
27,whites_separate,True,0.51,2,20230808:145924.885208,20230808:145927.447743
