trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_3_white_right,False,nan,nan,0.1805000589250979,20230808:144416.558390,20230808:144438.029893
1,bullseye_low_separate,Right,0.49,True,0.38999999999999996,20230808:144438.031304,20230808:144511.598018
2,sbc_separate,Right,0.51,False,0.4670298062550251,20230808:144511.599432,20230808:144517.354422
3,whites_separate,Right,0.51,True,0.5116700022460348,20230808:144517.355626,20230808:144549.891554
4,checkerboard,Left,0.5,False,0.44999999999999996,20230808:144549.892789,20230808:144609.689561
5,catch_trial_3_black_right,False,nan,nan,0.44999999999999996,20230808:144609.690726,20230808:144615.249967
6,checkerboard,Right,0.5,False,0.63,20230808:144615.251416,20230808:144635.533381
7,sbc,Right,0.49,True,0.5077394375739928,20230808:144635.534629,20230808:144644.146168
8,whites_separate,Left,0.51,True,0.5644834091585746,20230808:144644.147345,20230808:144655.114635
9,sbc_separate,Left,0.51,False,0.5933217894250733,20230808:144655.116001,20230808:144701.982644
10,catch_trial_3_white_left,False,nan,nan,0.18070429581277897,20230808:144701.983826,20230808:144711.545493
11,strip,Right,0.49,False,0.3809648168979461,20230808:144711.546813,20230808:144736.463857
12,bullseye_high_freq,Right,0.5,False,0.484580430507826,20230808:144736.464959,20230808:144749.993794
13,bullseye_high_freq,Left,0.5,False,0.5232827712267875,20230808:144749.994962,20230808:144810.499186
14,strip,Left,0.49,True,0.4060612922556487,20230808:144810.500368,20230808:144824.723490
15,catch_trial_3_black_left,False,nan,nan,0.5406691822435563,20230808:144824.724702,20230808:144835.855838
16,checkerboard_separate,Right,0.51,True,0.6392101273228405,20230808:144835.856703,20230808:144909.609902
17,sbc,Left,0.49,True,0.3405597668605934,20230808:144909.611103,20230808:144918.209729
18,bullseye_low_separate,Left,0.49,False,0.5099615251952666,20230808:144918.211020,20230808:144937.649824
19,whites,Right,0.5,False,0.4499999999999996,20230808:144937.650972,20230808:144948.517554
20,whites,Left,0.5,True,0.534868912120566,20230808:144948.518760,20230808:144954.582977
21,checkerboard_separate,Left,0.51,True,0.5713217199369022,20230808:144954.584138,20230808:145013.851623
