trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Left,0.5,False,0.4056574045912942,20230810:123224.590047,20230810:123244.359913
1,checkerboard,Right,0.49,False,0.4055635602039158,20230810:123244.361257,20230810:123253.606173
2,bullseye_low_separate,Right,0.51,False,0.4063479242351358,20230810:123253.607291,20230810:123312.812488
3,whites,Right,0.49,False,0.41805692797921207,20230810:123312.813613,20230810:123329.178420
4,sbc,Left,0.51,False,0.38,20230810:123329.179549,20230810:123345.101164
5,catch_trial_black_3,Right,0.5,False,0.5535607398101171,20230810:123345.102305,20230810:123402.165251
6,whites_separate,Right,0.5,False,0.4601872935465135,20230810:123402.166380,20230810:123419.564470
7,checkerboard_separate,Right,0.5,True,0.41664848791005876,20230810:123419.565768,20230810:123436.086941
8,strip,Left,0.51,False,0.44531586046513144,20230810:123436.088288,20230810:123456.963816
9,checkerboard_separate,Left,0.5,False,0.46065185380418183,20230810:123456.964977,20230810:123511.191041
10,catch_trial_white_3,Right,0.5,False,0.39296438844290094,20230810:123511.192206,20230810:123521.095252
11,whites,Left,0.49,False,0.48619836226378943,20230810:123521.096398,20230810:123537.429672
12,bullseye_low_separate,Left,0.51,True,0.552015575443854,20230810:123537.430791,20230810:123550.802087
13,strip,Right,0.51,True,0.4781627865526153,20230810:123550.803221,20230810:123606.814173
14,sbc,Right,0.51,False,0.5602228688628218,20230810:123606.815311,20230810:123617.635558
15,catch_trial_black_3,Left,0.5,False,0.5950574746837994,20230810:123617.636688,20230810:123633.346936
16,bullseye_high_freq,Right,0.49,False,0.4097560139588414,20230810:123633.348095,20230810:123644.434939
17,sbc_separate,Right,0.5,False,0.388435282866344,20230810:123644.436107,20230810:123702.226130
18,checkerboard,Left,0.49,False,0.43647748359016186,20230810:123702.227630,20230810:123710.134008
19,sbc_separate,Left,0.5,False,0.5155573440830857,20230810:123710.135155,20230810:123737.631605
20,whites_separate,Left,0.5,False,0.48085681946238773,20230810:123737.632778,20230810:123752.002141
21,bullseye_high_freq,Left,0.49,True,0.4876667633766613,20230810:123752.003296,20230810:123802.496162
