trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_1,False,nan,1,20230810:123808.097146,20230810:123815.706454
1,checkerboard,False,0.5,3,20230810:123815.707757,20230810:123822.949936
2,catch_trial_white_5,False,nan,5,20230810:123822.951052,20230810:123827.996208
3,sbc,True,0.49,1,20230810:123828.046433,20230810:123834.933978
4,catch_trial_black_3,False,nan,4,20230810:123834.935070,20230810:123842.759366
5,sbc,False,0.49,4,20230810:123842.760480,20230810:123853.956257
6,catch_trial_black_4,False,nan,4,20230810:123853.957347,20230810:123903.007637
7,checkerboard_separate,True,0.51,3,20230810:123903.008766,20230810:123908.044306
8,catch_trial_black_2,False,nan,2,20230810:123908.078324,20230810:123917.101514
9,checkerboard_separate,False,0.51,3,20230810:123917.102636,20230810:123932.790436
10,catch_trial_white_2,False,nan,1,20230810:123932.791536,20230810:123936.531234
11,bullseye_low_separate,False,0.49,4,20230810:123936.532813,20230810:123943.393816
12,catch_trial_black_1,False,nan,1,20230810:123943.395171,20230810:123946.659138
13,whites_separate,False,0.51,2,20230810:123946.660259,20230810:124006.418629
14,catch_trial_black_5,False,nan,5,20230810:124006.419795,20230810:124011.254198
15,checkerboard,True,0.5,1,20230810:124011.255007,20230810:124017.653655
16,catch_trial_white_4,False,nan,4,20230810:124017.654756,20230810:124024.967047
17,whites,True,0.5,3,20230810:124024.968203,20230810:124030.693384
18,catch_trial_white_3,False,nan,3,20230810:124030.740204,20230810:124035.050658
19,strip,False,0.49,4,20230810:124035.051748,20230810:124043.826357
20,sbc_separate,True,0.51,3,20230810:124043.827482,20230810:124051.324391
21,bullseye_low_separate,True,0.49,4,20230810:124051.325869,20230810:124103.740840
22,strip,True,0.49,1,20230810:124103.742068,20230810:124109.444727
23,whites_separate,True,0.51,4,20230810:124109.445839,20230810:124116.246925
24,sbc_separate,False,0.51,1,20230810:124116.248096,20230810:124124.265345
25,bullseye_high_freq,True,0.5,2,20230810:124124.266629,20230810:124130.821533
26,bullseye_high_freq,False,0.5,2,20230810:124130.822649,20230810:124204.646882
27,whites,False,0.5,1,20230810:124204.648004,20230810:124207.637567
