trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_2,False,nan,1,20230810:124208.911459,20230810:124211.527734
1,bullseye_high_freq,True,0.51,4,20230810:124211.529081,20230810:124221.453872
2,catch_trial_black_4,False,nan,4,20230810:124221.454972,20230810:124224.758179
3,bullseye_high_freq,False,0.51,4,20230810:124224.759255,20230810:124230.661729
4,catch_trial_white_3,False,nan,3,20230810:124230.662829,20230810:124232.886440
5,whites_separate,True,0.49,3,20230810:124232.887539,20230810:124239.561190
6,catch_trial_black_3,False,nan,3,20230810:124239.562290,20230810:124241.528879
7,strip,False,0.5,5,20230810:124241.530346,20230810:124246.596282
8,catch_trial_black_5,False,nan,5,20230810:124246.597554,20230810:124249.974308
9,checkerboard_separate,False,0.49,1,20230810:124249.975418,20230810:124303.715789
10,catch_trial_white_4,False,nan,4,20230810:124303.716929,20230810:124308.818106
11,sbc,True,0.5,2,20230810:124308.857269,20230810:124316.077149
12,catch_trial_white_2,False,nan,2,20230810:124316.078326,20230810:124319.759236
13,sbc_separate,False,0.49,3,20230810:124319.760346,20230810:124326.670784
14,catch_trial_black_1,False,nan,1,20230810:124326.671874,20230810:124328.898529
15,strip,True,0.5,1,20230810:124328.899640,20230810:124333.445932
16,catch_trial_white_5,False,nan,5,20230810:124333.447203,20230810:124335.362615
17,bullseye_low_separate,True,0.5,2,20230810:124335.363705,20230810:124346.542747
18,catch_trial_white_1,False,nan,1,20230810:124346.544172,20230810:124348.594215
19,whites_separate,False,0.49,2,20230810:124348.595339,20230810:124414.449631
20,whites,False,0.51,2,20230810:124414.450981,20230810:124430.288376
21,checkerboard,True,0.51,2,20230810:124430.289547,20230810:124435.998252
22,bullseye_low_separate,False,0.5,3,20230810:124435.999354,20230810:124442.784669
23,checkerboard_separate,True,0.49,5,20230810:124442.786086,20230810:124447.791507
24,sbc,False,0.5,5,20230810:124447.844428,20230810:124455.718617
25,sbc_separate,True,0.49,4,20230810:124455.719725,20230810:124504.511408
26,whites,True,0.51,4,20230810:124504.512576,20230810:124525.954631
27,checkerboard,False,0.51,2,20230810:124525.955913,20230810:124535.760120
