trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.6872202691317382,20230810:121755.179780,20230810:121840.607976
1,checkerboard,Right,0.5,False,0.46826033839214126,20230810:121840.609403,20230810:121857.065377
2,bullseye_low_separate,Right,0.49,False,0.38348832986810677,20230810:121857.066564,20230810:121908.885912
3,whites_separate,Left,0.51,True,0.5328727670861135,20230810:121908.887088,20230810:121924.031435
4,bullseye_high_freq,Left,0.5,False,0.5175801337775039,20230810:121924.032639,20230810:121949.983337
5,catch_trial_white_3,Right,0.5,False,0.42692258389221593,20230810:121949.984539,20230810:122004.940591
6,whites,Left,0.5,True,0.46587371921499987,20230810:122004.960403,20230810:122014.408493
7,checkerboard_separate,Right,0.51,True,0.3980089076234611,20230810:122014.409699,20230810:122028.986348
8,bullseye_low_separate,Left,0.49,False,0.4904052868180193,20230810:122028.987510,20230810:122044.310210
9,checkerboard_separate,Left,0.51,True,0.5381159289350875,20230810:122044.311347,20230810:122057.111891
10,catch_trial_black_3,Right,0.5,False,0.6134650116000657,20230810:122057.113169,20230810:122107.426807
11,strip,Right,0.49,True,0.5116579492034895,20230810:122107.428042,20230810:122125.326627
12,sbc_separate,Left,0.51,False,0.570281869183105,20230810:122125.327798,20230810:122207.303850
13,bullseye_high_freq,Right,0.5,True,0.4219742489493844,20230810:122207.305025,20230810:122223.698005
14,sbc_separate,Right,0.51,False,0.4448162214076849,20230810:122223.699165,20230810:122312.863593
15,catch_trial_white_3,Left,0.5,False,0.38721950269194405,20230810:122312.864928,20230810:122322.273488
16,checkerboard,Left,0.5,False,0.44879810824259203,20230810:122322.274644,20230810:122332.456242
17,sbc,Right,0.49,True,0.5095897468276296,20230810:122332.457389,20230810:122341.342276
18,whites,Right,0.5,False,0.45983945322283,20230810:122341.343365,20230810:122358.260296
19,sbc,Left,0.49,False,0.32090492707396906,20230810:122358.261436,20230810:122409.252218
20,strip,Left,0.49,False,0.44500974568941143,20230810:122409.253530,20230810:122427.209216
21,whites_separate,Right,0.51,True,0.433401973931624,20230810:122427.210083,20230810:122457.658881
