trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_3,False,nan,3,20230904:182522.734798,20230904:182525.918425
1,bullseye_low_separate,True,0.5,2,20230904:182525.919122,20230904:182529.798322
2,catch_trial_black_3,False,nan,4,20230904:182529.799434,20230904:182532.897659
3,bullseye_high_freq,True,0.51,4,20230904:182532.898760,20230904:182540.466084
4,catch_trial_white_2,False,nan,3,20230904:182540.467203,20230904:182543.232130
5,whites,False,0.51,2,20230904:182543.233242,20230904:182558.759806
6,catch_trial_black_1,False,nan,2,20230904:182558.760949,20230904:182600.507211
7,whites,True,0.51,4,20230904:182600.508226,20230904:182601.898900
8,catch_trial_black_4,False,nan,4,20230904:182601.931066,20230904:182603.493891
9,whites_separate,False,0.49,2,20230904:182603.495316,20230904:182605.428069
10,catch_trial_white_4,False,nan,4,20230904:182605.429207,20230904:182607.507697
11,checkerboard,False,0.51,4,20230904:182607.508851,20230904:182610.501013
12,catch_trial_white_1,False,nan,2,20230904:182610.502133,20230904:182612.088747
13,bullseye_low_separate,False,0.5,4,20230904:182612.089844,20230904:182613.940975
14,catch_trial_black_2,False,nan,2,20230904:182613.942126,20230904:182615.239620
15,checkerboard_separate,False,0.49,4,20230904:182615.241093,20230904:182619.370124
16,catch_trial_black_5,False,nan,4,20230904:182619.371278,20230904:182620.927852
17,sbc_separate,False,0.49,4,20230904:182620.928989,20230904:182622.943173
18,catch_trial_white_5,False,nan,4,20230904:182622.944290,20230904:182624.447462
19,sbc_separate,True,0.49,2,20230904:182624.496356,20230904:182626.535294
20,bullseye_high_freq,False,0.51,4,20230904:182626.536418,20230904:182628.557745
21,checkerboard,True,0.51,2,20230904:182628.558440,20230904:182630.129347
22,strip,False,0.5,4,20230904:182630.162995,20230904:182632.422692
23,strip,True,0.5,2,20230904:182632.424112,20230904:182633.697169
24,sbc,False,0.5,4,20230904:182633.698626,20230904:182636.745278
25,checkerboard_separate,True,0.49,2,20230904:182636.746406,20230904:182638.238641
26,whites_separate,True,0.49,4,20230904:182638.239784,20230904:182640.045371
27,sbc,True,0.5,4,20230904:182640.046635,20230904:182643.064090
