trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,4,20230904:182741.665488,20230904:182743.122601
1,bullseye_high_freq,True,0.49,2,20230904:182743.123910,20230904:182744.583888
2,catch_trial_black_2,False,nan,2,20230904:182744.585032,20230904:182746.088949
3,sbc,False,0.51,4,20230904:182746.090039,20230904:182747.722254
4,catch_trial_black_4,False,nan,4,20230904:182747.723303,20230904:182748.912678
5,whites,False,0.49,4,20230904:182748.967104,20230904:182753.155732
6,catch_trial_black_3,False,nan,4,20230904:182753.156858,20230904:182754.397912
7,checkerboard_separate,True,0.5,2,20230904:182754.398949,20230904:182755.894310
8,catch_trial_white_3,False,nan,4,20230904:182755.895415,20230904:182757.113845
9,checkerboard,False,0.49,4,20230904:182757.114939,20230904:182758.525649
10,catch_trial_black_1,False,nan,2,20230904:182758.526811,20230904:182759.821944
11,whites_separate,False,0.5,2,20230904:182759.883621,20230904:182801.512829
12,catch_trial_black_5,False,nan,4,20230904:182801.514079,20230904:182803.618298
13,whites,True,0.49,4,20230904:182803.619426,20230904:182805.428469
14,catch_trial_white_2,False,nan,2,20230904:182805.429638,20230904:182807.149648
15,sbc_separate,True,0.5,4,20230904:182807.150738,20230904:182809.815554
16,catch_trial_white_4,False,nan,4,20230904:182809.816663,20230904:182813.719055
17,whites_separate,True,0.5,4,20230904:182813.720161,20230904:182814.865532
18,catch_trial_white_1,False,nan,2,20230904:182814.866656,20230904:182815.978804
19,bullseye_high_freq,False,0.49,4,20230904:182815.980106,20230904:182817.099852
20,strip,False,0.51,4,20230904:182817.101022,20230904:182818.248491
21,checkerboard_separate,False,0.5,4,20230904:182818.249615,20230904:182819.738130
22,checkerboard,True,0.49,2,20230904:182819.739256,20230904:182821.539895
23,bullseye_low_separate,False,0.51,4,20230904:182821.541054,20230904:182824.064886
24,sbc,True,0.51,2,20230904:182824.066029,20230904:182831.843761
25,sbc_separate,False,0.5,3,20230904:182831.844896,20230904:182835.426274
26,bullseye_low_separate,True,0.51,2,20230904:182835.427390,20230904:182836.970384
27,strip,True,0.51,2,20230904:182837.031423,20230904:182839.560627
