trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0.6959774134998338,20230904:183328.475702,20230904:183334.172675
1,whites_separate,Right,0.49,False,0.5606265296951881,20230904:183334.174002,20230904:183339.328076
2,whites,Left,0.51,False,0.47495972520092317,20230904:183339.391566,20230904:183345.727103
3,bullseye_high_freq,Right,0.51,True,0.4544101254739918,20230904:183345.727460,20230904:183351.324198
4,checkerboard_separate,Right,0.49,False,0.46004675441673043,20230904:183351.325336,20230904:183356.917890
5,catch_trial_black_3,Left,0.5,False,0.5817589215142378,20230904:183356.957773,20230904:183400.689206
6,whites_separate,Left,0.49,True,0.44999999999999996,20230904:183400.690318,20230904:183426.032395
7,whites,Right,0.51,True,0.45129406713018455,20230904:183426.033551,20230904:183436.851684
8,checkerboard,Right,0.51,True,0.5076540532987431,20230904:183436.852823,20230904:183444.598270
9,sbc,Right,0.5,True,0.4501709573125116,20230904:183444.599373,20230904:183448.091983
10,catch_trial_white_3,Right,0.5,False,0.4130539496309613,20230904:183448.093126,20230904:183459.860126
11,bullseye_low_separate,Left,0.5,False,0.44493105036580605,20230904:183459.861273,20230904:183510.743594
12,sbc,Left,0.5,True,0.3563908406559663,20230904:183510.744740,20230904:183521.241647
13,sbc_separate,Right,0.49,False,0.42021946543804073,20230904:183521.242774,20230904:183527.980558
14,strip,Right,0.5,False,0.4286572258728242,20230904:183527.981712,20230904:183538.755522
15,catch_trial_white_3,Left,0.5,False,0.42917107154550593,20230904:183538.756569,20230904:183553.381508
16,sbc_separate,Left,0.49,True,0.47028239105379793,20230904:183553.382623,20230904:183601.653118
17,checkerboard,Left,0.51,False,0.508389927194442,20230904:183601.654234,20230904:183615.987978
18,strip,Left,0.5,False,0.4545913470468868,20230904:183615.989132,20230904:183620.617414
19,checkerboard_separate,Left,0.49,True,0.5459649612619473,20230904:183620.618597,20230904:183628.885800
20,bullseye_low_separate,Right,0.5,True,0.45521793337591493,20230904:183628.886917,20230904:183635.748523
21,bullseye_high_freq,Left,0.51,True,0.514640044932655,20230904:183635.749650,20230904:183642.256839
