trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_3_black_both,False,nan,4,20230808:142720.852105,20230808:142724.472419
1,strip,False,0.5,2,20230808:142724.525743,20230808:142728.682987
2,catch_trial_1_black_both,False,nan,1,20230808:142728.684130,20230808:142730.353542
3,whites_separate,False,0.49,1,20230808:142730.354712,20230808:142738.297163
4,catch_trial_4_black_both,False,nan,5,20230808:142738.298287,20230808:142739.776833
5,whites_separate,True,0.49,5,20230808:142739.777962,20230808:142744.663522
6,catch_trial_2_white_both,False,nan,2,20230808:142744.664664,20230808:142746.847678
7,whites,False,0.51,1,20230808:142746.848783,20230808:142754.343852
8,catch_trial_3_white_both,False,nan,3,20230808:142754.344982,20230808:142756.022533
9,sbc_separate,False,0.49,1,20230808:142756.023622,20230808:142759.325299
10,catch_trial_4_white_both,False,nan,4,20230808:142759.326440,20230808:142801.980175
11,sbc,False,0.5,5,20230808:142801.981609,20230808:142803.373025
12,catch_trial_1_white_both,False,nan,1,20230808:142803.374167,20230808:142805.367897
13,sbc,True,0.5,2,20230808:142805.368998,20230808:142807.268455
14,catch_trial_5_white_both,False,nan,4,20230808:142807.331509,20230808:142808.965836
15,bullseye_high_freq,False,0.51,4,20230808:142808.967212,20230808:142825.329473
16,catch_trial_5_black_both,False,nan,5,20230808:142825.330612,20230808:142826.875771
17,bullseye_low_separate,True,0.5,1,20230808:142826.876894,20230808:142838.723218
18,catch_trial_2_black_both,False,nan,2,20230808:142838.724375,20230808:142840.124786
19,checkerboard_separate,True,0.49,2,20230808:142840.125888,20230808:142851.979937
20,checkerboard,True,0.51,2,20230808:142851.981079,20230808:142855.167004
21,checkerboard_separate,False,0.49,4,20230808:142855.168147,20230808:142857.700933
22,checkerboard,False,0.51,5,20230808:142857.754058,20230808:142859.356641
23,strip,True,0.5,2,20230808:142859.357751,20230808:142904.231828
24,whites,True,0.51,5,20230808:142904.233281,20230808:142906.766322
25,sbc_separate,True,0.49,5,20230808:142906.767444,20230808:142912.169997
26,bullseye_low_separate,False,0.5,1,20230808:142912.171155,20230808:142914.764490
27,bullseye_high_freq,True,0.51,2,20230808:142914.765634,20230808:142929.061296
