trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_5_black_both,False,nan,5,20230808:142930.990502,20230808:142932.407678
1,whites_separate,True,0.5,5,20230808:142932.408996,20230808:142934.876150
2,catch_trial_3_black_both,False,nan,3,20230808:142935.002147,20230808:142937.797535
3,checkerboard_separate,True,0.5,2,20230808:142937.798920,20230808:142949.755473
4,catch_trial_5_white_both,False,nan,5,20230808:142949.756592,20230808:142951.245865
5,bullseye_low_separate,False,0.51,4,20230808:142951.246960,20230808:142955.682319
6,catch_trial_2_white_both,False,nan,1,20230808:142955.683443,20230808:143007.949678
7,checkerboard_separate,False,0.5,4,20230808:143007.950789,20230808:143023.112657
8,catch_trial_2_black_both,False,nan,1,20230808:143023.113688,20230808:143025.810379
9,strip,True,0.51,2,20230808:143025.811497,20230808:143037.603367
10,catch_trial_3_white_both,False,nan,3,20230808:143037.604507,20230808:143041.022685
11,bullseye_high_freq,False,0.49,4,20230808:143041.023808,20230808:143045.502870
12,catch_trial_1_black_both,False,nan,1,20230808:143045.504162,20230808:143049.375214
13,bullseye_high_freq,True,0.49,2,20230808:143049.376350,20230808:143054.367883
14,catch_trial_4_black_both,False,nan,4,20230808:143054.369015,20230808:143057.487966
15,sbc,True,0.51,1,20230808:143057.489070,20230808:143059.661925
16,catch_trial_1_white_both,False,nan,1,20230808:143059.706178,20230808:143105.030240
17,checkerboard,False,0.49,4,20230808:143105.031488,20230808:143112.887327
18,catch_trial_4_white_both,False,nan,4,20230808:143112.888483,20230808:143115.595554
19,whites_separate,False,0.5,1,20230808:143115.596708,20230808:143118.949387
20,strip,False,0.51,4,20230808:143118.955452,20230808:143128.826902
21,bullseye_low_separate,True,0.51,2,20230808:143128.828026,20230808:143138.169319
22,checkerboard,True,0.49,1,20230808:143138.170435,20230808:143140.152921
23,sbc_separate,True,0.5,5,20230808:143140.154030,20230808:143142.633717
24,whites,True,0.49,5,20230808:143142.634855,20230808:143144.120646
25,sbc_separate,False,0.5,1,20230808:143144.121776,20230808:143146.253262
26,sbc,False,0.51,5,20230808:143146.254405,20230808:143149.074052
27,whites,False,0.49,1,20230808:143149.075192,20230808:143156.879494
