trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_3_white_right,False,nan,nan,0.2302567944779847,20230808:141825.036917,20230808:141836.112763
1,whites_separate,Right,0.5,True,0.4514129227345885,20230808:141836.114125,20230808:141856.539192
2,whites_separate,Left,0.5,True,0.48651468183494573,20230808:141856.540383,20230808:141906.516869
3,whites,Left,0.49,False,0.5298832426344133,20230808:141906.518043,20230808:141933.665207
4,strip,Left,0.51,False,0.5410025124735423,20230808:141933.666388,20230808:141950.603111
5,catch_trial_3_black_left,False,nan,nan,0.37374232795046286,20230808:141950.604558,20230808:142007.750673
6,bullseye_high_freq,Right,0.49,True,0.45999999999999996,20230808:142007.751848,20230808:142023.274535
7,bullseye_high_freq,Left,0.49,False,0.49472907835318936,20230808:142023.275696,20230808:142044.314710
8,sbc_separate,Right,0.5,True,0.49091769435461585,20230808:142044.316184,20230808:142053.890332
9,checkerboard,Right,0.49,True,0.5286655464457226,20230808:142053.891473,20230808:142112.859212
10,catch_trial_3_white_left,False,nan,nan,0.19104487220395316,20230808:142112.860374,20230808:142120.310722
11,sbc,Left,0.51,False,0.3859263623133782,20230808:142120.311965,20230808:142132.623964
12,sbc,Right,0.51,True,0.5328405800335985,20230808:142132.625086,20230808:142151.010472
13,checkerboard_separate,Left,0.5,False,0.45025071395080746,20230808:142151.011322,20230808:142203.317067
14,strip,Right,0.51,False,0.52,20230808:142203.318241,20230808:142217.527222
15,catch_trial_3_black_right,False,nan,nan,0.3606006732642459,20230808:142217.528395,20230808:142229.447248
16,whites,Right,0.49,False,0.431949741132015,20230808:142229.448566,20230808:142246.021875
17,bullseye_low_separate,Left,0.51,False,0.49614205316262017,20230808:142318.221608,20230808:142337.265154
18,sbc_separate,Left,0.5,False,0.576727231671824,20230808:142337.266353,20230808:142349.596471
19,checkerboard,Left,0.49,True,0.48799749468795495,20230808:142349.597658,20230808:142408.396686
20,checkerboard_separate,Right,0.5,False,0.4934911682665494,20230808:142408.397876,20230808:142430.970140
21,bullseye_low_separate,Right,0.51,False,0.45922102171360496,20230808:142430.971341,20230808:142442.928300
