trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_3,False,nan,3,20230904:171330.480607,20230904:171331.920368
1,checkerboard,True,0.49,3,20230904:171331.921735,20230904:171333.659167
2,catch_trial_black_5,False,nan,3,20230904:171333.660274,20230904:171334.788892
3,sbc,False,0.51,2,20230904:171334.789991,20230904:171337.962977
4,catch_trial_black_4,False,nan,3,20230904:171337.964099,20230904:171340.170777
5,sbc,True,0.51,3,20230904:171340.171689,20230904:171346.515303
6,catch_trial_white_1,False,nan,2,20230904:171346.516603,20230904:171409.065896
7,bullseye_low_separate,True,0.51,2,20230904:171409.067046,20230904:171431.888264
8,catch_trial_black_1,False,nan,3,20230904:171431.889395,20230904:171434.658320
9,checkerboard,False,0.49,3,20230904:171434.659439,20230904:171437.802027
10,catch_trial_white_4,False,nan,4,20230904:171437.803165,20230904:171438.977409
11,whites_separate,True,0.5,4,20230904:171438.978519,20230904:171443.681391
12,catch_trial_black_2,False,nan,3,20230904:171443.682520,20230904:171445.442966
13,strip,False,0.51,4,20230904:171445.444066,20230904:171446.406012
14,catch_trial_white_5,False,nan,4,20230904:171446.407391,20230904:171447.758193
15,bullseye_low_separate,False,0.51,3,20230904:171447.759299,20230904:171449.511372
16,catch_trial_black_3,False,nan,3,20230904:171449.512490,20230904:171451.004363
17,whites,True,0.49,3,20230904:171451.005492,20230904:171452.351237
18,catch_trial_white_2,False,nan,2,20230904:171452.352366,20230904:171453.859411
19,checkerboard_separate,False,0.5,3,20230904:171453.860516,20230904:171459.196960
20,sbc_separate,True,0.5,3,20230904:171459.198078,20230904:171500.074632
21,whites,False,0.49,3,20230904:171500.075747,20230904:171501.348049
22,checkerboard_separate,True,0.5,2,20230904:171501.349192,20230904:171502.480223
23,sbc_separate,False,0.5,3,20230904:171502.481358,20230904:171503.987362
24,strip,True,0.51,3,20230904:171503.988527,20230904:171505.853454
25,bullseye_high_freq,False,0.49,3,20230904:171505.854595,20230904:171513.024210
26,bullseye_high_freq,True,0.49,2,20230904:171513.025607,20230904:171523.121660
27,whites_separate,False,0.5,3,20230904:171523.155178,20230904:171524.903684
