trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0,20230904:170616.668495,20230904:170627.475332
1,strip,Left,0.51,True,0.15000000000000002,20230904:170627.476665,20230904:170634.275981
2,bullseye_low_separate,Left,0.51,True,0.2107775488337721,20230904:170634.277301,20230904:170643.869516
3,bullseye_high_freq,Left,0.49,False,0.038350081910349054,20230904:170643.870610,20230904:170647.058930
4,checkerboard_separate,Right,0.5,True,0.06523837672330704,20230904:170647.060030,20230904:170654.251466
5,catch_trial_white_3,Right,0.5,False,0.7000000000000001,20230904:170654.252566,20230904:170707.627792
6,checkerboard,Right,0.49,False,0.25,20230904:170707.628935,20230904:170731.895961
7,checkerboard,Left,0.49,True,0.21810961114621719,20230904:170731.897074,20230904:170737.288024
8,sbc,Left,0.51,True,0.15000000000000002,20230904:170737.288885,20230904:170743.633526
9,whites,Left,0.49,False,0.23584856513585395,20230904:170743.634662,20230904:170751.104459
10,catch_trial_white_3,Left,0.5,False,0.7102098056522772,20230904:170751.105578,20230904:170755.189626
11,sbc_separate,Left,0.5,False,0.3284056295030728,20230904:170755.190745,20230904:170802.559554
12,strip,Right,0.51,False,0.5218323207261317,20230904:170802.560670,20230904:170813.123698
13,whites_separate,Right,0.5,True,0.4443821009625985,20230904:170813.124847,20230904:170821.472540
14,bullseye_low_separate,Right,0.51,True,0.4927897392955981,20230904:170821.473662,20230904:170828.175721
15,catch_trial_black_3,Left,0.5,False,0,20230904:170828.176893,20230904:170834.707574
16,checkerboard_separate,Left,0.5,True,0.036735004365077234,20230904:170834.708607,20230904:170911.563487
17,whites,Right,0.49,True,0.08737865036353669,20230904:170911.564610,20230904:170925.452110
18,sbc,Right,0.51,True,0.13276220449242748,20230904:170925.453268,20230904:170931.525648
19,sbc_separate,Right,0.5,True,0.2493531191332063,20230904:171017.495757,20230904:171021.207832
20,whites_separate,Left,0.5,True,0.4621083159568154,20230904:171021.209071,20230904:171024.671078
21,bullseye_high_freq,Right,0.49,True,0.06134645134979158,20230904:171024.672267,20230904:171027.739469
