trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,5,20230904:171042.838667,20230904:171120.063549
1,strip,True,0.49,2,20230904:171120.064965,20230904:171132.196599
2,catch_trial_white_2,False,nan,2,20230904:171132.197770,20230904:171135.630791
3,checkerboard,False,0.5,4,20230904:171135.631643,20230904:171138.860352
4,catch_trial_white_4,False,nan,4,20230904:171138.861863,20230904:171142.511777
5,bullseye_low_separate,False,0.49,3,20230904:171142.512942,20230904:171145.751149
6,catch_trial_black_2,False,nan,3,20230904:171145.752298,20230904:171147.239544
7,checkerboard_separate,False,0.51,4,20230904:171147.240654,20230904:171149.285169
8,catch_trial_black_1,False,nan,3,20230904:171149.286268,20230904:171151.142148
9,whites_separate,False,0.51,2,20230904:171151.143260,20230904:171153.334651
10,catch_trial_black_5,False,nan,3,20230904:171153.335761,20230904:171156.207700
11,sbc,True,0.49,4,20230904:171156.208842,20230904:171158.034904
12,catch_trial_black_4,False,nan,3,20230904:171158.036276,20230904:171201.049694
13,sbc_separate,True,0.51,3,20230904:171201.050807,20230904:171204.133180
14,catch_trial_white_1,False,nan,2,20230904:171204.134323,20230904:171205.798443
15,whites,False,0.5,3,20230904:171205.799557,20230904:171210.331172
16,catch_trial_black_3,False,nan,3,20230904:171210.332302,20230904:171210.467498
17,checkerboard,True,0.5,3,20230904:171210.467932,20230904:171217.989901
18,catch_trial_white_3,False,nan,3,20230904:171217.991025,20230904:171220.127552
19,sbc,False,0.49,3,20230904:171220.128661,20230904:171221.358685
20,whites,True,0.5,3,20230904:171221.359790,20230904:171223.356391
21,bullseye_high_freq,False,0.5,3,20230904:171223.357520,20230904:171226.259247
22,checkerboard_separate,True,0.51,3,20230904:171226.260648,20230904:171227.713759
23,sbc_separate,False,0.51,3,20230904:171227.714995,20230904:171233.125235
24,strip,False,0.49,3,20230904:171233.126347,20230904:171234.879856
25,whites_separate,True,0.51,3,20230904:171234.880989,20230904:171235.833458
26,bullseye_high_freq,True,0.5,3,20230904:171235.834582,20230904:171237.143264
27,bullseye_low_separate,True,0.49,3,20230904:171237.144392,20230904:171239.471045
