trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Right,0.5,False,0.6588413957565631,20230811:160828.090544,20230811:160844.303524
1,whites,Left,0.5,False,0.5187443714062754,20230811:160844.304945,20230811:160914.498849
2,checkerboard_separate,Right,0.51,True,0.4814489775067665,20230811:160914.500039,20230811:160944.561907
3,whites_separate,Right,0.51,False,0.5451060797396657,20230811:160944.563105,20230811:161009.073541
4,checkerboard,Left,0.5,False,0.3927620151396433,20230811:161009.074840,20230811:161021.720239
5,catch_trial_black_3,Left,0.5,False,0.5446485732717322,20230811:161021.721469,20230811:161046.666778
6,bullseye_low_separate,Left,0.49,False,0.4305156405498548,20230811:161046.668183,20230811:161100.938495
7,sbc_separate,Left,0.51,True,0.4038409222507916,20230811:161100.939689,20230811:161119.978566
8,whites,Right,0.5,False,0.5496306401430613,20230811:161119.979756,20230811:161147.298960
9,sbc,Right,0.49,True,0.5728942258835739,20230811:161147.300148,20230811:161218.993391
10,catch_trial_white_3,Right,0.5,False,0.39127779538052027,20230811:161218.994548,20230811:161236.850307
11,bullseye_high_freq,Right,0.5,True,0.39506376102518276,20230811:161236.851465,20230811:161251.940582
12,checkerboard,Right,0.5,True,0.5402136715929386,20230811:161251.941739,20230811:161302.145871
13,whites_separate,Left,0.51,False,0.4263534415510961,20230811:161302.147028,20230811:161311.930546
14,sbc,Left,0.49,True,0.3952669678716165,20230811:161311.931902,20230811:161327.230158
15,catch_trial_white_3,Left,0.5,False,0.3993850574425346,20230811:161327.231299,20230811:161343.911128
16,strip,Left,0.49,False,0.45999999999999996,20230811:161343.974602,20230811:161407.003276
17,sbc_separate,Right,0.51,False,0.523988456322092,20230811:161407.004481,20230811:161422.424399
18,bullseye_high_freq,Left,0.5,True,0.4499999999999996,20230811:161422.425565,20230811:161445.875015
19,bullseye_low_separate,Right,0.49,True,0.41488023054339274,20230811:161445.876209,20230811:161458.018257
20,checkerboard_separate,Left,0.51,True,0.432611975776139,20230811:161458.019412,20230811:161514.005536
21,strip,Right,0.49,True,0.4441868508781873,20230811:161514.078182,20230811:161539.448026
