trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_1,False,nan,1,20230811:162901.326428,20230811:162908.521229
1,bullseye_low_separate,True,0.49,3,20230811:162908.522739,20230811:162922.780848
2,catch_trial_black_2,False,nan,2,20230811:162922.782014,20230811:162926.579423
3,whites,True,0.5,4,20230811:162926.580581,20230811:162930.981117
4,catch_trial_black_4,False,nan,4,20230811:162930.982283,20230811:162937.241071
5,strip,True,0.49,2,20230811:162937.242260,20230811:162952.075278
6,catch_trial_black_3,False,nan,3,20230811:162952.076750,20230811:162954.941905
7,sbc_separate,False,0.51,4,20230811:162954.943281,20230811:163001.750120
8,catch_trial_white_5,False,nan,5,20230811:163001.751324,20230811:163012.212795
9,bullseye_high_freq,False,0.5,5,20230811:163012.214019,20230811:163018.619972
10,catch_trial_white_3,False,nan,3,20230811:163018.621274,20230811:163026.966729
11,checkerboard_separate,True,0.51,2,20230811:163026.967876,20230811:163031.738946
12,catch_trial_white_4,False,nan,4,20230811:163031.740250,20230811:163038.067201
13,strip,False,0.49,3,20230811:163038.068398,20230811:163041.499529
14,catch_trial_black_5,False,nan,2,20230811:163041.500707,20230811:163044.962193
15,checkerboard,True,0.5,2,20230811:163044.963325,20230811:163048.434723
16,catch_trial_white_1,False,nan,2,20230811:163048.435845,20230811:163051.189333
17,bullseye_high_freq,True,0.5,2,20230811:163051.190442,20230811:163054.181411
18,catch_trial_white_2,False,nan,2,20230811:163054.183001,20230811:163057.262853
19,bullseye_low_separate,False,0.49,4,20230811:163057.263987,20230811:163104.719318
20,whites_separate,False,0.51,2,20230811:163104.720461,20230811:163110.602826
21,checkerboard,False,0.5,5,20230811:163110.603998,20230811:163114.792225
22,sbc,False,0.49,4,20230811:163114.793361,20230811:163122.103827
23,sbc_separate,True,0.51,4,20230811:163122.104977,20230811:163129.731160
24,sbc,True,0.49,2,20230811:163129.732321,20230811:163133.630380
25,checkerboard_separate,False,0.51,3,20230811:163133.631725,20230811:163142.000653
26,whites_separate,True,0.51,3,20230811:163142.001803,20230811:163145.758348
27,whites,False,0.5,4,20230811:163145.759715,20230811:163151.183580
