trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_3_black_left,False,nan,nan,0.5116822323547643,20230808:151814.635916,20230808:151942.908364
1,checkerboard,Left,0.5,False,0.631684334015684,20230808:151942.909722,20230808:152006.317502
2,whites,Left,0.5,True,0.7181265950197109,20230808:152006.318624,20230808:152014.715213
3,sbc_separate,Left,0.51,False,0.6532053529499776,20230808:152014.716357,20230808:152155.903652
4,checkerboard_separate,Right,0.51,True,0.4568279278291159,20230808:152155.904819,20230808:152209.692719
5,catch_trial_3_white_left,False,nan,nan,0.24350285744606176,20230808:152209.694019,20230808:152223.054132
6,strip,Right,0.49,False,0.44786459629103587,20230808:152223.055251,20230808:152232.000562
7,whites_separate,Left,0.51,False,0.6103326348226783,20230808:152232.001705,20230808:152245.428149
8,checkerboard,Right,0.5,False,0.4297056898148011,20230808:152245.429300,20230808:152256.920840
9,bullseye_high_freq,Left,0.5,True,0.6307312046325244,20230808:152256.921979,20230808:152311.164964
10,catch_trial_3_white_right,False,nan,nan,0.1910028692165912,20230808:152311.166123,20230808:152319.832012
11,sbc,Right,0.49,False,0.6974165044438068,20230808:152319.833310,20230808:152327.743440
12,bullseye_low_separate,Right,0.49,True,0.41931711528357696,20230808:152327.744567,20230808:152343.620122
13,sbc,Left,0.49,True,0.373872501687044,20230808:152343.621259,20230808:152358.737606
14,bullseye_low_separate,Left,0.49,True,0.5740080919194847,20230808:152358.738738,20230808:152412.547457
15,catch_trial_3_black_right,False,nan,nan,0.44055117369367,20230808:152412.548603,20230808:152427.538500
16,checkerboard_separate,Left,0.51,False,0.607100504537457,20230808:152427.539659,20230808:152444.391763
17,whites_separate,Right,0.51,True,0.38193915006850443,20230808:152444.392908,20230808:152500.614497
18,whites,Right,0.5,True,0.43213417994997094,20230808:152500.615896,20230808:152513.812120
19,strip,Left,0.49,True,0.5352976322200007,20230808:152513.813252,20230808:152520.413044
20,bullseye_high_freq,Right,0.5,True,0.4385280120626951,20230808:152520.414203,20230808:152530.688204
21,sbc_separate,Right,0.51,False,0.43750996038324197,20230808:152530.689354,20230808:152552.773736
