trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_5_white_both,False,nan,5,20230808:151001.583255,20230808:151131.162043
1,whites_separate,False,0.51,1,20230808:151131.163453,20230808:151137.150489
2,catch_trial_4_white_both,False,nan,5,20230808:151137.151662,20230808:151140.550133
3,checkerboard,True,0.5,5,20230808:151140.551268,20230808:151153.903914
4,catch_trial_2_white_both,False,nan,1,20230808:151153.905046,20230808:151201.369839
5,sbc,False,0.49,5,20230808:151201.370995,20230808:151204.866625
6,catch_trial_3_black_both,False,nan,3,20230808:151204.867779,20230808:151226.235674
7,checkerboard,False,0.5,2,20230808:151226.236891,20230808:151234.654834
8,catch_trial_2_black_both,False,nan,1,20230808:151234.656018,20230808:151240.958564
9,strip,True,0.49,4,20230808:151240.959739,20230808:151246.244844
10,catch_trial_1_white_both,False,nan,1,20230808:151246.282670,20230808:151248.874218
11,sbc,True,0.49,1,20230808:151248.875330,20230808:151251.760312
12,catch_trial_5_black_both,False,nan,5,20230808:151251.816180,20230808:151254.486400
13,sbc_separate,True,0.51,5,20230808:151254.487528,20230808:151257.246344
14,catch_trial_1_black_both,False,nan,1,20230808:151257.247473,20230808:151259.165989
15,checkerboard_separate,True,0.51,5,20230808:151259.198505,20230808:151302.108357
16,catch_trial_3_white_both,False,nan,3,20230808:151302.109469,20230808:151309.915652
17,whites,False,0.5,1,20230808:151309.916019,20230808:151314.857900
18,catch_trial_4_black_both,False,nan,4,20230808:151314.859027,20230808:151322.795090
19,bullseye_high_freq,False,0.5,1,20230808:151322.796529,20230808:151327.573941
20,sbc_separate,False,0.51,1,20230808:151327.575092,20230808:151332.299418
21,whites,True,0.5,5,20230808:151332.300577,20230808:151335.609895
22,strip,False,0.49,1,20230808:151335.611085,20230808:151342.818719
23,whites_separate,True,0.51,5,20230808:151342.819877,20230808:151346.114170
24,checkerboard_separate,False,0.51,1,20230808:151346.115625,20230808:151349.361144
25,bullseye_low_separate,False,0.49,1,20230808:151349.362281,20230808:151352.758955
26,bullseye_low_separate,True,0.49,5,20230808:151352.760124,20230808:151356.553626
27,bullseye_high_freq,True,0.5,5,20230808:151356.554771,20230808:151401.514351
