trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_3_black_left,False,nan,nan,0.466414498553788,20230808:152555.226368,20230808:152608.731074
1,whites,Left,0.51,False,0.5764459455534955,20230808:152608.732459,20230808:152622.164393
2,bullseye_high_freq,Right,0.51,True,0.40145641278302835,20230808:152622.165505,20230808:152627.199819
3,strip,Right,0.5,False,0.5011282039608262,20230808:152627.200957,20230808:152642.213697
4,sbc_separate,Right,0.49,False,0.4063524187647307,20230808:152642.215106,20230808:152657.623028
5,catch_trial_3_black_right,False,nan,nan,0.35098702913470714,20230808:152657.624171,20230808:152706.693629
6,bullseye_low_separate,Right,0.5,False,0.38332029861105965,20230808:152706.694784,20230808:152722.581207
7,bullseye_low_separate,Left,0.5,False,0.5763245588392929,20230808:152722.582347,20230808:152737.472845
8,strip,Left,0.5,True,0.5202876004105625,20230808:152737.473958,20230808:152746.834693
9,checkerboard,Left,0.51,False,0.532146057380318,20230808:152746.836012,20230808:152758.234602
10,catch_trial_3_white_left,False,nan,nan,0.18748914308028258,20230808:152758.287427,20230808:152812.727064
11,sbc,Right,0.5,False,0.6889953642410298,20230808:152812.728026,20230808:152825.667508
12,sbc_separate,Left,0.49,True,0.5951274116912434,20230808:152825.668653,20230808:152837.765409
13,bullseye_high_freq,Left,0.51,False,0.5616082299055389,20230808:152837.766731,20230808:152850.787657
14,whites,Right,0.51,True,0.39947103379401117,20230808:152850.788793,20230808:152907.118674
15,catch_trial_3_white_right,False,nan,nan,0.20697341357930965,20230808:152907.119806,20230808:152914.442020
16,sbc,Left,0.5,False,0.3946012734037122,20230808:152914.443218,20230808:152925.399934
17,whites_separate,Right,0.49,False,0.3292992828734963,20230808:152925.401066,20230808:152938.242448
18,checkerboard_separate,Left,0.49,True,0.5319336572755972,20230808:152938.243561,20230808:152952.855990
19,whites_separate,Left,0.49,False,0.5659242968374162,20230808:152952.857107,20230808:153007.867419
20,checkerboard_separate,Right,0.49,False,0.3667402220985595,20230808:153007.868558,20230808:153019.208097
21,checkerboard,Right,0.51,True,0.39359423343988253,20230808:153019.209238,20230808:153038.574819
