trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_5,False,nan,5,20230811:154857.307351,20230811:154908.594455
1,strip,False,0.49,3,20230811:154908.595744,20230811:154918.086508
2,catch_trial_black_4,False,nan,4,20230811:154918.087622,20230811:154925.642328
3,checkerboard,False,0.5,3,20230811:154925.643423,20230811:154933.185666
4,catch_trial_black_3,False,nan,3,20230811:154933.186805,20230811:154936.352525
5,sbc_separate,True,0.51,3,20230811:154936.353658,20230811:154940.699939
6,catch_trial_black_2,False,nan,3,20230811:154940.701064,20230811:154943.237115
7,bullseye_high_freq,True,0.5,3,20230811:154943.238231,20230811:154945.172580
8,catch_trial_white_3,False,nan,3,20230811:154945.173819,20230811:154949.769484
9,sbc,True,0.49,3,20230811:154949.770573,20230811:154956.135670
10,catch_trial_white_2,False,nan,2,20230811:154956.136791,20230811:155002.222895
11,bullseye_low_separate,False,0.49,3,20230811:155002.224014,20230811:155009.486300
12,catch_trial_black_1,False,nan,2,20230811:155009.487435,20230811:155023.394269
13,strip,True,0.49,3,20230811:155023.395391,20230811:155026.934646
14,catch_trial_white_1,False,nan,1,20230811:155026.935757,20230811:155035.529214
15,checkerboard_separate,True,0.51,3,20230811:155035.530320,20230811:155041.491470
16,catch_trial_white_4,False,nan,3,20230811:155041.492606,20230811:155045.926996
17,whites_separate,True,0.51,4,20230811:155045.928131,20230811:155050.479515
18,catch_trial_black_5,False,nan,5,20230811:155050.480716,20230811:155101.251320
19,checkerboard,True,0.5,2,20230811:155101.252446,20230811:155108.129786
20,bullseye_low_separate,True,0.49,3,20230811:155108.130916,20230811:155111.106648
21,whites,True,0.5,4,20230811:155111.107708,20230811:155119.063401
22,whites,False,0.5,2,20230811:155119.064502,20230811:155141.135281
23,whites_separate,False,0.51,2,20230811:155141.136417,20230811:155151.427844
24,sbc_separate,False,0.51,3,20230811:155151.429008,20230811:155156.954457
25,sbc,False,0.49,4,20230811:155156.955580,20230811:155211.435211
26,bullseye_high_freq,False,0.5,3,20230811:155211.436347,20230811:155234.384463
27,checkerboard_separate,False,0.51,4,20230811:155234.385587,20230811:155248.246776
