trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_2,False,nan,2,20230811:155800.702314,20230811:155803.339936
1,sbc,True,0.51,2,20230811:155803.341269,20230811:155811.678728
2,catch_trial_black_2,False,nan,3,20230811:155811.690864,20230811:155839.660347
3,checkerboard,False,0.49,4,20230811:155839.660698,20230811:155843.702304
4,catch_trial_black_4,False,nan,4,20230811:155843.703418,20230811:155851.414386
5,bullseye_low_separate,False,0.51,3,20230811:155851.415497,20230811:155912.374458
6,catch_trial_white_4,False,nan,4,20230811:155912.375711,20230811:155918.938484
7,strip,False,0.51,4,20230811:155918.938854,20230811:155924.894835
8,catch_trial_white_5,False,nan,5,20230811:155924.896305,20230811:155929.537627
9,sbc,False,0.51,3,20230811:155929.538747,20230811:155939.353788
10,catch_trial_black_3,False,nan,4,20230811:155939.354186,20230811:155950.699735
11,sbc_separate,True,0.5,3,20230811:155950.701120,20230811:160002.940900
12,catch_trial_white_3,False,nan,3,20230811:160002.942049,20230811:160019.136225
13,checkerboard,True,0.49,2,20230811:160019.137421,20230811:160024.455896
14,catch_trial_white_1,False,nan,2,20230811:160024.457023,20230811:160026.477363
15,checkerboard_separate,True,0.5,2,20230811:160026.478698,20230811:160034.557521
16,catch_trial_black_5,False,nan,4,20230811:160034.558789,20230811:160036.948863
17,bullseye_low_separate,True,0.51,3,20230811:160036.949352,20230811:160039.946245
18,catch_trial_black_1,False,nan,2,20230811:160039.947388,20230811:160052.432883
19,whites_separate,True,0.5,4,20230811:160052.433643,20230811:160057.379763
20,whites,False,0.49,2,20230811:160057.380904,20230811:160103.798309
21,whites_separate,False,0.5,2,20230811:160103.799432,20230811:160107.713971
22,strip,True,0.51,3,20230811:160107.715154,20230811:160111.831048
23,checkerboard_separate,False,0.5,3,20230811:160111.832901,20230811:160118.706514
24,whites,True,0.49,4,20230811:160118.707634,20230811:160122.110469
25,bullseye_high_freq,False,0.49,4,20230811:160122.111558,20230811:160129.757947
26,sbc_separate,False,0.5,2,20230811:160129.759086,20230811:160139.414200
27,bullseye_high_freq,True,0.49,3,20230811:160139.415322,20230811:160143.351763
