trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_white_3,Left,0.5,False,0.409153613370438,20230811:153903.670152,20230811:153913.092041
1,sbc,Right,0.49,True,0.676248787493011,20230811:153913.093466,20230811:153921.578409
2,bullseye_high_freq,Left,0.5,True,0.44763392111935435,20230811:153921.579718,20230811:153930.802120
3,sbc_separate,Left,0.51,True,0.5471984343336537,20230811:153930.803316,20230811:153940.994470
4,strip,Left,0.49,True,0.45704975289376876,20230811:153940.995655,20230811:153951.841416
5,catch_trial_black_3,Right,0.5,False,0.6347671445456768,20230811:153951.842563,20230811:154000.153209
6,sbc,Left,0.49,False,0.39999999999999963,20230811:154000.154410,20230811:154021.713198
7,whites_separate,Right,0.51,True,0.484532917910321,20230811:154021.714673,20230811:154027.296873
8,checkerboard,Left,0.5,False,0.3904135230701252,20230811:154027.298066,20230811:154034.731204
9,whites,Left,0.5,True,0.4562283272039485,20230811:154034.732292,20230811:154042.905507
10,catch_trial_white_3,Right,0.5,False,0.378128966679202,20230811:154042.906672,20230811:154046.827310
11,bullseye_low_separate,Left,0.49,True,0.5581100986249713,20230811:154046.828637,20230811:154054.990229
12,checkerboard,Right,0.5,True,0.47801188843115644,20230811:154054.991361,20230811:154102.322145
13,bullseye_high_freq,Right,0.5,False,0.4977344399581706,20230811:154102.323302,20230811:154106.123384
14,sbc_separate,Right,0.51,True,0.5546679015463339,20230811:154106.124691,20230811:154112.520581
15,catch_trial_black_3,Left,0.5,False,0.6167724811971296,20230811:154112.521539,20230811:154119.110866
16,strip,Right,0.49,True,0.46826380608200907,20230811:154119.112029,20230811:154122.811293
17,bullseye_low_separate,Right,0.49,True,0.4744850366488316,20230811:154122.812866,20230811:154131.520066
18,whites,Right,0.5,False,0.5505622307639567,20230811:154131.521207,20230811:154136.299243
19,checkerboard_separate,Right,0.51,False,0.5638529365830605,20230811:154136.365558,20230811:154142.050189
20,whites_separate,Left,0.51,False,0.5419994548694654,20230811:154142.051318,20230811:154153.636972
21,checkerboard_separate,Left,0.51,False,0.4891422384682808,20230811:154153.638152,20230811:154202.531512
