trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_3,False,nan,2,20230811:145817.947798,20230811:145829.596145
1,bullseye_high_freq,True,0.5,3,20230811:145829.597581,20230811:145837.401887
2,catch_trial_white_2,False,nan,1,20230811:145837.403075,20230811:145843.860562
3,sbc_separate,False,0.51,3,20230811:145843.861697,20230811:145854.883267
4,catch_trial_black_4,False,nan,5,20230811:145854.884142,20230811:145859.580687
5,bullseye_high_freq,False,0.5,4,20230811:145859.581858,20230811:145906.732113
6,catch_trial_white_4,False,nan,5,20230811:145906.733301,20230811:145910.372097
7,checkerboard_separate,True,0.51,1,20230811:145910.373259,20230811:145913.792758
8,catch_trial_black_1,False,nan,1,20230811:145913.793910,20230811:145916.044206
9,strip,True,0.49,3,20230811:145916.045316,20230811:145924.740324
10,catch_trial_black_2,False,nan,2,20230811:145924.741480,20230811:145931.583535
11,whites,False,0.5,4,20230811:145931.584677,20230811:145937.676464
12,catch_trial_black_5,False,nan,5,20230811:145937.677854,20230811:145939.748592
13,sbc_separate,True,0.51,3,20230811:145939.749707,20230811:145951.444578
14,catch_trial_white_1,False,nan,1,20230811:145951.445699,20230811:145955.537267
15,strip,False,0.49,5,20230811:145955.538366,20230811:145958.621583
16,catch_trial_white_5,False,nan,5,20230811:145958.622697,20230811:150000.801104
17,checkerboard_separate,False,0.51,3,20230811:150000.802205,20230811:150003.590738
18,catch_trial_white_3,False,nan,3,20230811:150003.591886,20230811:150005.031946
19,bullseye_low_separate,False,0.49,4,20230811:150005.033082,20230811:150008.112698
20,sbc,True,0.49,1,20230811:150008.113831,20230811:150015.551929
21,bullseye_low_separate,True,0.49,1,20230811:150015.553078,20230811:150044.297628
22,checkerboard,False,0.5,5,20230811:150044.298752,20230811:150046.714676
23,whites_separate,True,0.51,4,20230811:150046.715791,20230811:150050.994566
24,checkerboard,True,0.5,3,20230811:150050.995772,20230811:150055.548554
25,whites,True,0.5,1,20230811:150055.549811,20230811:150101.959823
26,whites_separate,False,0.51,2,20230811:150101.960982,20230811:150105.742348
27,sbc,False,0.49,3,20230811:150105.743472,20230811:150115.557364
