trial,stim,target_side,presented_intensity,matching_flipped,intensity_match,start_time,stop_time
0,catch_trial_black_3,Left,0.5,False,0.6001934447873007,20230811:152459.651123,20230811:152522.096169
1,whites_separate,Left,0.5,False,0.4443914783779516,20230811:152522.097628,20230811:152538.146920
2,whites_separate,Right,0.5,False,0.4397383659218151,20230811:152538.148062,20230811:152620.131375
3,whites,Right,0.49,False,0.3867136556034837,20230811:152620.132530,20230811:152713.302683
4,checkerboard,Right,0.49,True,0.40659152122003156,20230811:152713.303832,20230811:152739.051946
5,catch_trial_white_3,Right,0.5,False,0.38547795036981597,20230811:152739.053073,20230811:152755.209370
6,bullseye_high_freq,Right,0.49,True,0.4288029465361825,20230811:152755.210517,20230811:152831.902325
7,sbc,Left,0.51,False,0.4052104942309565,20230811:152831.903452,20230811:152951.276888
8,sbc_separate,Right,0.5,True,0.4211824270559562,20230811:152951.278028,20230811:153003.944698
9,checkerboard_separate,Left,0.5,False,0.501614673087125,20230811:153003.945730,20230811:153017.069389
10,catch_trial_white_3,Left,0.5,False,0.42050569384046677,20230811:153017.070535,20230811:153108.291981
11,sbc,Right,0.51,True,0.5588030604404002,20230811:153108.292821,20230811:153120.004548
12,bullseye_high_freq,Left,0.49,False,0.4918586608779683,20230811:153120.005787,20230811:153128.872285
13,bullseye_low_separate,Left,0.51,False,0.5257076317726573,20230811:153128.873412,20230811:153153.615512
14,bullseye_low_separate,Right,0.51,True,0.4513348618573082,20230811:153153.616786,20230811:153212.398187
15,catch_trial_black_3,Right,0.5,False,0.6579982541393371,20230811:153212.399295,20230811:153238.741067
16,sbc_separate,Left,0.5,False,0.5568058132045698,20230811:153238.742221,20230811:153308.250730
17,checkerboard_separate,Right,0.5,True,0.4709362908755808,20230811:153308.252005,20230811:153340.699772
18,whites,Left,0.49,True,0.4834882391775335,20230811:153340.700952,20230811:153405.969469
19,strip,Right,0.51,False,0.5106579435631676,20230811:153405.970585,20230811:153442.599145
20,checkerboard,Left,0.49,False,0.45516339283805035,20230811:153442.600342,20230811:153453.340473
21,strip,Left,0.51,False,0.49511869302553896,20230811:153453.341828,20230811:153512.563892
