trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_white_3,False,nan,2,20230904:172219.800449,20230904:172240.899274
1,bullseye_high_freq,False,0.51,5,20230904:172240.900870,20230904:172253.817524
2,catch_trial_black_3,False,nan,3,20230904:172253.818626,20230904:172317.644991
3,sbc_separate,True,0.49,4,20230904:172317.646113,20230904:172329.001167
4,catch_trial_black_1,False,nan,1,20230904:172329.002261,20230904:172331.875853
5,checkerboard_separate,False,0.49,4,20230904:172331.876954,20230904:172338.186541
6,catch_trial_white_1,False,nan,1,20230904:172338.187651,20230904:172342.551098
7,sbc,True,0.5,2,20230904:172342.552191,20230904:172349.428876
8,catch_trial_white_4,False,nan,5,20230904:172349.430139,20230904:172353.562339
9,whites_separate,False,0.49,1,20230904:172353.563438,20230904:172356.520130
10,catch_trial_white_5,False,nan,5,20230904:172356.521261,20230904:172358.179277
11,bullseye_low_separate,True,0.5,4,20230904:172358.180377,20230904:172416.135379
12,catch_trial_black_2,False,nan,1,20230904:172416.136461,20230904:172427.523013
13,whites,True,0.51,5,20230904:172427.524152,20230904:172432.778624
14,catch_trial_black_5,False,nan,5,20230904:172432.828054,20230904:172444.040554
15,checkerboard,False,0.51,5,20230904:172444.041890,20230904:172456.160486
16,catch_trial_black_4,False,nan,5,20230904:172456.161611,20230904:172502.162593
17,sbc,False,0.5,4,20230904:172502.163686,20230904:172508.314940
18,catch_trial_white_2,False,nan,1,20230904:172508.316039,20230904:172512.300875
19,whites_separate,True,0.49,5,20230904:172512.301988,20230904:172517.830848
20,whites,False,0.51,1,20230904:172517.831957,20230904:172523.106290
21,bullseye_low_separate,False,0.5,2,20230904:172523.125732,20230904:172528.883037
22,strip,True,0.5,1,20230904:172528.916940,20230904:172539.999195
23,checkerboard_separate,True,0.49,5,20230904:172540.000309,20230904:172552.020223
24,sbc_separate,False,0.49,2,20230904:172552.021342,20230904:172601.927900
25,bullseye_high_freq,True,0.51,4,20230904:172601.929047,20230904:172616.441953
26,strip,False,0.5,4,20230904:172616.443076,20230904:172633.060152
27,checkerboard,True,0.51,1,20230904:172633.061327,20230904:172640.690828
