trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time
0,catch_trial_black_1,False,nan,1,20230904:172642.124046,20230904:172645.443855
1,sbc,True,0.51,1,20230904:172645.445372,20230904:172704.385388
2,catch_trial_black_5,False,nan,5,20230904:172704.386483,20230904:172705.991704
3,strip,False,0.51,5,20230904:172705.992794,20230904:172741.520907
4,catch_trial_white_1,False,nan,1,20230904:172741.521991,20230904:172743.072998
5,checkerboard,True,0.49,1,20230904:172743.074081,20230904:172747.442672
6,catch_trial_white_2,False,nan,1,20230904:172747.443501,20230904:172750.686902
7,whites_separate,True,0.5,5,20230904:172750.688001,20230904:172754.583379
8,catch_trial_black_2,False,nan,1,20230904:172754.584810,20230904:172802.098369
9,sbc_separate,False,0.5,2,20230904:172802.099461,20230904:172805.491296
10,catch_trial_black_4,False,nan,5,20230904:172805.492388,20230904:172842.028299
11,bullseye_low_separate,True,0.51,4,20230904:172842.029422,20230904:172855.858808
12,catch_trial_white_3,False,nan,3,20230904:172855.859885,20230904:172903.808494
13,checkerboard_separate,False,0.5,2,20230904:172903.809592,20230904:172910.444244
14,catch_trial_black_3,False,nan,3,20230904:172910.445362,20230904:172925.590689
15,bullseye_low_separate,False,0.51,2,20230904:172925.591787,20230904:172936.811577
16,catch_trial_white_4,False,nan,5,20230904:172936.812879,20230904:172939.486152
17,whites,False,0.49,1,20230904:172939.487170,20230904:172942.510719
18,catch_trial_white_5,False,nan,5,20230904:172942.511828,20230904:172944.103683
19,sbc_separate,True,0.5,4,20230904:172944.104797,20230904:172948.775346
20,bullseye_high_freq,True,0.49,2,20230904:172948.776877,20230904:172950.861512
21,checkerboard,False,0.49,5,20230904:172950.862602,20230904:173001.638301
22,whites,True,0.49,5,20230904:173001.639405,20230904:173006.604010
23,bullseye_high_freq,False,0.49,2,20230904:173006.605177,20230904:173010.397235
24,whites_separate,False,0.5,1,20230904:173010.398367,20230904:173012.809292
25,sbc,False,0.51,4,20230904:173012.810688,20230904:173017.208668
26,checkerboard_separate,True,0.5,5,20230904:173017.209789,20230904:173029.364047
27,strip,True,0.51,2,20230904:173029.365162,20230904:173034.210098
