trial,stim,target_side,presented_intensity,matching_flipped
0,catch_trial_white_3,Left,0.5,False
1,bullseye_high_freq,Left,0.51,True
2,checkerboard_separate,Left,0.49,True
3,whites_separate,Left,0.49,True
4,strip,Left,0.5,False
5,catch_trial_black_3,Right,0.5,False
6,sbc_separate,Right,0.49,False
7,whites,Left,0.51,False
8,sbc_separate,Left,0.49,True
9,bullseye_low_separate,Right,0.5,False
10,catch_trial_white_3,Right,0.5,False
11,checkerboard_separate,Right,0.49,False
12,checkerboard,Right,0.51,True
13,whites_separate,Right,0.49,True
14,strip,Right,0.5,True
15,catch_trial_black_3,Left,0.5,False
16,sbc,Left,0.5,False
17,checkerboard,Left,0.51,True
18,sbc,Right,0.5,True
19,whites,Right,0.51,True
20,bullseye_high_freq,Right,0.51,False
21,bullseye_low_separate,Left,0.5,True
