trial,stim,target_side,matching_flipped,presented_intensity,intensity_match,intensity_difference,start_time,stop_time,duration,time_of_day
AR_20230904_b-matching-2.results_16,checkerboard,Left,False,0.49,0.45,-0.039,18:39,18:39,11,Evening
AR_20230904_b-matching-2.results_17,whites_separate,Right,True,0.5,0.485,-0.015,18:39,18:39,9,Evening
AR_20230904_b-matching-2.results_18,checkerboard,Right,False,0.49,0.478,-0.012,18:39,18:39,11,Evening
AR_20230904_b-matching-2.results_19,sbc,Right,False,0.51,0.4,-0.109,18:39,18:39,9,Evening
AR_20230904_b-matching-2.results_20,bullseye_high_freq,Left,True,0.49,0.487,-0.003,18:39,18:39,11,Evening
AR_20230904_b-matching-2.results_21,strip,Right,False,0.51,0.489,-0.021,18:39,18:39,8,Evening
KP_20230904_b-matching-0.results_0,catch_trial_white_3,Left,False,0.5,0.014,-0.486,15:36,15:36,3,Afternoon
KP_20230904_b-matching-0.results_1,sbc_separate,Left,True,0.51,0.159,-0.351,15:36,15:36,9,Afternoon
KP_20230904_b-matching-0.results_2,whites,Right,False,0.5,0.514,0.015,15:36,15:36,6,Afternoon
KP_20230904_b-matching-0.results_3,bullseye_low_separate,Right,False,0.49,0.451,-0.038,15:36,15:36,5,Afternoon
KP_20230904_b-matching-0.results_4,bullseye_high_freq,Right,True,0.5,0.458,-0.041,15:36,15:36,7,Afternoon
KP_20230904_b-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.721,0.221,15:36,15:36,6,Afternoon
KP_20230904_b-matching-0.results_6,checkerboard,Right,True,0.5,0.464,-0.035,15:36,15:36,9,Afternoon
KP_20230904_b-matching-0.results_7,bullseye_low_separate,Left,False,0.49,0.5,0.011,15:36,15:37,18,Afternoon
KP_20230904_b-matching-0.results_8,checkerboard_separate,Left,False,0.51,0.593,0.083,15:37,15:37,9,Afternoon
KP_20230904_b-matching-0.results_9,whites_separate,Right,False,0.51,0.506,-0.004,15:37,15:37,8,Afternoon
KP_20230904_b-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.488,-0.012,15:37,15:37,1,Afternoon
KP_20230904_b-matching-0.results_11,strip,Right,True,0.49,0.497,0.008,15:37,15:37,4,Afternoon
KP_20230904_b-matching-0.results_12,bullseye_high_freq,Left,True,0.5,0.4,-0.099,15:37,15:37,11,Afternoon
KP_20230904_b-matching-0.results_13,whites,Left,True,0.5,0.533,0.034,15:37,15:37,5,Afternoon
KP_20230904_b-matching-0.results_14,checkerboard_separate,Right,False,0.51,0.484,-0.026,15:37,15:37,2,Afternoon
KP_20230904_b-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.612,0.112,15:37,15:37,4,Afternoon
KP_20230904_b-matching-0.results_16,sbc,Right,False,0.49,0.43,-0.06,15:37,15:37,5,Afternoon
KP_20230904_b-matching-0.results_17,checkerboard,Left,True,0.5,0.433,-0.067,15:37,15:38,4,Afternoon
KP_20230904_b-matching-0.results_18,sbc_separate,Right,True,0.51,0.465,-0.044,15:38,15:38,3,Afternoon
KP_20230904_b-matching-0.results_19,whites_separate,Left,False,0.51,0.557,0.048,15:38,15:38,3,Afternoon
KP_20230904_b-matching-0.results_20,strip,Left,True,0.49,0.415,-0.075,15:38,15:38,3,Afternoon
KP_20230904_b-matching-0.results_21,sbc,Left,False,0.49,0.412,-0.078,15:38,15:38,2,Afternoon
KP_20230904_b-matching-1.results_0,catch_trial_black_3,Right,False,0.5,0.537,0.038,15:38,15:38,4,Afternoon
KP_20230904_b-matching-1.results_1,sbc,Left,False,0.5,0.723,0.223,15:38,15:38,3,Afternoon
KP_20230904_b-matching-1.results_2,bullseye_low_separate,Right,True,0.5,0.644,0.145,15:38,15:38,4,Afternoon
KP_20230904_b-matching-1.results_3,sbc_separate,Right,True,0.49,0.281,-0.208,15:38,15:38,4,Afternoon
KP_20230904_b-matching-1.results_4,bullseye_high_freq,Right,False,0.51,0.432,-0.078,15:38,15:38,2,Afternoon
KP_20230904_b-matching-1.results_5,catch_trial_white_3,Left,False,0.5,0.508,0.009,15:38,15:38,3,Afternoon
KP_20230904_b-matching-1.results_6,checkerboard,Right,False,0.51,0.499,-0.011,15:38,15:38,2,Afternoon
KP_20230904_b-matching-1.results_7,whites,Right,True,0.51,0.471,-0.039,15:38,15:38,5,Afternoon
KP_20230904_b-matching-1.results_8,whites_separate,Left,False,0.49,0.42,-0.07,15:38,15:38,3,Afternoon
KP_20230904_b-matching-1.results_9,sbc_separate,Left,True,0.49,0.548,0.059,15:38,15:38,4,Afternoon
KP_20230904_b-matching-1.results_10,catch_trial_black_3,Left,False,0.5,0.508,0.009,15:38,15:38,3,Afternoon
KP_20230904_b-matching-1.results_11,checkerboard_separate,Left,True,0.49,0.58,0.09,15:38,15:38,2,Afternoon
KP_20230904_b-matching-1.results_12,whites_separate,Right,True,0.49,0.581,0.091,15:38,15:38,3,Afternoon
KP_20230904_b-matching-1.results_13,bullseye_low_separate,Left,True,0.5,0.614,0.114,15:38,15:39,5,Afternoon
KP_20230904_b-matching-1.results_14,sbc,Right,True,0.5,0.556,0.057,15:39,15:39,3,Afternoon
KP_20230904_b-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.412,-0.088,15:39,15:39,4,Afternoon
KP_20230904_b-matching-1.results_16,strip,Right,True,0.5,0.436,-0.064,15:39,15:39,4,Afternoon
KP_20230904_b-matching-1.results_17,checkerboard,Left,True,0.51,0.597,0.087,15:39,15:39,3,Afternoon
KP_20230904_b-matching-1.results_18,checkerboard_separate,Right,True,0.49,0.473,-0.017,15:39,15:39,3,Afternoon
KP_20230904_b-matching-1.results_19,bullseye_high_freq,Left,False,0.51,0.451,-0.059,15:39,15:39,5,Afternoon
KP_20230904_b-matching-1.results_20,strip,Left,False,0.5,0.541,0.042,15:39,15:39,5,Afternoon
KP_20230904_b-matching-1.results_21,whites,Left,True,0.51,0.377,-0.133,15:39,15:39,4,Afternoon
KP_20230904_b-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.605,0.105,15:39,15:39,4,Afternoon
KP_20230904_b-matching-2.results_1,checkerboard_separate,Left,True,0.5,0.504,0.005,15:39,15:39,3,Afternoon
KP_20230904_b-matching-2.results_2,strip,Left,True,0.51,0.513,0.004,15:39,15:39,5,Afternoon
KP_20230904_b-matching-2.results_3,bullseye_low_separate,Right,False,0.51,0.439,-0.071,15:39,15:39,2,Afternoon
KP_20230904_b-matching-2.results_4,sbc,Right,True,0.51,0.512,0.003,15:39,15:39,3,Afternoon
KP_20230904_b-matching-2.results_5,catch_trial_white_3,Left,False,0.5,0.314,-0.186,15:39,15:39,2,Afternoon
KP_20230904_b-matching-2.results_6,sbc,Left,True,0.51,0.666,0.157,15:39,15:39,3,Afternoon
KP_20230904_b-matching-2.results_7,strip,Right,True,0.51,0.55,0.041,15:39,15:40,6,Afternoon
KP_20230904_b-matching-2.results_8,whites,Left,True,0.49,0.406,-0.083,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_9,whites_separate,Right,False,0.5,0.462,-0.037,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_10,catch_trial_white_3,Right,False,0.5,0.55,0.051,15:40,15:40,2,Afternoon
KP_20230904_b-matching-2.results_11,sbc_separate,Left,True,0.5,0.401,-0.098,15:40,15:40,5,Afternoon
KP_20230904_b-matching-2.results_12,whites,Right,True,0.49,0.459,-0.03,15:40,15:40,4,Afternoon
KP_20230904_b-matching-2.results_13,checkerboard,Left,True,0.49,0.386,-0.103,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_14,whites_separate,Left,False,0.5,0.437,-0.063,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_15,catch_trial_black_3,Right,False,0.5,0.436,-0.064,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_16,bullseye_low_separate,Left,False,0.51,0.52,0.011,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_17,sbc_separate,Right,False,0.5,0.543,0.044,15:40,15:40,2,Afternoon
KP_20230904_b-matching-2.results_18,checkerboard_separate,Right,True,0.5,0.438,-0.062,15:40,15:40,3,Afternoon
KP_20230904_b-matching-2.results_19,bullseye_high_freq,Right,True,0.49,0.344,-0.146,15:40,15:40,2,Afternoon
KP_20230904_b-matching-2.results_20,bullseye_high_freq,Left,True,0.49,0.46,-0.029,15:40,15:40,4,Afternoon
KP_20230904_b-matching-2.results_21,checkerboard,Right,True,0.49,0.46,-0.029,15:40,15:40,2,Afternoon
YY_20230904_a-matching-0.results_0,catch_trial_white_3,Left,False,0.5,0.4,-0.099,18:44,18:44,23,Evening
YY_20230904_a-matching-0.results_1,checkerboard_separate,Right,True,0.51,0.421,-0.089,18:44,18:44,23,Evening
YY_20230904_a-matching-0.results_2,strip,Left,True,0.49,0.556,0.067,18:44,18:45,13,Evening
YY_20230904_a-matching-0.results_3,sbc,Left,False,0.49,0.594,0.104,18:45,18:45,10,Evening
YY_20230904_a-matching-0.results_4,sbc_separate,Right,False,0.51,0.424,-0.086,18:45,18:45,24,Evening
YY_20230904_a-matching-0.results_5,catch_trial_black_3,Left,False,0.5,0.691,0.191,18:45,18:45,12,Evening
YY_20230904_a-matching-0.results_6,whites_separate,Right,True,0.51,0.553,0.044,18:45,18:45,10,Evening
YY_20230904_a-matching-0.results_7,sbc_separate,Left,False,0.51,0.47,-0.04,18:45,18:46,3,Evening
YY_20230904_a-matching-0.results_8,bullseye_high_freq,Right,False,0.5,0.472,-0.028,18:46,18:46,9,Evening
YY_20230904_a-matching-0.results_9,checkerboard,Left,True,0.5,0.486,-0.014,18:46,18:46,14,Evening
YY_20230904_a-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.471,-0.029,18:46,18:46,10,Evening
YY_20230904_a-matching-0.results_11,whites_separate,Left,True,0.51,0.529,0.02,18:46,18:46,7,Evening
YY_20230904_a-matching-0.results_12,whites,Left,False,0.5,0.474,-0.026,18:46,18:47,23,Evening
YY_20230904_a-matching-0.results_13,checkerboard_separate,Left,True,0.51,0.511,0.002,18:47,18:47,10,Evening
YY_20230904_a-matching-0.results_14,checkerboard,Right,True,0.5,0.522,0.023,18:47,18:47,9,Evening
YY_20230904_a-matching-0.results_15,catch_trial_black_3,Right,False,0.5,0.621,0.121,18:47,18:47,9,Evening
YY_20230904_a-matching-0.results_16,sbc,Right,True,0.49,0.386,-0.103,18:47,18:47,9,Evening
YY_20230904_a-matching-0.results_17,bullseye_low_separate,Left,True,0.49,0.37,-0.12,18:47,18:48,38,Evening
YY_20230904_a-matching-0.results_18,whites,Right,True,0.5,0.444,-0.055,18:48,18:48,27,Evening
YY_20230904_a-matching-0.results_19,strip,Right,True,0.49,0.407,-0.083,18:48,18:48,4,Evening
YY_20230904_a-matching-0.results_20,bullseye_low_separate,Right,True,0.49,0.438,-0.051,18:48,18:48,5,Evening
YY_20230904_a-matching-0.results_21,bullseye_high_freq,Left,False,0.5,0.493,-0.007,18:48,18:49,9,Evening
YY_20230904_a-matching-1.results_0,catch_trial_black_3,Left,False,0.5,0.572,0.072,18:54,18:54,10,Evening
YY_20230904_a-matching-1.results_1,checkerboard_separate,Right,False,0.49,0.398,-0.091,18:54,18:55,20,Evening
YY_20230904_a-matching-1.results_2,strip,Left,False,0.5,0.357,-0.143,18:55,18:55,6,Evening
YY_20230904_a-matching-1.results_3,bullseye_low_separate,Right,True,0.5,0.473,-0.027,18:55,18:55,7,Evening
YY_20230904_a-matching-1.results_4,whites,Left,False,0.51,0.449,-0.061,18:55,18:55,8,Evening
YY_20230904_a-matching-1.results_5,catch_trial_white_3,Left,False,0.5,0.384,-0.115,18:55,18:55,10,Evening
YY_20230904_a-matching-1.results_6,sbc_separate,Left,False,0.49,0.454,-0.035,18:55,18:55,7,Evening
YY_20230904_a-matching-1.results_7,bullseye_high_freq,Left,False,0.51,0.449,-0.061,18:55,18:56,42,Evening
YY_20230904_a-matching-1.results_8,checkerboard_separate,Left,False,0.49,0.417,-0.073,18:56,18:56,8,Evening
YY_20230904_a-matching-1.results_9,sbc_separate,Right,True,0.49,0.415,-0.075,18:56,18:56,30,Evening
YY_20230904_a-matching-1.results_10,catch_trial_black_3,Right,False,0.5,0.492,-0.008,18:56,18:57,4,Evening
YY_20230904_a-matching-1.results_11,whites_separate,Left,True,0.49,0.455,-0.034,18:57,18:57,14,Evening
YY_20230904_a-matching-1.results_12,sbc,Left,True,0.5,0.577,0.077,18:57,18:57,13,Evening
YY_20230904_a-matching-1.results_13,strip,Right,False,0.5,0.443,-0.056,18:57,18:57,7,Evening
YY_20230904_a-matching-1.results_14,checkerboard,Right,False,0.51,0.486,-0.024,18:57,18:57,3,Evening
YY_20230904_a-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.35,-0.15,18:57,18:58,37,Evening
YY_20230904_a-matching-1.results_16,sbc,Right,True,0.5,0.379,-0.121,18:58,18:58,12,Evening
YY_20230904_a-matching-1.results_17,whites_separate,Right,True,0.49,0.472,-0.018,18:58,18:58,24,Evening
YY_20230904_a-matching-1.results_18,whites,Right,False,0.51,0.52,0.011,18:58,18:58,5,Evening
YY_20230904_a-matching-1.results_19,bullseye_low_separate,Left,True,0.5,0.493,-0.007,18:58,18:59,8,Evening
YY_20230904_a-matching-1.results_20,checkerboard,Left,True,0.51,0.465,-0.044,18:59,18:59,8,Evening
YY_20230904_a-matching-1.results_21,bullseye_high_freq,Right,False,0.51,0.44,-0.07,18:59,18:59,4,Evening
YY_20230904_a-matching-2.results_0,catch_trial_white_3,Left,False,0.5,0.446,-0.053,18:59,18:59,8,Evening
YY_20230904_a-matching-2.results_1,whites_separate,Right,True,0.5,0.471,-0.029,18:59,18:59,4,Evening
YY_20230904_a-matching-2.results_2,checkerboard_separate,Left,False,0.5,0.495,-0.005,18:59,18:59,9,Evening
YY_20230904_a-matching-2.results_3,whites,Right,True,0.49,0.494,0.005,18:59,18:59,8,Evening
YY_20230904_a-matching-2.results_4,sbc,Left,True,0.51,0.555,0.046,18:59,19:00,8,Evening
YY_20230904_a-matching-2.results_5,catch_trial_white_3,Right,False,0.5,0.409,-0.091,19:00,19:00,5,Evening
YY_20230904_a-matching-2.results_6,bullseye_low_separate,Right,False,0.51,0.497,-0.013,19:00,19:00,12,Evening
YY_20230904_a-matching-2.results_7,strip,Left,True,0.51,0.459,-0.05,19:00,19:00,8,Evening
YY_20230904_a-matching-2.results_8,bullseye_high_freq,Left,False,0.49,0.501,0.012,19:00,19:00,6,Evening
YY_20230904_a-matching-2.results_9,checkerboard,Left,False,0.49,0.416,-0.074,19:00,19:00,14,Evening
YY_20230904_a-matching-2.results_10,catch_trial_black_3,Right,False,0.5,0.572,0.072,19:00,19:00,6,Evening
YY_20230904_a-matching-2.results_11,sbc_separate,Right,False,0.5,0.404,-0.095,19:00,19:01,6,Evening
YY_20230904_a-matching-2.results_12,strip,Right,False,0.51,0.553,0.044,19:01,19:01,12,Evening
YY_20230904_a-matching-2.results_13,bullseye_high_freq,Right,True,0.49,0.399,-0.09,19:01,19:01,23,Evening
YY_20230904_a-matching-2.results_14,whites_separate,Left,False,0.5,0.45,-0.049,19:01,19:01,18,Evening
YY_20230904_a-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.553,0.054,19:01,19:02,22,Evening
YY_20230904_a-matching-2.results_16,sbc_separate,Left,True,0.5,0.534,0.035,19:02,19:02,6,Evening
YY_20230904_a-matching-2.results_17,bullseye_low_separate,Left,False,0.51,0.527,0.018,19:02,19:02,26,Evening
YY_20230904_a-matching-2.results_18,checkerboard_separate,Right,True,0.5,0.52,0.021,19:02,19:02,6,Evening
YY_20230904_a-matching-2.results_19,checkerboard,Right,False,0.49,0.582,0.092,19:02,19:02,5,Evening
YY_20230904_a-matching-2.results_20,whites,Left,False,0.49,0.465,-0.024,19:02,19:03,6,Evening
YY_20230904_a-matching-2.results_21,sbc,Right,True,0.51,0.422,-0.088,19:03,19:03,7,Evening
EW_20230817_a-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.532,0.033,19:02,19:02,10,Evening
EW_20230817_a-matching-2.results_1,whites_separate,Left,True,0.5,0.47,-0.03,19:02,19:03,42,Evening
EW_20230817_a-matching-2.results_2,checkerboard_separate,Right,True,0.5,0.464,-0.035,19:03,19:04,28,Evening
EW_20230817_a-matching-2.results_3,bullseye_high_freq,Left,True,0.49,0.368,-0.122,19:04,19:04,13,Evening
EW_20230817_a-matching-2.results_4,sbc,Left,True,0.51,0.429,-0.081,19:04,19:04,11,Evening
EW_20230817_a-matching-2.results_5,catch_trial_white_3,Left,False,0.5,0.372,-0.128,19:04,19:04,7,Evening
EW_20230817_a-matching-2.results_6,sbc_separate,Right,True,0.5,0.391,-0.108,19:04,19:05,31,Evening
EW_20230817_a-matching-2.results_7,whites,Right,False,0.49,0.413,-0.077,19:05,19:05,17,Evening
EW_20230817_a-matching-2.results_8,checkerboard,Right,True,0.49,0.389,-0.1,19:05,19:05,11,Evening
EW_20230817_a-matching-2.results_9,strip,Left,True,0.51,0.427,-0.083,19:05,19:05,7,Evening
EW_20230817_a-matching-2.results_10,catch_trial_black_3,Right,False,0.5,0.518,0.019,19:05,19:05,7,Evening
EW_20230817_a-matching-2.results_11,checkerboard_separate,Left,False,0.5,0.41,-0.09,19:05,19:06,11,Evening
EW_20230817_a-matching-2.results_12,sbc_separate,Left,False,0.5,0.444,-0.055,19:06,19:06,17,Evening
EW_20230817_a-matching-2.results_13,checkerboard,Left,True,0.49,0.409,-0.081,19:06,19:06,12,Evening
EW_20230817_a-matching-2.results_14,bullseye_low_separate,Right,True,0.51,0.42,-0.09,19:06,19:06,8,Evening
EW_20230817_a-matching-2.results_15,catch_trial_white_3,Right,False,0.5,0.394,-0.105,19:06,19:07,42,Evening
EW_20230817_a-matching-2.results_16,sbc,Right,False,0.51,0.42,-0.09,19:07,19:07,10,Evening
EW_20230817_a-matching-2.results_17,bullseye_high_freq,Right,False,0.49,0.439,-0.05,19:07,19:07,13,Evening
EW_20230817_a-matching-2.results_18,bullseye_low_separate,Left,False,0.51,0.42,-0.09,19:07,19:08,15,Evening
EW_20230817_a-matching-2.results_19,whites,Left,False,0.49,0.414,-0.076,19:08,19:08,22,Evening
EW_20230817_a-matching-2.results_20,strip,Right,True,0.51,0.52,0.011,19:08,19:09,26,Evening
EW_20230817_a-matching-2.results_21,whites_separate,Right,False,0.5,0.494,-0.006,19:09,19:09,7,Evening
EW_20230817_a-matching-0.results_0,catch_trial_white_3,Left,False,0.5,0.351,-0.149,18:49,18:50,20,Evening
EW_20230817_a-matching-0.results_1,checkerboard_separate,Right,False,0.51,0.42,-0.09,18:50,18:50,6,Evening
EW_20230817_a-matching-0.results_2,sbc_separate,Right,True,0.51,0.313,-0.197,18:50,18:50,5,Evening
EW_20230817_a-matching-0.results_3,bullseye_high_freq,Right,False,0.5,0.399,-0.1,18:50,18:50,22,Evening
EW_20230817_a-matching-0.results_4,bullseye_low_separate,Right,True,0.49,0.376,-0.113,18:50,18:51,25,Evening
EW_20230817_a-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.522,0.023,18:51,18:51,12,Evening
EW_20230817_a-matching-0.results_6,strip,Right,False,0.49,0.489,-0.001,18:51,18:51,14,Evening
EW_20230817_a-matching-0.results_7,checkerboard,Left,False,0.5,0.433,-0.067,18:51,18:51,19,Evening
EW_20230817_a-matching-0.results_8,strip,Left,True,0.49,0.488,-0.002,18:51,18:52,16,Evening
EW_20230817_a-matching-0.results_9,whites_separate,Left,True,0.51,0.483,-0.027,18:52,18:52,38,Evening
EW_20230817_a-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.403,-0.096,18:52,18:52,13,Evening
EW_20230817_a-matching-0.results_11,bullseye_high_freq,Left,True,0.5,0.413,-0.087,18:52,18:53,9,Evening
EW_20230817_a-matching-0.results_12,sbc_separate,Left,True,0.51,0.558,0.049,18:53,18:53,7,Evening
EW_20230817_a-matching-0.results_13,sbc,Left,False,0.49,0.527,0.038,18:53,18:53,22,Evening
EW_20230817_a-matching-0.results_14,sbc,Right,True,0.49,0.387,-0.102,18:53,18:53,26,Evening
EW_20230817_a-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.569,0.069,18:53,18:54,11,Evening
EW_20230817_a-matching-0.results_16,checkerboard_separate,Left,False,0.51,0.463,-0.046,18:54,18:54,24,Evening
EW_20230817_a-matching-0.results_17,bullseye_low_separate,Left,False,0.49,0.381,-0.108,18:54,18:54,17,Evening
EW_20230817_a-matching-0.results_18,whites,Left,False,0.5,0.382,-0.118,18:54,18:55,17,Evening
EW_20230817_a-matching-0.results_19,checkerboard,Right,False,0.5,0.471,-0.029,18:55,18:55,30,Evening
EW_20230817_a-matching-0.results_20,whites_separate,Right,True,0.51,0.459,-0.05,18:55,18:55,13,Evening
EW_20230817_a-matching-0.results_21,whites,Right,True,0.5,0.47,-0.03,18:55,18:56,12,Evening
EW_20230817_a-matching-1.results_0,catch_trial_white_3,Left,False,0.5,0.377,-0.123,18:56,18:56,22,Evening
EW_20230817_a-matching-1.results_1,bullseye_high_freq,Left,True,0.51,0.473,-0.037,18:56,18:57,29,Evening
EW_20230817_a-matching-1.results_2,checkerboard_separate,Left,True,0.49,0.378,-0.111,18:57,18:57,30,Evening
EW_20230817_a-matching-1.results_3,whites_separate,Left,True,0.49,0.462,-0.027,18:57,18:57,21,Evening
EW_20230817_a-matching-1.results_4,strip,Left,False,0.5,0.459,-0.04,18:57,18:58,24,Evening
EW_20230817_a-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.572,0.072,18:58,18:58,17,Evening
EW_20230817_a-matching-1.results_6,sbc_separate,Right,False,0.49,0.381,-0.108,18:58,18:59,28,Evening
EW_20230817_a-matching-1.results_7,whites,Left,False,0.51,0.527,0.018,18:59,18:59,13,Evening
EW_20230817_a-matching-1.results_8,sbc_separate,Left,True,0.49,0.46,-0.029,18:59,18:59,25,Evening
EW_20230817_a-matching-1.results_9,bullseye_low_separate,Right,False,0.5,0.405,-0.094,18:59,19:00,28,Evening
EW_20230817_a-matching-1.results_10,catch_trial_white_3,Right,False,0.5,0.415,-0.085,19:00,19:00,10,Evening
EW_20230817_a-matching-1.results_11,checkerboard_separate,Right,False,0.49,0.455,-0.034,19:00,19:00,14,Evening
EW_20230817_a-matching-1.results_12,checkerboard,Right,True,0.51,0.435,-0.075,19:00,19:00,8,Evening
EW_20230817_a-matching-1.results_13,whites_separate,Right,True,0.49,0.398,-0.091,19:00,19:00,7,Evening
EW_20230817_a-matching-1.results_14,strip,Right,True,0.5,0.486,-0.014,19:00,19:01,27,Evening
EW_20230817_a-matching-1.results_15,catch_trial_black_3,Left,False,0.5,0.576,0.076,19:01,19:01,10,Evening
EW_20230817_a-matching-1.results_16,sbc,Right,False,0.5,0.456,-0.043,19:01,19:01,10,Evening
EW_20230817_a-matching-1.results_17,checkerboard,Left,True,0.51,0.436,-0.074,19:01,19:01,11,Evening
EW_20230817_a-matching-1.results_18,sbc,Left,True,0.5,0.415,-0.085,19:01,19:01,14,Evening
EW_20230817_a-matching-1.results_19,whites,Right,True,0.51,0.398,-0.111,19:01,19:02,7,Evening
EW_20230817_a-matching-1.results_20,bullseye_high_freq,Right,False,0.51,0.419,-0.091,19:02,19:02,29,Evening
EW_20230817_a-matching-1.results_21,bullseye_low_separate,Left,True,0.5,0.453,-0.046,19:02,19:02,10,Evening
AP_20230811_a-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.613,0.113,16:22,16:23,52,Afternoon
AP_20230811_a-matching-2.results_1,checkerboard,Right,True,0.49,0.496,0.007,16:23,16:23,39,Afternoon
AP_20230811_a-matching-2.results_2,strip,Right,False,0.51,0.544,0.035,16:23,16:24,15,Afternoon
AP_20230811_a-matching-2.results_3,bullseye_low_separate,Right,True,0.51,0.38,-0.13,16:24,16:24,18,Afternoon
AP_20230811_a-matching-2.results_4,checkerboard_separate,Right,False,0.5,0.464,-0.035,16:24,16:24,10,Afternoon
AP_20230811_a-matching-2.results_5,catch_trial_white_3,Left,False,0.5,0.421,-0.079,16:24,16:24,14,Afternoon
AP_20230811_a-matching-2.results_6,whites_separate,Right,False,0.5,0.51,0.011,16:24,16:25,7,Afternoon
AP_20230811_a-matching-2.results_7,whites,Left,False,0.49,0.423,-0.067,16:25,16:25,14,Afternoon
AP_20230811_a-matching-2.results_8,bullseye_high_freq,Right,False,0.49,0.414,-0.076,16:25,16:25,13,Afternoon
AP_20230811_a-matching-2.results_9,whites_separate,Left,False,0.5,0.365,-0.135,16:25,16:25,17,Afternoon
AP_20230811_a-matching-2.results_10,catch_trial_white_3,Right,False,0.5,0.392,-0.107,16:25,16:25,7,Afternoon
AP_20230811_a-matching-2.results_11,strip,Left,False,0.51,0.531,0.022,16:25,16:26,9,Afternoon
AP_20230811_a-matching-2.results_12,checkerboard_separate,Left,False,0.5,0.465,-0.034,16:26,16:26,8,Afternoon
AP_20230811_a-matching-2.results_13,sbc_separate,Left,False,0.5,0.55,0.051,16:26,16:26,10,Afternoon
AP_20230811_a-matching-2.results_14,bullseye_high_freq,Left,True,0.49,0.415,-0.075,16:26,16:26,24,Afternoon
AP_20230811_a-matching-2.results_15,catch_trial_black_3,Right,False,0.5,0.542,0.043,16:26,16:26,7,Afternoon
AP_20230811_a-matching-2.results_16,checkerboard,Left,False,0.49,0.353,-0.137,16:26,16:27,16,Afternoon
AP_20230811_a-matching-2.results_17,sbc_separate,Right,False,0.5,0.541,0.042,16:27,16:27,4,Afternoon
AP_20230811_a-matching-2.results_18,whites,Right,False,0.49,0.497,0.008,16:27,16:27,8,Afternoon
AP_20230811_a-matching-2.results_19,sbc,Left,False,0.51,0.6,0.09,16:27,16:27,20,Afternoon
AP_20230811_a-matching-2.results_20,sbc,Right,False,0.51,0.484,-0.026,16:27,16:27,5,Afternoon
AP_20230811_a-matching-2.results_21,bullseye_low_separate,Left,True,0.51,0.466,-0.043,16:27,16:27,12,Afternoon
AP_20230811_a-matching-0.results_0,catch_trial_black_3,Right,False,0.5,0.659,0.16,16:08,16:08,16,Afternoon
AP_20230811_a-matching-0.results_1,whites,Left,False,0.5,0.519,0.02,16:08,16:09,30,Afternoon
AP_20230811_a-matching-0.results_2,checkerboard_separate,Right,True,0.51,0.482,-0.028,16:09,16:09,30,Afternoon
AP_20230811_a-matching-0.results_3,whites_separate,Right,False,0.51,0.546,0.037,16:09,16:10,25,Afternoon
AP_20230811_a-matching-0.results_4,checkerboard,Left,False,0.5,0.393,-0.106,16:10,16:10,12,Afternoon
AP_20230811_a-matching-0.results_5,catch_trial_black_3,Left,False,0.5,0.545,0.046,16:10,16:10,25,Afternoon
AP_20230811_a-matching-0.results_6,bullseye_low_separate,Left,False,0.49,0.431,-0.059,16:10,16:11,14,Afternoon
AP_20230811_a-matching-0.results_7,sbc_separate,Left,True,0.51,0.404,-0.105,16:11,16:11,19,Afternoon
AP_20230811_a-matching-0.results_8,whites,Right,False,0.5,0.55,0.051,16:11,16:11,28,Afternoon
AP_20230811_a-matching-0.results_9,sbc,Left,True,0.49,0.573,0.083,16:11,16:12,31,Afternoon
AP_20230811_a-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.392,-0.107,16:12,16:12,18,Afternoon
AP_20230811_a-matching-0.results_11,bullseye_high_freq,Right,True,0.5,0.396,-0.103,16:12,16:12,15,Afternoon
AP_20230811_a-matching-0.results_12,checkerboard,Right,True,0.5,0.541,0.042,16:12,16:13,11,Afternoon
AP_20230811_a-matching-0.results_13,whites_separate,Left,False,0.51,0.427,-0.083,16:13,16:13,9,Afternoon
AP_20230811_a-matching-0.results_14,sbc,Right,True,0.49,0.396,-0.093,16:13,16:13,16,Afternoon
AP_20230811_a-matching-0.results_15,catch_trial_white_3,Left,False,0.5,0.4,-0.099,16:13,16:13,16,Afternoon
