trial,stim,target_side,matching_flipped,presented_intensity,intensity_match,intensity_difference,start_time,stop_time,duration,time_of_day
KN_20230904_b-matching-0.results_17,strip,Right,True,0.49,0.356,-0.134,15:19,15:19,3,Afternoon
KN_20230904_b-matching-0.results_18,checkerboard_separate,Left,False,0.51,0.471,-0.039,15:19,15:19,3,Afternoon
KN_20230904_b-matching-0.results_19,bullseye_high_freq,Right,True,0.5,0.461,-0.038,15:19,15:19,4,Afternoon
KN_20230904_b-matching-0.results_20,bullseye_low_separate,Right,True,0.49,0.4,-0.089,15:19,15:19,6,Afternoon
KN_20230904_b-matching-0.results_21,checkerboard,Left,False,0.5,0.5,0.0,15:19,15:19,13,Afternoon
KN_20230904_b-matching-1.results_0,catch_trial_white_3,Right,False,0.5,0.359,-0.141,15:19,15:19,2,Afternoon
KN_20230904_b-matching-1.results_1,strip,Left,True,0.5,0.523,0.024,15:19,15:19,3,Afternoon
KN_20230904_b-matching-1.results_2,sbc,Left,False,0.5,0.72,0.22,15:19,15:20,6,Afternoon
KN_20230904_b-matching-1.results_3,bullseye_high_freq,Right,False,0.51,0.611,0.101,15:20,15:20,4,Afternoon
KN_20230904_b-matching-1.results_4,sbc_separate,Left,False,0.49,0.564,0.074,15:20,15:20,4,Afternoon
KN_20230904_b-matching-1.results_5,catch_trial_black_3,Left,False,0.5,0.722,0.222,15:20,15:20,7,Afternoon
KN_20230904_b-matching-1.results_6,bullseye_low_separate,Right,True,0.5,0.4,-0.099,15:20,15:20,7,Afternoon
KN_20230904_b-matching-1.results_7,whites,Right,True,0.51,0.442,-0.068,15:20,15:20,4,Afternoon
KN_20230904_b-matching-1.results_8,whites_separate,Left,True,0.49,0.601,0.111,15:20,15:20,2,Afternoon
KN_20230904_b-matching-1.results_9,strip,Right,True,0.5,0.475,-0.025,15:20,15:20,5,Afternoon
KN_20230904_b-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.472,-0.028,15:20,15:20,1,Afternoon
KN_20230904_b-matching-1.results_11,whites_separate,Right,False,0.49,0.532,0.043,15:20,15:20,2,Afternoon
KN_20230904_b-matching-1.results_12,checkerboard,Left,True,0.51,0.514,0.005,15:20,15:20,5,Afternoon
KN_20230904_b-matching-1.results_13,checkerboard,Right,True,0.51,0.386,-0.124,15:20,15:20,6,Afternoon
KN_20230904_b-matching-1.results_14,bullseye_low_separate,Left,True,0.5,0.554,0.055,15:20,15:20,6,Afternoon
KN_20230904_b-matching-1.results_15,catch_trial_black_3,Right,False,0.5,0.656,0.157,15:20,15:21,3,Afternoon
KN_20230904_b-matching-1.results_16,bullseye_high_freq,Left,False,0.51,0.421,-0.089,15:21,15:21,2,Afternoon
KN_20230904_b-matching-1.results_17,checkerboard_separate,Right,False,0.49,0.5,0.011,15:21,15:21,6,Afternoon
KN_20230904_b-matching-1.results_18,sbc,Right,False,0.5,0.496,-0.004,15:21,15:21,4,Afternoon
KN_20230904_b-matching-1.results_19,whites,Left,False,0.51,0.532,0.023,15:21,15:21,4,Afternoon
KN_20230904_b-matching-1.results_20,sbc_separate,Right,True,0.49,0.588,0.098,15:21,15:21,5,Afternoon
KN_20230904_b-matching-1.results_21,checkerboard_separate,Left,False,0.49,0.518,0.029,15:21,15:21,4,Afternoon
AH_20230904_a-matching-0.results_0,catch_trial_black_3,Right,False,0.5,0.521,0.022,16:53,16:55,116,Afternoon
AH_20230904_a-matching-0.results_1,bullseye_low_separate,Right,False,0.49,0.29,-0.2,16:55,16:56,37,Afternoon
AH_20230904_a-matching-0.results_2,bullseye_high_freq,Right,False,0.5,0.277,-0.222,16:56,16:57,86,Afternoon
AH_20230904_a-matching-0.results_3,checkerboard,Right,False,0.5,0.22,-0.28,16:57,16:57,15,Afternoon
AH_20230904_a-matching-0.results_4,whites_separate,Left,False,0.51,0.2,-0.31,16:57,16:58,21,Afternoon
AH_20230904_a-matching-0.results_5,catch_trial_white_3,Right,False,0.5,0.747,0.247,16:58,16:58,3,Afternoon
AH_20230904_a-matching-0.results_6,bullseye_low_separate,Left,False,0.49,0.414,-0.076,16:58,16:58,9,Afternoon
AH_20230904_a-matching-0.results_7,whites,Right,True,0.5,0.182,-0.318,16:58,16:58,14,Afternoon
AH_20230904_a-matching-0.results_8,checkerboard_separate,Right,False,0.51,0.2,-0.31,16:58,16:58,10,Afternoon
AH_20230904_a-matching-0.results_9,sbc,Right,True,0.49,0.067,-0.423,16:58,16:58,8,Afternoon
AH_20230904_a-matching-0.results_10,catch_trial_white_3,Left,False,0.5,0.95,0.45,16:58,16:58,10,Afternoon
AH_20230904_a-matching-0.results_11,strip,Left,True,0.49,0.449,-0.04,16:58,16:59,18,Afternoon
AH_20230904_a-matching-0.results_12,checkerboard_separate,Left,True,0.51,0.25,-0.26,16:59,16:59,11,Afternoon
AH_20230904_a-matching-0.results_13,whites_separate,Right,False,0.51,0.339,-0.17,16:59,16:59,25,Afternoon
AH_20230904_a-matching-0.results_14,bullseye_high_freq,Left,False,0.5,0.331,-0.168,16:59,17:00,18,Afternoon
AH_20230904_a-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.001,-0.499,17:00,17:00,5,Afternoon
AH_20230904_a-matching-0.results_16,checkerboard,Left,True,0.5,0.148,-0.352,17:00,17:00,11,Afternoon
AH_20230904_a-matching-0.results_17,sbc,Left,False,0.49,0.0,-0.49,17:00,17:00,7,Afternoon
AH_20230904_a-matching-0.results_18,strip,Right,False,0.49,0.55,0.061,17:00,17:01,27,Afternoon
AH_20230904_a-matching-0.results_19,sbc_separate,Left,False,0.51,0.551,0.042,17:01,17:01,20,Afternoon
AH_20230904_a-matching-0.results_20,whites,Left,False,0.5,0.642,0.143,17:01,17:01,6,Afternoon
AH_20230904_a-matching-0.results_21,sbc_separate,Right,False,0.51,0.642,0.132,17:01,17:01,6,Afternoon
AH_20230904_a-matching-2.results_0,catch_trial_black_3,Right,False,0.5,0.0,-0.5,17:06,17:06,11,Afternoon
AH_20230904_a-matching-2.results_1,strip,Left,True,0.51,0.15,-0.36,17:06,17:06,7,Afternoon
AH_20230904_a-matching-2.results_2,bullseye_low_separate,Left,True,0.51,0.211,-0.299,17:06,17:06,9,Afternoon
AH_20230904_a-matching-2.results_3,bullseye_high_freq,Left,False,0.49,0.039,-0.451,17:06,17:06,4,Afternoon
AH_20230904_a-matching-2.results_4,checkerboard_separate,Right,True,0.5,0.066,-0.434,17:06,17:06,7,Afternoon
AH_20230904_a-matching-2.results_5,catch_trial_white_3,Right,False,0.5,0.701,0.201,17:06,17:07,13,Afternoon
AH_20230904_a-matching-2.results_6,checkerboard,Right,False,0.49,0.25,-0.24,17:07,17:07,24,Afternoon
AH_20230904_a-matching-2.results_7,checkerboard,Left,True,0.49,0.219,-0.271,17:07,17:07,6,Afternoon
AH_20230904_a-matching-2.results_8,sbc,Right,True,0.51,0.15,-0.36,17:07,17:07,6,Afternoon
AH_20230904_a-matching-2.results_9,whites,Left,False,0.49,0.236,-0.254,17:07,17:07,8,Afternoon
AH_20230904_a-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.711,0.211,17:07,17:07,4,Afternoon
AH_20230904_a-matching-2.results_11,sbc_separate,Left,False,0.5,0.329,-0.17,17:07,17:08,7,Afternoon
AH_20230904_a-matching-2.results_12,strip,Right,False,0.51,0.522,0.013,17:08,17:08,11,Afternoon
AH_20230904_a-matching-2.results_13,whites_separate,Right,True,0.5,0.445,-0.054,17:08,17:08,8,Afternoon
AH_20230904_a-matching-2.results_14,bullseye_low_separate,Right,True,0.51,0.493,-0.017,17:08,17:08,7,Afternoon
AH_20230904_a-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.0,-0.5,17:08,17:08,6,Afternoon
AH_20230904_a-matching-2.results_16,checkerboard_separate,Left,True,0.5,0.037,-0.463,17:08,17:09,37,Afternoon
AH_20230904_a-matching-2.results_17,whites,Right,True,0.49,0.088,-0.402,17:09,17:09,14,Afternoon
AH_20230904_a-matching-2.results_18,sbc,Left,True,0.51,0.133,-0.377,17:09,17:09,6,Afternoon
AH_20230904_a-matching-2.results_19,sbc_separate,Right,True,0.5,0.25,-0.25,17:10,17:10,4,Afternoon
AH_20230904_a-matching-2.results_20,whites_separate,Left,True,0.5,0.463,-0.036,17:10,17:10,3,Afternoon
AH_20230904_a-matching-2.results_21,bullseye_high_freq,Right,True,0.49,0.062,-0.428,17:10,17:10,3,Afternoon
AH_20230904_a-matching-1.results_0,catch_trial_black_3,Right,False,0.5,0.015,-0.485,17:01,17:02,26,Afternoon
AH_20230904_a-matching-1.results_1,whites_separate,Left,False,0.49,0.059,-0.431,17:02,17:02,24,Afternoon
AH_20230904_a-matching-1.results_2,checkerboard,Right,True,0.51,0.0,-0.51,17:02,17:02,3,Afternoon
AH_20230904_a-matching-1.results_3,strip,Left,False,0.5,0.191,-0.309,17:02,17:02,8,Afternoon
AH_20230904_a-matching-1.results_4,whites_separate,Right,True,0.49,0.15,-0.339,17:02,17:02,9,Afternoon
AH_20230904_a-matching-1.results_5,catch_trial_white_3,Left,False,0.5,0.85,0.35,17:02,17:03,14,Afternoon
AH_20230904_a-matching-1.results_6,whites,Left,True,0.51,0.417,-0.093,17:03,17:03,26,Afternoon
AH_20230904_a-matching-1.results_7,sbc_separate,Left,True,0.49,0.292,-0.198,17:03,17:03,11,Afternoon
AH_20230904_a-matching-1.results_8,sbc,Right,True,0.5,0.055,-0.445,17:03,17:03,3,Afternoon
AH_20230904_a-matching-1.results_9,checkerboard,Left,False,0.51,0.187,-0.323,17:03,17:03,7,Afternoon
AH_20230904_a-matching-1.results_10,catch_trial_black_3,Left,False,0.5,0.091,-0.409,17:03,17:04,8,Afternoon
AH_20230904_a-matching-1.results_11,bullseye_high_freq,Left,True,0.51,0.177,-0.333,17:04,17:04,14,Afternoon
AH_20230904_a-matching-1.results_12,whites,Right,False,0.51,0.116,-0.394,17:04,17:04,10,Afternoon
AH_20230904_a-matching-1.results_13,sbc,Left,False,0.5,0.082,-0.418,17:04,17:04,4,Afternoon
AH_20230904_a-matching-1.results_14,bullseye_high_freq,Right,False,0.51,0.5,-0.01,17:04,17:04,7,Afternoon
AH_20230904_a-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.703,0.203,17:04,17:04,4,Afternoon
AH_20230904_a-matching-1.results_16,checkerboard_separate,Left,True,0.49,0.134,-0.356,17:04,17:05,17,Afternoon
AH_20230904_a-matching-1.results_17,bullseye_low_separate,Right,False,0.5,0.379,-0.121,17:05,17:05,4,Afternoon
AH_20230904_a-matching-1.results_18,checkerboard_separate,Right,True,0.49,0.379,-0.11,17:05,17:05,7,Afternoon
AH_20230904_a-matching-1.results_19,sbc_separate,Right,False,0.49,0.254,-0.236,17:05,17:05,9,Afternoon
AH_20230904_a-matching-1.results_20,strip,Right,True,0.5,0.282,-0.218,17:05,17:05,21,Afternoon
AH_20230904_a-matching-1.results_21,bullseye_low_separate,Left,False,0.5,0.115,-0.385,17:05,17:05,6,Afternoon
MM_20230808_b-matching-1.results_0,catch_trial_black_3,Left,False,0.5,0.467,-0.032,15:25,15:26,13,Afternoon
MM_20230808_b-matching-1.results_1,whites,Left,False,0.51,0.577,0.067,15:26,15:26,14,Afternoon
MM_20230808_b-matching-1.results_2,bullseye_high_freq,Right,True,0.51,0.402,-0.107,15:26,15:26,5,Afternoon
MM_20230808_b-matching-1.results_3,strip,Right,False,0.5,0.502,0.003,15:26,15:26,15,Afternoon
MM_20230808_b-matching-1.results_4,sbc_separate,Right,False,0.49,0.407,-0.083,15:26,15:26,15,Afternoon
MM_20230808_b-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.351,-0.149,15:26,15:27,9,Afternoon
MM_20230808_b-matching-1.results_6,bullseye_low_separate,Right,False,0.5,0.384,-0.115,15:27,15:27,16,Afternoon
MM_20230808_b-matching-1.results_7,bullseye_low_separate,Left,False,0.5,0.577,0.077,15:27,15:27,15,Afternoon
MM_20230808_b-matching-1.results_8,strip,Left,True,0.5,0.521,0.022,15:27,15:27,9,Afternoon
MM_20230808_b-matching-1.results_9,checkerboard,Left,False,0.51,0.533,0.024,15:27,15:27,12,Afternoon
MM_20230808_b-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.188,-0.312,15:27,15:28,14,Afternoon
MM_20230808_b-matching-1.results_11,sbc,Left,False,0.5,0.689,0.189,15:28,15:28,13,Afternoon
MM_20230808_b-matching-1.results_12,sbc_separate,Left,True,0.49,0.596,0.106,15:28,15:28,12,Afternoon
MM_20230808_b-matching-1.results_13,bullseye_high_freq,Left,False,0.51,0.562,0.053,15:28,15:28,13,Afternoon
MM_20230808_b-matching-1.results_14,whites,Right,True,0.51,0.4,-0.109,15:28,15:29,17,Afternoon
MM_20230808_b-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.207,-0.293,15:29,15:29,7,Afternoon
MM_20230808_b-matching-1.results_16,sbc,Right,False,0.5,0.395,-0.104,15:29,15:29,11,Afternoon
MM_20230808_b-matching-1.results_17,whites_separate,Right,False,0.49,0.33,-0.159,15:29,15:29,13,Afternoon
MM_20230808_b-matching-1.results_18,checkerboard_separate,Left,True,0.49,0.532,0.043,15:29,15:29,14,Afternoon
MM_20230808_b-matching-1.results_19,whites_separate,Left,False,0.49,0.566,0.076,15:29,15:30,15,Afternoon
MM_20230808_b-matching-1.results_20,checkerboard_separate,Right,False,0.49,0.367,-0.123,15:30,15:30,12,Afternoon
MM_20230808_b-matching-1.results_21,checkerboard,Right,True,0.51,0.394,-0.115,15:30,15:30,19,Afternoon
MM_20230808_b-matching-2.results_0,catch_trial_white_3,Left,False,0.5,0.229,-0.271,15:30,15:30,14,Afternoon
MM_20230808_b-matching-2.results_1,sbc,Left,True,0.51,0.631,0.121,15:30,15:31,8,Afternoon
MM_20230808_b-matching-2.results_2,sbc_separate,Left,True,0.5,0.657,0.158,15:31,15:31,9,Afternoon
MM_20230808_b-matching-2.results_3,checkerboard_separate,Right,True,0.5,0.43,-0.07,15:31,15:31,12,Afternoon
MM_20230808_b-matching-2.results_4,whites_separate,Left,True,0.5,0.569,0.069,15:31,15:31,10,Afternoon
MM_20230808_b-matching-2.results_5,catch_trial_black_3,Left,False,0.5,0.404,-0.095,15:31,15:31,10,Afternoon
MM_20230808_b-matching-2.results_6,bullseye_low_separate,Right,True,0.51,0.372,-0.138,15:31,15:31,11,Afternoon
MM_20230808_b-matching-2.results_7,checkerboard,Left,True,0.49,0.468,-0.021,15:31,15:32,15,Afternoon
MM_20230808_b-matching-2.results_8,checkerboard,Right,True,0.49,0.437,-0.052,15:32,15:32,9,Afternoon
MM_20230808_b-matching-2.results_9,bullseye_high_freq,Left,True,0.49,0.54,0.051,15:32,15:32,25,Afternoon
MM_20230808_b-matching-2.results_10,catch_trial_black_3,Right,False,0.5,0.403,-0.096,15:32,15:32,12,Afternoon
MM_20230808_b-matching-2.results_11,strip,Left,False,0.51,0.516,0.007,15:32,15:33,8,Afternoon
MM_20230808_b-matching-2.results_12,bullseye_high_freq,Right,True,0.49,0.401,-0.088,15:33,15:33,14,Afternoon
MM_20230808_b-matching-2.results_13,whites_separate,Right,True,0.5,0.347,-0.153,15:33,15:33,9,Afternoon
MM_20230808_b-matching-2.results_14,bullseye_low_separate,Left,False,0.51,0.536,0.027,15:33,15:33,9,Afternoon
MM_20230808_b-matching-2.results_15,catch_trial_white_3,Right,False,0.5,0.221,-0.279,15:33,15:33,13,Afternoon
MM_20230808_b-matching-2.results_16,sbc,Right,True,0.51,0.391,-0.119,15:33,15:34,17,Afternoon
MM_20230808_b-matching-2.results_17,whites,Left,True,0.49,0.574,0.084,15:34,15:34,8,Afternoon
MM_20230808_b-matching-2.results_18,checkerboard_separate,Left,False,0.5,0.603,0.103,15:34,15:34,11,Afternoon
MM_20230808_b-matching-2.results_19,sbc_separate,Right,True,0.5,0.382,-0.118,15:34,15:34,15,Afternoon
MM_20230808_b-matching-2.results_20,whites,Right,False,0.49,0.391,-0.098,15:34,15:34,15,Afternoon
MM_20230808_b-matching-2.results_21,strip,Right,True,0.51,0.419,-0.091,15:34,15:35,19,Afternoon
MM_20230808_b-matching-0.results_0,catch_trial_black_3,Left,False,0.5,0.512,0.013,15:18,15:19,88,Afternoon
MM_20230808_b-matching-0.results_1,checkerboard,Left,False,0.5,0.632,0.132,15:19,15:20,24,Afternoon
MM_20230808_b-matching-0.results_2,whites,Left,True,0.5,0.719,0.219,15:20,15:20,8,Afternoon
MM_20230808_b-matching-0.results_3,sbc_separate,Left,False,0.51,0.654,0.145,15:20,15:21,101,Afternoon
MM_20230808_b-matching-0.results_4,checkerboard_separate,Right,True,0.51,0.457,-0.052,15:21,15:22,14,Afternoon
MM_20230808_b-matching-0.results_5,catch_trial_white_3,Left,False,0.5,0.244,-0.256,15:22,15:22,14,Afternoon
MM_20230808_b-matching-0.results_6,strip,Right,False,0.49,0.448,-0.041,15:22,15:22,9,Afternoon
MM_20230808_b-matching-0.results_7,whites_separate,Left,False,0.51,0.611,0.101,15:22,15:22,13,Afternoon
MM_20230808_b-matching-0.results_8,checkerboard,Right,False,0.5,0.43,-0.07,15:22,15:22,11,Afternoon
MM_20230808_b-matching-0.results_9,bullseye_high_freq,Left,True,0.5,0.631,0.131,15:22,15:23,15,Afternoon
MM_20230808_b-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.192,-0.308,15:23,15:23,8,Afternoon
MM_20230808_b-matching-0.results_11,sbc,Left,False,0.49,0.698,0.208,15:23,15:23,8,Afternoon
MM_20230808_b-matching-0.results_12,bullseye_low_separate,Right,True,0.49,0.42,-0.07,15:23,15:23,16,Afternoon
MM_20230808_b-matching-0.results_13,sbc,Right,True,0.49,0.374,-0.115,15:23,15:23,15,Afternoon
MM_20230808_b-matching-0.results_14,bullseye_low_separate,Left,True,0.49,0.575,0.085,15:23,15:24,14,Afternoon
MM_20230808_b-matching-0.results_15,catch_trial_black_3,Right,False,0.5,0.441,-0.059,15:24,15:24,15,Afternoon
MM_20230808_b-matching-0.results_16,checkerboard_separate,Left,False,0.51,0.608,0.098,15:24,15:24,17,Afternoon
MM_20230808_b-matching-0.results_17,whites_separate,Right,True,0.51,0.382,-0.128,15:24,15:25,16,Afternoon
MM_20230808_b-matching-0.results_18,whites,Right,True,0.5,0.433,-0.067,15:25,15:25,13,Afternoon
MM_20230808_b-matching-0.results_19,strip,Left,True,0.49,0.536,0.047,15:25,15:25,7,Afternoon
MM_20230808_b-matching-0.results_20,bullseye_high_freq,Right,True,0.5,0.439,-0.061,15:25,15:25,10,Afternoon
MM_20230808_b-matching-0.results_21,sbc_separate,Right,False,0.51,0.438,-0.072,15:25,15:25,22,Afternoon
DC_20230811_b-matching-0.results_0,catch_trial_black_3,Right,False,0.5,0.65,0.151,16:51,16:51,21,Afternoon
DC_20230811_b-matching-0.results_1,strip,Right,False,0.49,0.634,0.145,16:51,16:51,12,Afternoon
DC_20230811_b-matching-0.results_2,whites_separate,Right,True,0.51,0.607,0.097,16:51,16:51,8,Afternoon
DC_20230811_b-matching-0.results_3,whites,Right,True,0.5,0.5,0.0,16:51,16:52,12,Afternoon
DC_20230811_b-matching-0.results_4,strip,Left,False,0.49,0.382,-0.107,16:52,16:52,11,Afternoon
DC_20230811_b-matching-0.results_5,catch_trial_white_3,Right,False,0.5,0.519,0.02,16:52,16:52,7,Afternoon
DC_20230811_b-matching-0.results_6,sbc_separate,Left,True,0.51,0.451,-0.059,16:52,16:52,11,Afternoon
DC_20230811_b-matching-0.results_7,bullseye_low_separate,Right,False,0.49,0.65,0.161,16:52,16:52,12,Afternoon
DC_20230811_b-matching-0.results_8,checkerboard_separate,Left,True,0.51,0.45,-0.06,16:52,16:53,16,Afternoon
DC_20230811_b-matching-0.results_9,whites,Left,True,0.5,0.666,0.167,16:53,16:53,35,Afternoon
DC_20230811_b-matching-0.results_10,catch_trial_black_3,Left,False,0.5,0.654,0.155,16:53,16:53,10,Afternoon
DC_20230811_b-matching-0.results_11,bullseye_high_freq,Right,False,0.5,0.697,0.197,16:53,16:54,16,Afternoon
DC_20230811_b-matching-0.results_12,whites_separate,Left,False,0.51,0.735,0.225,16:54,16:54,8,Afternoon
DC_20230811_b-matching-0.results_13,checkerboard,Right,True,0.5,0.604,0.104,16:54,16:54,13,Afternoon
DC_20230811_b-matching-0.results_14,bullseye_high_freq,Left,False,0.5,0.6,0.1,16:54,16:54,15,Afternoon
DC_20230811_b-matching-0.results_15,catch_trial_white_3,Left,False,0.5,0.5,0.0,16:54,16:55,21,Afternoon
DC_20230811_b-matching-0.results_16,sbc,Right,False,0.49,0.5,0.011,16:55,16:55,9,Afternoon
DC_20230811_b-matching-0.results_17,bullseye_low_separate,Left,False,0.49,0.515,0.026,16:55,16:55,8,Afternoon
DC_20230811_b-matching-0.results_18,checkerboard,Left,True,0.5,0.473,-0.027,16:55,16:55,7,Afternoon
DC_20230811_b-matching-0.results_19,checkerboard_separate,Right,False,0.51,0.43,-0.08,16:55,16:55,5,Afternoon
DC_20230811_b-matching-0.results_20,sbc,Left,False,0.49,0.55,0.061,16:55,16:55,11,Afternoon
DC_20230811_b-matching-0.results_21,sbc_separate,Right,False,0.51,0.594,0.084,16:55,16:55,8,Afternoon
DC_20230811_b-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.59,0.09,16:58,16:58,4,Afternoon
DC_20230811_b-matching-2.results_1,whites,Left,True,0.49,0.67,0.181,16:58,16:58,10,Afternoon
DC_20230811_b-matching-2.results_2,checkerboard,Right,False,0.49,0.514,0.025,16:58,16:58,6,Afternoon
DC_20230811_b-matching-2.results_3,bullseye_low_separate,Right,False,0.51,0.517,0.008,16:58,16:58,6,Afternoon
DC_20230811_b-matching-2.results_4,sbc_separate,Right,True,0.5,0.628,0.128,16:58,16:58,14,Afternoon
DC_20230811_b-matching-2.results_5,catch_trial_black_3,Right,False,0.5,0.62,0.12,16:58,16:59,7,Afternoon
DC_20230811_b-matching-2.results_6,whites,Right,False,0.49,0.463,-0.026,16:59,16:59,6,Afternoon
DC_20230811_b-matching-2.results_7,whites_separate,Right,True,0.5,0.541,0.042,16:59,16:59,8,Afternoon
DC_20230811_b-matching-2.results_8,checkerboard,Left,False,0.49,0.414,-0.076,16:59,16:59,8,Afternoon
DC_20230811_b-matching-2.results_9,bullseye_low_separate,Left,False,0.51,0.507,-0.003,16:59,16:59,9,Afternoon
DC_20230811_b-matching-2.results_10,catch_trial_white_3,Right,False,0.5,0.393,-0.106,16:59,16:59,7,Afternoon
DC_20230811_b-matching-2.results_11,sbc_separate,Left,False,0.5,0.547,0.048,16:59,16:59,9,Afternoon
DC_20230811_b-matching-2.results_12,checkerboard_separate,Right,True,0.5,0.541,0.042,16:59,16:59,5,Afternoon
DC_20230811_b-matching-2.results_13,bullseye_high_freq,Left,True,0.49,0.42,-0.07,16:59,17:00,8,Afternoon
DC_20230811_b-matching-2.results_14,sbc,Right,True,0.51,0.501,-0.009,17:00,17:00,14,Afternoon
DC_20230811_b-matching-2.results_15,catch_trial_white_3,Left,False,0.5,0.474,-0.026,17:00,17:00,5,Afternoon
DC_20230811_b-matching-2.results_16,checkerboard_separate,Left,False,0.5,0.433,-0.067,17:00,17:00,12,Afternoon
DC_20230811_b-matching-2.results_17,whites_separate,Left,True,0.5,0.596,0.096,17:00,17:00,9,Afternoon
DC_20230811_b-matching-2.results_18,bullseye_high_freq,Right,False,0.49,0.546,0.057,17:00,17:01,21,Afternoon
DC_20230811_b-matching-2.results_19,sbc,Left,True,0.51,0.554,0.045,17:01,17:01,9,Afternoon
DC_20230811_b-matching-2.results_20,strip,Left,False,0.51,0.495,-0.015,17:01,17:01,8,Afternoon
DC_20230811_b-matching-2.results_21,strip,Right,True,0.51,0.596,0.086,17:01,17:01,2,Afternoon
DC_20230811_b-matching-1.results_0,catch_trial_white_3,Left,False,0.5,0.522,0.023,16:55,16:56,7,Afternoon
DC_20230811_b-matching-1.results_1,checkerboard,Right,True,0.51,0.565,0.055,16:56,16:56,7,Afternoon
DC_20230811_b-matching-1.results_2,sbc,Left,True,0.5,0.553,0.054,16:56,16:56,5,Afternoon
DC_20230811_b-matching-1.results_3,bullseye_low_separate,Right,True,0.5,0.506,0.007,16:56,16:56,5,Afternoon
DC_20230811_b-matching-1.results_4,strip,Right,True,0.5,0.585,0.085,16:56,16:56,4,Afternoon
DC_20230811_b-matching-1.results_5,catch_trial_black_3,Left,False,0.5,0.587,0.087,16:56,16:56,7,Afternoon
DC_20230811_b-matching-1.results_6,checkerboard_separate,Left,False,0.49,0.415,-0.075,16:56,16:56,9,Afternoon
DC_20230811_b-matching-1.results_7,sbc_separate,Left,False,0.49,0.511,0.022,16:56,16:56,5,Afternoon
DC_20230811_b-matching-1.results_8,whites_separate,Right,True,0.49,0.536,0.047,16:56,16:56,7,Afternoon
DC_20230811_b-matching-1.results_9,sbc_separate,Right,True,0.49,0.449,-0.04,16:56,16:56,5,Afternoon
DC_20230811_b-matching-1.results_10,catch_trial_black_3,Right,False,0.5,0.497,-0.003,16:56,16:56,5,Afternoon
DC_20230811_b-matching-1.results_11,whites_separate,Left,False,0.49,0.691,0.201,16:56,16:57,10,Afternoon
DC_20230811_b-matching-1.results_12,bullseye_high_freq,Left,True,0.51,0.456,-0.053,16:57,16:57,11,Afternoon
DC_20230811_b-matching-1.results_13,bullseye_low_separate,Left,True,0.5,0.464,-0.035,16:57,16:57,4,Afternoon
DC_20230811_b-matching-1.results_14,checkerboard,Left,True,0.51,0.632,0.122,16:57,16:57,5,Afternoon
DC_20230811_b-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.531,0.032,16:57,16:57,3,Afternoon
DC_20230811_b-matching-1.results_16,sbc,Right,False,0.5,0.489,-0.011,16:57,16:57,6,Afternoon
DC_20230811_b-matching-1.results_17,whites,Right,True,0.51,0.501,-0.009,16:57,16:57,7,Afternoon
DC_20230811_b-matching-1.results_18,checkerboard_separate,Right,False,0.49,0.645,0.156,16:57,16:57,4,Afternoon
DC_20230811_b-matching-1.results_19,strip,Left,True,0.5,0.463,-0.036,16:57,16:57,6,Afternoon
DC_20230811_b-matching-1.results_20,whites,Left,False,0.51,0.585,0.075,16:57,16:58,10,Afternoon
DC_20230811_b-matching-1.results_21,bullseye_high_freq,Right,True,0.51,0.569,0.059,16:58,16:58,10,Afternoon
GE_20230904_b-matching-2.results_0,catch_trial_white_3,Right,False,0.5,0.348,-0.152,19:50,19:50,8,Evening
GE_20230904_b-matching-2.results_1,sbc,Right,True,0.51,0.412,-0.098,19:50,19:50,9,Evening
GE_20230904_b-matching-2.results_2,checkerboard_separate,Left,True,0.5,0.488,-0.012,19:50,19:50,3,Evening
GE_20230904_b-matching-2.results_3,whites,Right,False,0.49,0.504,0.015,19:50,19:50,3,Evening
GE_20230904_b-matching-2.results_4,bullseye_high_freq,Left,False,0.49,0.445,-0.044,19:50,19:50,11,Evening
GE_20230904_b-matching-2.results_5,catch_trial_black_3,Right,False,0.5,0.522,0.023,19:50,19:51,5,Evening
GE_20230904_b-matching-2.results_6,sbc_separate,Right,False,0.5,0.614,0.114,19:51,19:51,8,Evening
GE_20230904_b-matching-2.results_7,whites_separate,Right,True,0.5,0.547,0.048,19:51,19:51,7,Evening
GE_20230904_b-matching-2.results_8,strip,Left,False,0.51,0.516,0.007,19:51,19:51,7,Evening
GE_20230904_b-matching-2.results_9,checkerboard_separate,Right,True,0.5,0.381,-0.119,19:51,19:51,5,Evening
GE_20230904_b-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.47,-0.03,19:51,19:51,6,Evening
GE_20230904_b-matching-2.results_11,bullseye_low_separate,Left,True,0.51,0.444,-0.066,19:51,19:51,8,Evening
GE_20230904_b-matching-2.results_12,bullseye_low_separate,Right,False,0.51,0.468,-0.041,19:51,19:51,5,Evening
